Name of program,Type of program,Program code,Quota,Matched
Pomona Valley Hosp-CA,Family Medicine,1350120C0,8,8
Presby Intercommunity Hosp-CA,Family Medicine,2013120C0,2,2
Presby Intercommunity Hosp-CA,Fam Med/Tropical Med,2013120C1,2,1
Presby Intercommunity Hosp-CA,Fam Med/Chronic Dz Mgmt,2013120C2,2,2
Riverside Community Hospital-CA,Emergency Medicine,1877110C0,13,13
Riverside Community Hospital-CA,Family Medicine,1877120C0,8,8
Riverside Community Hospital-CA,Internal Medicine,1877140C0,15,15
Riverside Community Hospital-CA,Medicine-Preliminary,1877140P0,10,10
Riverside Community Hospital-CA,Neurology,1877180C0,3,3
Riverside Community Hospital-CA,General Surgery,1877440C0,3,3
Riverside Community Hospital-CA,Surgery-Preliminary,1877440P0,3,0
Riverside Community Hospital-CA,Transitional,1877999P0,16,16
Riverside University Health Sys-CA,Anesthesiology,1850040C0,5,5
Riverside University Health Sys-CA,Family Medicine,1850120C0,12,10
Riverside University Health Sys-CA,Neurological Surgery,1850160C0,1,1
Riverside University Health Sys-CA,Orthopaedic Surgery,1850260C0,3,3
Riverside University Health Sys-CA,General Surgery,1850440C0,4,4
Riverside University Health Sys-CA,Surgery-Preliminary,1850440P0,2,0
San Joaquin Gen Hosp-CA,Family Medicine,1021120C0,8,8
San Joaquin Gen Hosp-CA,Internal Medicine,1021140C0,8,8
San Joaquin Gen Hosp-CA,Medicine-Preliminary,1021140P0,3,3
San Joaquin Gen Hosp-CA,General Surgery,1021440C0,3,3
San Joaquin Gen Hosp-CA,Surgery-Preliminary,1021440P1,3,1
San Joaquin Gen Hosp-CA,Psychiatry,1010400C0,4,4
San Ysidro Health-CA,Internal Medicine,2220140C0,6,5
Santa Barbara Cottage Hosp-CA,Internal Medicine,1064140C0,10,10
Santa Barbara Cottage Hosp-CA,Medicine-Preliminary,1064140P0,5,5
Santa Barbara Cottage Hosp-CA,Radiology-Diagnostic,1064420A0,4,4
Santa Barbara Cottage Hosp-CA,General Surgery,1064440C0,4,4
Santa Clara Valley Med Ctr-CA,Internal Medicine,1063140C0,16,16
Santa Clara Valley Med Ctr-CA,Medicine-Preliminary,1063140P0,11,11
Santa Clara Valley Med Ctr-CA,Med-Prelim/Neurology,1063140P1,1,1
Santa Clara Valley Med Ctr-CA,Obstetrics-Gynecology,1063220C0,4,4
Santa Clara Valley Med Ctr-CA,Radiology-Diagnostic,1063420A0,4,4
Santa Clara Valley Med Ctr-CA,Transitional,1063999P0,12,12
Scripps Clinic/Green Hospital-CA,Internal Medicine,1340140C0,13,13
Scripps Clinic/Green Hospital-CA,Internal Med/Research,1340140C1,2,2
Scripps Mercy Hosp-Chula Vista-CA,Family Medicine,1375120C0,9,9
Scripps Mercy Hosp-San Diego-CA,Internal Medicine,1048140C0,14,14
Scripps Mercy Hosp-San Diego-CA,Transitional,1048999P0,12,12
Scripps Mercy Hosp-San Diego-CA,Transitional/Anesthesia,1048999P2,6,6
Shasta Community Health Ctr-CA,Family Medicine,1531120C0,3,3
St Agnes Med Ctr-CA,Family Medicine,2138120C0,8,8
St Agnes Med Ctr-CA,Internal Medicine,2138140C0,16,16
St Agnes Med Ctr-CA,Medicine-Preliminary,2138140P0,4,4
St Joseph Hospital-Eureka-CA,Family Medicine,2160120C0,6,6
St Josephs Med Ctr-CA,Emergency Medicine,2161110C0,9,9
St Josephs Med Ctr-CA,Family Medicine,2161120C0,6,6
St Josephs Med Ctr-CA,Internal Medicine,2161140C0,10,10
St Josephs Med Ctr-CA,Transitional,2161999P0,7,0
St Mary Med Ctr-Long Beach-CA,Internal Medicine,1025140C0,9,9
St Mary Med Ctr-Long Beach-CA,Medicine-Preliminary,1025140P0,7,7
St Marys Med Ctr-SF-CA,Internal Medicine,1057140C0,8,8
St Marys Med Ctr-SF-CA,Medicine-Preliminary,1057140P0,8,7
St Marys Med Ctr-SF-CA,Orthopaedic Surgery,1057260C0,3,3
Stanford Univ Progs-CA,Anesthesiology,1820040A0,13,13
Stanford Univ Progs-CA,Anesthesiology,1820040C0,14,14
Stanford Univ Progs-CA,Anesthesiology,1820040R0,1,1
Stanford Univ Progs-CA,Dermatology,1820080A0,10,10
Stanford Univ Progs-CA,Emergency Medicine,1820110C0,15,15
Stanford Univ Progs-CA,Family Medicine/OConnor,1820120C0,8,8
Stanford Univ Progs-CA (Continued),Internal Medicine,1820140C0,40,40
Stanford Univ Progs-CA (Continued),Internal Med/Global Health,1820140C1,2,2
Stanford Univ Progs-CA (Continued),Med-Prelim/Neurology,1820140P1,4,4
Stanford Univ Progs-CA (Continued),Neurological Surgery,1820160C0,3,3
Stanford Univ Progs-CA (Continued),Neurology,1820180A0,10,10
Stanford Univ Progs-CA (Continued),Child Neurology,1820185C0,4,4
Stanford Univ Progs-CA (Continued),Child Neurology,1820185R0,1,0
Stanford Univ Progs-CA (Continued),Obstetrics-Gynecology,1820220C0,6,6
Stanford Univ Progs-CA (Continued),Orthopaedic Surgery,1820260C0,7,7
Stanford Univ Progs-CA (Continued),Otolaryngology,1820280C0,4,4
Stanford Univ Progs-CA (Continued),Otolaryngology/Research,1820280C1,1,1
Stanford Univ Progs-CA (Continued),Pathology,1820300C0,8,8
Stanford Univ Progs-CA (Continued),Clinical Pathology Track,1820300C1,2,2
Stanford Univ Progs-CA (Continued),Path-Anatomic Neuro Track,1820300C2,1,1
Stanford Univ Progs-CA (Continued),Pediatrics,1820320C0,23,23
Stanford Univ Progs-CA (Continued),Pediatrics/Research Trk,1820320C1,4,4
Stanford Univ Progs-CA (Continued),Phys Medicine & Rehab,1820340A0,7,7
Stanford Univ Progs-CA (Continued),Plastic Surgery (Integrated),1820362C0,4,4
Stanford Univ Progs-CA (Continued),Psychiatry,1820400C0,12,12
Stanford Univ Progs-CA (Continued),Psychiatry/Research,1820400C1,1,1
Stanford Univ Progs-CA (Continued),Interventional Radiology (Integ),1820416A0,3,3
Stanford Univ Progs-CA (Continued),Radiology-Diagnostic,1820420A0,9,9
Stanford Univ Progs-CA (Continued),Radiation Oncology,1820430A0,4,4
Stanford Univ Progs-CA (Continued),General Surgery,1820440C0,6,6
Stanford Univ Progs-CA (Continued),General Surgery/SASS,1820440C1,1,1
Stanford Univ Progs-CA (Continued),Surgery-Preliminary,1820440P0,7,6
Stanford Univ Progs-CA (Continued),Surg-Prelim/Opthalmology,1820440P4,4,4
Stanford Univ Progs-CA (Continued),Vascular Surgery,1820451C0,2,2
Stanford Univ Progs-CA (Continued),Thoracic Surgery,1820461C0,3,3
Stanford Univ Progs-CA (Continued),Pediatrics-Anesthesiology,1820726C0,2,2
Stanford Univ Progs-CA (Continued),Medicine-Anesthesiology,1820742C0,1,1
Stanford Univ Progs-CA (Continued),Pediatrics-Medical Genetics,1820765C0,2,2
Stanford Univ Progs-CA (Continued),Radiology-Nuclear Medicine,1820770A0,1,0
Stanford Univ Progs-CA (Continued),Trans/Anesthesiology Santa Clara,1820999P0,4,4
Sutter Health-CA,Family Med/Sacramento,1135120C0,5,5
Sutter Health-CA,Family Medicine/Davis,1135120C1,2,2
Sutter Med Ctr of Santa Rosa-CA,Family Medicine,1065120C0,12,12
U Southern California,Anesthesiology,1033040C0,18,18
U Southern California,Dermatology,1033080A0,4,4
U Southern California,Emergency Medicine,1033110C0,20,20
U Southern California,Internal Medicine,1033140C0,55,55
U Southern California,Neurological Surgery,1033160C0,3,3
U Southern California,Neurology,1033180A0,6,6
U Southern California (Continued),Obstetrics-Gynecology,1033220C0,9,9
U Southern California (Continued),Orthopaedic Surgery,1033260C0,8,8
U Southern California (Continued),Otolaryngology,1033280C0,4,4
U Southern California (Continued),Pathology,1033300C0,6,6
U Southern California (Continued),Pediatrics,1033320C0,11,11
U Southern California (Continued),Plastic Surgery (Integrated),1033362C0,3,3
U Southern California (Continued),Psychiatry,1033400C0,12,12
U Southern California (Continued),Interventional Radiology (Integ),1033416A0,2,2
U Southern California (Continued),Radiology-Diagnostic,1033420A0,8,8
U Southern California (Continued),Radiation Oncology,1033430A0,2,2
U Southern California (Continued),General Surgery,1033440C0,7,7
U Southern California (Continued),Surg-Prelim/OMS,1033440P3,2,2
U Southern California (Continued),Vascular Surgery,1033451C0,1,1
U Southern California (Continued),Thoracic Surgery,1033461C0,2,2
U Southern California (Continued),Medicine-Pediatrics,1033700C0,6,6
UC Davis Med Ctr-CA,Anesthesiology                   10,46040C0,14,14
UC Davis Med Ctr-CA,Dermatology                      10,46080A0,5,5
UC Davis Med Ctr-CA,Emergency Medicine               10,46110C0,15,15
UC Davis Med Ctr-CA,Emergency Med/AF Civ Sponsored 1046,110C1,1,1
UC Davis Med Ctr-CA,Family Medicine                  10,46120C0,10,10
UC Davis Med Ctr-CA,Family Medicine/OB               10,46120C2,1,1
UC Davis Med Ctr-CA,Internal Medicine                10,46140C0,24,24
UC Davis Med Ctr-CA,Medicine-Primary                 10,46140M0,4,4
UC Davis Med Ctr-CA,Neurological Surgery             10,46160C0,2,2
UC Davis Med Ctr-CA,Neurology                        10,46180C0,6,6
UC Davis Med Ctr-CA,Obstetrics-Gynecology            10,46220C0,7,7
UC Davis Med Ctr-CA,Orthopaedic Surgery              10,46260C0,3,3
UC Davis Med Ctr-CA,Ortho Surgery/6 Yr Prog          10,46260C1,1,1
UC Davis Med Ctr-CA,Otolaryngology                   10,46280C0,3,3
UC Davis Med Ctr-CA,Pathology                        10,46300C0,2,2
UC Davis Med Ctr-CA,Pediatrics                       10,46320C0,13,13
UC Davis Med Ctr-CA,Phys Medicine & Rehab            10,46340A0,2,2
UC Davis Med Ctr-CA,Phys Medicine & Rehab            10,46340C0,2,2
UC Davis Med Ctr-CA,Plastic Surgery (Integrated)     10,46362C0,1,1
UC Davis Med Ctr-CA,Psychiatry                       10,46400C0,9,9
UC Davis Med Ctr-CA,Interventional Radiology (Integ) 10,46416A0,2,2
UC Davis Med Ctr-CA,Radiology-Diagnostic             10,46420A0,5,5
UC Davis Med Ctr-CA,Radiation Oncology               10,46430A0,2,1
UC Davis Med Ctr-CA,General Surgery                  10,46440C0,7,7
UC Davis Med Ctr-CA,Surgery-Preliminary              10,46440P0,4,3
UC Davis Med Ctr-CA,Vascular Surgery                 10,46451C0,1,1
UC Davis Med Ctr-CA,Thoracic Surgery                 10,46461C0,1,1
UC Davis Med Ctr-CA,Medicine-Psychiatry              10,46715C1,2,2
UC Davis Med Ctr-CA,Psychiatry-Family Med            10,46720C0,2,2
UC Davis Med Ctr-CA,Radiology-Nuclear Medicine       10,46770A0,1,1
UC Irvine Med Ctr-CA,Anesthesiology,1043040C0,11,11
UC Irvine Med Ctr-CA,Anesthesiology/Critical Care Med,1043040C1,1,1
UC Irvine Med Ctr-CA,Dermatology,1043080A0,5,5
UC Irvine Med Ctr-CA,Emergency Medicine,1043110C0,9,9
UC Irvine Med Ctr-CA,Family Medicine,1043120C0,10,10
UC Irvine Med Ctr-CA,Internal Medicine,1043140C0,24,24
UC Irvine Med Ctr-CA,Medicine-Preliminary,1043140P0,20,20
UC Irvine Med Ctr-CA,Med-Prelim/Neurology,1043140P1,5,5
UC Irvine Med Ctr-CA,Neurological Surgery,1043160C0,1,1
UC Irvine Med Ctr-CA,Neurology,1043180A0,5,5
UC Irvine Med Ctr-CA,Child Neurology,1043185C0,2,2
UC Irvine Med Ctr-CA,Obstetrics-Gynecology,1043220C0,7,7
UC Irvine Med Ctr-CA,Orthopaedic Surgery,1043260C0,4,4
UC Irvine Med Ctr-CA,Otolaryngology,1043280C0,2,2
UC Irvine Med Ctr-CA,Pathology,1043300C0,4,4
UC Irvine Med Ctr-CA,Pediatrics/UCI-CHOC,1043320C1,25,25
UC Irvine Med Ctr-CA,Phys Medicine & Rehab,1043340A0,5,5
UC Irvine Med Ctr-CA,Plastic Surgery (Integrated),1043362C0,3,3
UC Irvine Med Ctr-CA,Psychiatry,1043400C0,9,9
UC Irvine Med Ctr-CA,Interventional Radiology (Integ),1043416A0,1,1
UC Irvine Med Ctr-CA,Radiology-Diagnostic,1043420A0,6,6
UC Irvine Med Ctr-CA,General Surgery,1043440C0,6,6
UC Irvine Med Ctr-CA,Surg-Prelim/Non-designated,1043440P0,4,3
UC Irvine Med Ctr-CA,Pediatrics-Medical Genetics,1043765C0,1,1
UC Riverside SOM-CA,Family Medicine,1522120C0,8,7
UC Riverside SOM-CA,Internal Medicine,1522140C0,13,13
UC Riverside SOM-CA,Psychiatry,1522400C0,8,8
UC San Diego Med Ctr-CA,Anesthesiology,1049040A0,14,14
UC San Diego Med Ctr-CA,Dermatology,1049080A0,5,5
UC San Diego Med Ctr-CA,Emergency Medicine,1049110C0,11,11
UC San Diego Med Ctr-CA,Family Medicine,1049120C0,8,8
UC San Diego Med Ctr-CA,Family Medicine/Military,1049120C1,1,0
UC San Diego Med Ctr-CA,Internal Medicine,1049140C0,36,36
UC San Diego Med Ctr-CA (Continued),Int Med/Investigator Path,1049140C1,2,2
UC San Diego Med Ctr-CA (Continued),Medicine-Preliminary,1049140P0,10,10
UC San Diego Med Ctr-CA (Continued),Neurological Surgery,1049160C0,3,3
UC San Diego Med Ctr-CA (Continued),Neurology,1049180A0,6,6
UC San Diego Med Ctr-CA (Continued),Neurology/International,1049180C1,1,1
UC San Diego Med Ctr-CA (Continued),Child Neurology,1049185C0,2,2
UC San Diego Med Ctr-CA (Continued),Obstetrics-Gynecology,1049220C0,6,6
UC San Diego Med Ctr-CA (Continued),Orthopaedic Surgery,1049260C0,3,3
UC San Diego Med Ctr-CA (Continued),Ortho Surgery/Research,1049260C1,1,1
UC San Diego Med Ctr-CA (Continued),Otolaryngology,1049280C0,3,3
UC San Diego Med Ctr-CA (Continued),Pathology,1049300C0,5,5
UC San Diego Med Ctr-CA (Continued),Pediatrics,1049320C0,18,18
UC San Diego Med Ctr-CA (Continued),Plastic Surgery (Integrated),1049362C0,1,1
UC San Diego Med Ctr-CA (Continued),Psychiatry,1049400C0,9,9
UC San Diego Med Ctr-CA (Continued),Psychiatry/Research,1049400C1,1,1
UC San Diego Med Ctr-CA (Continued),Psychiatry/Community,1049400C2,2,2
UC San Diego Med Ctr-CA (Continued),Interventional Radiology (Integ),1049416A0,1,1
UC San Diego Med Ctr-CA (Continued),Intervent Rad (Integ)/Research,1049416A1,1,1
UC San Diego Med Ctr-CA (Continued),Radiology-Diagnostic,1049420A0,5,5
UC San Diego Med Ctr-CA (Continued),Rad-Diag/Research,1049420A1,2,2
UC San Diego Med Ctr-CA (Continued),Rad-Diag/IMG Track,1049420A2,2,1
UC San Diego Med Ctr-CA (Continued),Radiology-Diagnostic,1049420R0,1,1
UC San Diego Med Ctr-CA (Continued),Radiation Oncology,1049430A0,3,3
UC San Diego Med Ctr-CA (Continued),General Surgery,1049440C0,7,7
UC San Diego Med Ctr-CA (Continued),Surgery-Preliminary,1049440P0,1,0
UC San Diego Med Ctr-CA (Continued),Medicine-Pediatrics,1049700C0,4,4
UC San Diego Med Ctr-CA (Continued),Psychiatry-Family Med,1049720C0,2,2
UC San Francisco-CA,Anesthesiology,1062040A0,15,15
UC San Francisco-CA,Anesthesiology,1062040C0,9,9
UC San Francisco-CA,Anesthesiology/Critical Care,1062040C2,1,1
UC San Francisco-CA,Dermatology,1062080A0,5,5
UC San Francisco-CA,Dermatology/2+2 Scientists,1062080A1,2,2
UC San Francisco-CA,Emergency Medicine,1062110C0,15,15
UC San Francisco-CA,Family Medicine,1062120C0,15,15
UC San Francisco-CA,Internal Medicine,1062140C0,45,45
UC San Francisco-CA,Medicine-Primary/UC,1062140M0,10,10
UC San Francisco-CA,Medicine-Primary/SFGH,1062140M1,8,8
UC San Francisco-CA,Neurological Surgery,1062160C0,3,3
UC San Francisco-CA,Neurology,1062180A0,1,1
UC San Francisco-CA,Neurology,1062180C0,9,9
UC San Francisco-CA,Child Neurology/Adv PGY3,1062185A0,1,1
UC San Francisco-CA,Child Neurology,1062185C0,2,2
UC San Francisco-CA (Continued),Obstetrics-Gynecology,1062220C0,10,10
UC San Francisco-CA (Continued),Orthopaedic Surgery,1062260C0,6,6
UC San Francisco-CA (Continued),Ortho Surgery/Research,1062260C1,1,1
UC San Francisco-CA (Continued),Otolaryngology,1062280C0,5,5
UC San Francisco-CA (Continued),Pathology,1062300C0,7,7
UC San Francisco-CA (Continued),Pediatrics,1062320C0,21,21
UC San Francisco-CA (Continued),Pediatrics-Primary/PLUS,1062320M0,5,5
UC San Francisco-CA (Continued),Plastic Surgery (Integrated),1062362C0,3,3
UC San Francisco-CA (Continued),Psychiatry,1062400C0,16,16
UC San Francisco-CA (Continued),Interventional Radiology (Integ),1062416A0,1,1
UC San Francisco-CA (Continued),Radiology-Diagnostic,1062420A0,14,14
UC San Francisco-CA (Continued),Radiation Oncology,1062430A0,3,3
UC San Francisco-CA (Continued),General Surgery,1062440C0,8,8
UC San Francisco-CA (Continued),Surg-Prelim/General/Specialty,1062440P0,17,10
UC San Francisco-CA (Continued),Surg-Prelim/Int Radiology,1062440P2,1,1
UC San Francisco-CA (Continued),Vascular Surgery,1062451C0,2,2
UC San Francisco-East Bay-CA,General Surgery,3625440C0,7,7
UC San Francisco-East Bay-CA,Surgery-Preliminary,3625440P0,9,3
UC San Francisco-Fresno-CA,Emergency Medicine,1022110C0,12,12
UC San Francisco-Fresno-CA,Family Medicine,1022120C0,12,12
UC San Francisco-Fresno-CA,Internal Medicine,1022140C0,23,23
UC San Francisco-Fresno-CA,Obstetrics-Gynecology,1022220C0,4,4
UC San Francisco-Fresno-CA,Orthopaedic Surgery,1022260C0,4,4
UC San Francisco-Fresno-CA,Pediatrics,1022320C0,6,6
UC San Francisco-Fresno-CA,Psychiatry,1022400C0,6,6
UC San Francisco-Fresno-CA,General Surgery,1022440C0,4,4
UCLA Med Ctr-CA,Anesthesiology,1956040C0,25,25
UCLA Med Ctr-CA,Dermatology,1956080A0,4,4
UCLA Med Ctr-CA,Dermatology/5yr Star,1956080A1,1,1
UCLA Med Ctr-CA,Emergency Medicine,1956110C0,15,15
UCLA Med Ctr-CA,Fam Med/UCLA/Santa Monica,1956120C1,12,12
UCLA Med Ctr-CA,Internal Medicine,1956140C0,44,44
UCLA Med Ctr-CA,Internal Med/ProSTAR/PSTP,1956140C1,2,2
UCLA Med Ctr-CA,Medicine-Primary/UCLA-VA,1956140M0,6,6
UCLA Med Ctr-CA,Med-Primary/UCLA-Olive View,1956140M1,6,6
UCLA Med Ctr-CA,Med-Prelim/Neurology,1956140P1,4,4
UCLA Med Ctr-CA,Neurological Surgery,1956160C0,3,3
UCLA Med Ctr-CA,Neurology,1956180A0,9,9
UCLA Med Ctr-CA,Neurology,1956180R0,1,1
UCLA Med Ctr-CA,Child Neurology,1956185C0,2,2
UCLA Med Ctr-CA,Obstetrics-Gynecology,1956220C0,8,8
UCLA Med Ctr-CA,Ob-Gyn/Preliminary,1956220P0,2,0
UCLA Med Ctr-CA,Orthopaedic Surgery,1956260C0,6,6
UCLA Med Ctr-CA (Continued),Otolaryngology,1956280C0,5,5
UCLA Med Ctr-CA (Continued),Pathology,1956300C0,6,6
UCLA Med Ctr-CA (Continued),Pediatrics,1956320C0,26,26
UCLA Med Ctr-CA (Continued),Pediatrics/PSTP,1956320C1,1,1
UCLA Med Ctr-CA (Continued),Plastic Surgery (Integrated),1956362C0,3,3
UCLA Med Ctr-CA (Continued),Interventional Radiology (Integ),1956416C0,3,3
UCLA Med Ctr-CA (Continued),Radiology-Diagnostic,1956420A0,10,10
UCLA Med Ctr-CA (Continued),Radiation Oncology,1956430A0,3,3
UCLA Med Ctr-CA (Continued),General Surgery,1956440C0,7,7
UCLA Med Ctr-CA (Continued),Surgery-Preliminary,1956440P0,3,0
UCLA Med Ctr-CA (Continued),Vascular Surgery,1956451C0,1,1
UCLA Med Ctr-CA (Continued),Medicine-Pediatrics,1956700C0,4,4
UCLA Semel Inst for Neuroscience-CA,Psychiatry,3030400C0,12,12
UCLA Semel Inst for Neuroscience-CA,Psychiatry/Research,3030400C1,2,2
UCLA Semel Inst for Neuroscience-CA,Psych/Harbor-NPI-WLAVA,3030400C2,1,1
UHS So California Med Ed Consortium,Family Medicine,2213120C0,6,6
UHS So California Med Ed Consortium,Internal Medicine,2213140C0,20,20
VA Greater LA Hlth Sys-CA,Phys Medicine & Rehab,1039340A0,8,8
VA Greater LA Hlth Sys-CA,Psychiatry/UCLA/SFVP,1039400C0,6,6
Valley Childrens Healthcare-CA,Pediatrics,1907320C0,13,12
Valley Consortium-CA,Family Medicine,1444120C0,12,10
Valley Consortium-CA,Orthopaedic Surgery,1444260C0,3,3
Valley Health Team-CA,Family Medicine,2111120C0,4,4
Ventura County Med Ctr-CA,Family Medicine,1068120C0,15,15
West Anaheim Med Ctr-CA,Medicine-Primary,2224140M0,8,4
Denver Health Med Ctr-CO,Emergency Medicine,1077110C0,17,17
HealthONE-CO,Family Medicine/Sky Ridge,1997120C0,8,8
HealthONE-CO,Internal Medicine/Sky Ridge,1997140C0,18,9
HealthONE-CO,Neurology/Sky Ridge,1997180C0,6,6
HealthONE-CO,Psychiatry/Aurora,1997400C0,8,8
HealthONE-CO,General Surgery/Swedish Med Ctr,1997440C0,3,3
HealthONE-CO,General Surgery/Sky Ridge,1997440C1,3,3
HealthONE-CO,Transitional/Sky Ridge,1997999P0,8,8
North Colorado Med Ctr,Family Medicine,1853120C0,6,6
North Colorado Med Ctr,Family Med/Wray,1853120C1,1,1
North Colorado Med Ctr,Family Med/Sunrise,1853120C2,2,2
North Colorado Med Ctr,Family Med/Hospitalist,1853120C3,1,1
North Colorado Med Ctr,Family Medicine/Sterling RTT,1853120C4,1,1
Parkview Med Ctr-CO,Internal Medicine,2050140C0,10,10
Penrose Hospital-CO,Pathology,2021300C0,2,2
Poudre Valley Hospital-CO,Family Medicine,3063120C0,7,7
St Anthony Hospital North-CO,Family Med/Health Campus,1922120C0,7,7
St Anthony Hospital North-CO,Family Med/84th Street,1922120C1,3,3
St Joseph Hospital SCL Health-CO,Family Medicine,1074120C0,9,9
St Joseph Hospital SCL Health-CO,Internal Medicine,1074140C0,10,10
St Joseph Hospital SCL Health-CO,Medicine-Preliminary,1074140P0,10,10
St Joseph Hospital SCL Health-CO,Obstetrics-Gynecology,1074220C0,5,5
St Joseph Hospital SCL Health-CO,General Surgery,1074440C0,5,5
St Joseph Hospital SCL Health-CO,Surgery-Preliminary,1074440P0,8,8
St Mary-Corwin Med Ctr-CO,Family Medicine,3005120C0,6,6
St Mary-Corwin Med Ctr-CO,Family Medicine/Alamosa,3005120C1,2,2
St Marys Med Ctr SCL Health-CO,Family Medicine,3069120C0,9,9
Still OPTI-Peak Vista FMRP-CO,Family Medicine,2149120C0,8,5
U Colorado SOM-Denver,Anesthesiology,1076040A0,11,11
U Colorado SOM-Denver,Anesthesiology/Critical Care,1076040A1,1,1
U Colorado SOM-Denver,Anesthesiology,1076040C0,3,3
U Colorado SOM-Denver,Anesthesiology/Critical Care,1076040C1,1,1
U Colorado SOM-Denver,Anesthesiology,1076040R0,2,2
U Colorado SOM-Denver,Dermatology,1076080A0,6,4
U Colorado SOM-Denver,Family Med/Denver Hlth,1076120C0,5,5
U Colorado SOM-Denver,Family Med/Swedish Med,1076120C2,6,6
U Colorado SOM-Denver,Family Med/Univ Hosp,1076120C3,6,6
U Colorado SOM-Denver,Family Med/Rural,1076120C4,2,1
U Colorado SOM-Denver,Internal Medicine,1076140C0,33,33
U Colorado SOM-Denver,Internal Med/Hospitalist,1076140C1,6,6
U Colorado SOM-Denver,Int Med/Physician Scientist,1076140C2,2,2
U Colorado SOM-Denver,Medicine-Primary,1076140M0,9,9
U Colorado SOM-Denver,Medicine-Preliminary,1076140P0,9,9
U Colorado SOM-Denver,Neurological Surgery,1076160C0,2,2
U Colorado SOM-Denver,Neurology,1076180C0,8,8
U Colorado SOM-Denver,Neurology,1076180R0,1,0
U Colorado SOM-Denver,Child Neurology,1076185C0,4,4
U Colorado SOM-Denver,Obstetrics-Gynecology,1076220C0,9,9
U Colorado SOM-Denver,Ob-Gyn/Preliminary,1076220P0,1,0
U Colorado SOM-Denver,Orthopaedic Surgery,1076260C0,6,6
U Colorado SOM-Denver,Ortho Surgery/Research,1076260C1,1,0
U Colorado SOM-Denver,Otolaryngology,1076280C0,3,3
U Colorado SOM-Denver (Continued),Otolaryngology/Research,1076280C1,1,1
U Colorado SOM-Denver (Continued),Pathology,1076300C0,7,7
U Colorado SOM-Denver (Continued),Pediatrics,1076320C0,28,28
U Colorado SOM-Denver (Continued),Phys Medicine & Rehab,1076340A0,6,6
U Colorado SOM-Denver (Continued),Plastic Surgery (Integrated),1076362C0,2,2
U Colorado SOM-Denver (Continued),Psychiatry,1076400C0,13,13
