,Link,Program best described as,Primary teaching site,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Intro,Year 1,Year 2,Year 3,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system (Residents participate during first year),% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Specialty Details,Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Participant 2,Participant 3,,Participant 4,Participant 5,Participant 6,Participant 7,Participant 8,Night float system,Participant 9,Participant 10,Participant 11,Participant 12,Participant 13,Year 4,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Participant 14,Participant 15,Participant 16,Participant 17,Participant 18,Participant 19,Participant 20,Participant 21,Participant 22,Participant 23,Participant 24,Participant 25,Participant 26,Participant 27,Participant 28,Participant 29,Participant 30,Participant 31,Participant 32,Participant 33,Participant 34,Participant 35,Participant 36
0,https://freida.ama-assn.org/program/1202500745,,,3,3,No,Yes,July,Yes,No,,Not Available,"R Taylor Scott
DO
McLaren Greater Lansing
Family Medicine Pgm
401 W Greenlawn Ave
Lansing, MI 48910
Tel: (517) 975-7888
Fax:
E-mail: taylor.scott@mclaren.org","Luci  Isles
McLaren Greater Lansing
Family Medicine Pgm
2727 S Pennsylvania Ave
Lansing, MI 48910
Tel: (517) 975-7888
Fax:
E-mail: luci.isles@mclaren.org",1202500745,"McLaren Greater Lansing, Family Medicine Pgm, 401 W Greenlawn Ave, Lansing, MI 48910","401 S Ballenger Hwy, Flint, MI 48532","401 W Greenlawn Ave, Lansing, MI 48910-2819","1215 E Michigan Ave, Lansing, MI 48909-7980",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3860 Dobie Rd, Okemos, MI 48864",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1202531700,,,3,3,No,Yes,"July,Negotiable",Yes,No,http://www.stmarymercy.org/meded,Not Available,"Stacy  O'Dowd
MD
St Mary Mercy Hosp
Family Medicine Pgm
36475 Five Mile Rd
Livonia, MI 48154
Tel: (734) 655-2759
Fax: (734) 655-8430
E-mail: sodowd@ipcmd.com","Lauren  Buckley
St Mary Mercy Hosp
Family Medicine Pgm
36475 Five Mile Rd
Livonia, MI 48154
Tel: (734) 655-2759
Fax: (734) 655-8430
E-mail: lauren.buckley@stjoeshealth.org",1202531700,"St Mary Mercy Hosp, Family Medicine Pgm, 36475 Five Mile Rd, Livonia, MI 48154","36475 Five Mile Rd, Livonia, MI 48154","4201 St Antoine Blvd, Detroit, MI 48201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1202500741,Community-based,Ascension Macomb-Oakland Hospital,3,3,No,Yes,"July,Negotiable",Yes,No,http://www.facebook.com/sjohfm,Not Available,"Rachel  Nixon
DO
Ascension Macomb-Oakland Hosp
Family Medicine Pgm
27351 Dequindre Rd
Madison Heights, MI 48071
Tel:
Fax: (248) 967-7794
E-mail: amoh.gme.fm@gmail.com","Cary  Seitz
Ascension Macomb-Oakland Hosp
Family Medicine Pgm
27351 Dequindre Rd
Madison Heights, MI 48071
Tel: (248) 967-7607
Fax: (248) 967-7794
E-mail: amoh.gme.fm@gmail.com",1202500741,"Ascension Macomb-Oakland Hosp, Family Medicine Pgm, 27351 Dequindre Rd, Madison Heights, MI 48071","11800 E 12 Mile Rd, Warren, MI 48093","22101 Morross Rd, Detroit, MI 48236-2172",,,6,6,6,No,No,"Yes , Codes: 1930120C0",No,,10/1/2020 - 12/15/2020_10/1/2021 - 12/15/2021,,,No,70,No,No,3,Yes,No,___,No,No Answer,Yes,Yes,No Answer,Not known,No,No,No,4,0,1,0,5,0,50,0.2 to 1,50,Not Available,2,Yes,,0,0,100,39.6,60.3,N/A,0,Other for 11 week(s),5,Other for 11 week(s),5,7,10%,15%,Recent data from the American Board of Family Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abfm.org.,"$53,547.00",20,Not Available,"$54,109.00",20,Not Available,"$54,652.00",20,Not Available,No answer,Not Available,Not Available,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Not Available,Not Available,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Optional,Yes,Yes,Yes,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1202521370,,,3,3,No,Yes,July,Yes,No,http://www.mgh.org/mqtmfmrp,Not Available,"Brian G Waite
MD
U P Health System-Marquette
Family Medicine Pgm Ste 36
1414 W Fair Ave
Marquette, MI 49855-2675
Tel:
Fax:
E-mail: residency@mghs.org","Rachel  Bush
U P Health System-Marquette
Family Medicine Pgm Ste 36
1414 W Fair Ave
Marquette, MI 49855
Tel: (906) 449-1120
Fax: (906) 225-7667
E-mail: residency@mghs.org",1202521370,"U P Health System-Marquette, Family Medicine Pgm Ste 36, 1414 W Fair Ave, Marquette, MI 49855-2675","420 W Magnetic St, Marquette, MI 49855-2794",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1202531171,Community-based university affiliated,MidMichigan Medical Center-Midland,3,3,No,Yes,July,Yes,No,http://www.midmichigan.org/residency,Not Available,"Kelly J Hill
MD
MidMichigan Med Ctr-Midland
Family Medicine Pgm
4000 Wellness Dr
Midland, MI 48670
Tel: (989) 839-3320
Fax: (989) 839-1949
E-mail: kelly.hill@midmichigan.org","Denise S Shelden
BS
MidMichigan Med Ctr-Midland
Family Medicine Pgm
4000 Wellness Dr
Midland, MI 48670
Tel: (989) 839-3320
Fax: (989) 839-1949
E-mail: denise.shelden@midmichigan.org",1202531171,"MidMichigan Med Ctr-Midland, Family Medicine Pgm, 4000 Wellness Dr, Midland, MI 48670","4005 Orchard Dr, Midland, MI 48670",,,"ACGME accredited since 1969, our long-standing residency offers a 3-year, unopposed program with strong OB, inpatient, population health and procedural training, along with daily office hours that provide exceptional continuity. A new rural track will be offered this year (2 additional positions), where residents spend their first year in Midland and then two years in Alpena at an affiliate hospital in Northern Michigan.",6,6,6,No,No,"Yes , Codes: 1961120C0,1961120C1",No,12/1/2020,11/2/2020 - 1/29/2021_10/4/2021 - 12/21/2021,9/15/2021,12/1/2021,No,83,No,No,3,No,Yes,205_215_400_400,Yes,No Answer,Yes,Yes,No Answer,"Desired, with some exceptions",No,No,No,8,0,5,1,13,1,37.5,0.5 to 1,65,24,1.5,Yes,,37.1,55.2,7.5,59.4,40.5,Once per week for 8 month(s),0,Once per week for 6 month(s),0,Once per week for 7 month(s),0,9,30%,10%,Recent data from the American Board of Family Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abfm.org.,"$53,000.00",15,NGO,"$54,500.00",15,NGO,"$56,000.00",15,NGO,No answer,60,14,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Within 30 days of starting program,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Optional,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,,Once per week for 7 month(s),Not Available,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1202500719,Community-based university affiliated,ProMedica Monroe Regional Hospital,3,3,No,Yes,July,Yes,No,https://www.promedica.org/pages/for-health-professionals/,Not Available,"Susan J Hulsemann
MD
ProMedica Monroe Regional Hosp
Family Medicine Pgm
718 N Macomb St
Monroe, MI 48162
Tel: (734) 240-4594
Fax: (734) 240-5322
E-mail: susan.hulsemann@promedica.org","Tammi  McCourt
ProMedica Monroe Regional Hosp
Family Medicine Pgm
650 Stewart Rd
Monroe, MI 48162
Tel: (734) 240-4594
Fax: (734) 240-5322
E-mail: tammi.mccourt@promedica.org",1202500719,"ProMedica Monroe Regional Hosp, Family Medicine Pgm, 718 N Macomb St, Monroe, MI 48162","718 N Macomb St, Monroe, MI 48162","3901 Beaubien Blvd, Detroit, MI 48201-2196","2142 N Cove Blvd, Toledo, OH 43606","Our unopposed program, based at a community hospital, affiliated with a tertiary care center, provides an excellent learning environment and one on one instruction for residents.",6,6,6,No,No,"Yes , Codes: 1530120C0",No,12/31/2020,10/15/2020 - 1/1/2021_10/15/2021 - 1/1/2022,9/1/2021,12/31/2021,Yes,39,No,No,3,No,Yes,200_200_450_450,Yes,210-225,Yes,Yes,450-500,Required,No,No,No,5,0,2,0,7,0,40,0.3 to 1,54,24,1,Yes,,51.8,35.1,12.9,20.3,79.6,Every seventh night for 12 month(s),0,Every seventh night for 12 month(s),0,Every seventh night for 12 month(s),Not Available,4,27%,8%,Recent data from the American Board of Family Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abfm.org.,"$55,450.00",Not Available,15,"$56,748.00",Not Available,20,"$58,586.00",Not Available,20,No answer,20,NGO,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Optional,No,Yes,Yes,"4121 King Rd, Sylvania, OH 43560",,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1202500740,,,3,3,Yes,Yes,July,Yes,No,http://mercyhealth.com,Not Available,"Anthony V Izokaitis
DO
Mercy Health
Ste 315A
1675 Leahy St
Muskegon, MI 49442
Tel: (231) 727-5209
Fax:
E-mail: carly.rusco@mercyhealth.com","Carly  Rusco
Mercy Health
Ste 315A
1675 Leahy St
Muskegon, MI 49442
Tel: (231) 727-5209
Fax: (231) 727-5223
E-mail: carly.rusco@mercyhealth.com",1202500740,"Mercy Health, Ste 315A, 1675 Leahy St, Muskegon, MI 49442","1675 Leahy, Muskegon, MI 49442","100 Michigan St NE, Grand Rapids, MI 49503","200 Jefferson Ave SE, Grand Rapids, MI 49503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100 Michigan Ave NE, Grand Rapids, MI 49503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1202500737,Community-based university affiliated,McLaren Oakland,3,3,No,Yes,July,Yes,No,https://sites.google.com/mclarenmeded.org/familymedicine,Not Available,"Mark  Schury
DO
McLaren Oakland
Family Medicine Pgm
50 N Perry St
Pontiac, MI 48342
Tel: (248) 338-5260
Fax: (248) 338-5567
E-mail: kalyn.hadacz@mclaren.org","Kalyn E Hadacz
McLaren Oakland
Family Medicine Pgm
50 N Perry St
Pontiac, MI 48342
Tel: (248) 338-5392
Fax:
E-mail: meded@mclaren.org",1202500737,"McLaren Oakland, Family Medicine Pgm, 50 N Perry St, Pontiac, MI 48342","401 S Ballenger Hwy, Flint, MI 48532","50 N Perry St, Pontiac, MI 48342","3901 Beaubien Blvd, Detroit, MI 48201-2196",The FM program offers flexibility to satisfy each resident's educational needs and practice preferences. Residents care for patients in our continuity of care clinic as well as in multiple primary care offices. FM faculty supervises these experiences.,4,4,4,No,No,"Yes , Codes: 1866120C2",No,12/15/2020,11/15/2020 - 1/15/2021_11/15/2021 - 1/15/2022,,12/15/2021,Yes,75,No,No,3,Yes,Yes,225_225_425_425,Yes,226-235,Yes,Yes,450-500,"Desired, with some exceptions",No,No,No,3,0,1,0,4,0,33.3,0.2 to 1,50,24,1.5,Yes,,,,,,,Every sixth night for 4 week(s),0,Every eleventh night or more for 1 week(s),8,Every eleventh night or more for 1 week(s),8,4,25%,20%,Recent data from the American Board of Family Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abfm.org.,"$49,905.00",20,Not Available,"$50,290.00",20,Not Available,"$52,010.00",20,Not Available,Yes,20,Not Available,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Optional,Yes,Yes,Yes,"One Genesys Pkwy, Grand Blanc, MI 48439-1477","1000 Harrington Blvd, Mount Clemens, MI 48043",,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1202512172,Community-based university affiliated,Oakland Physicians Medical Center,3,3,No,Yes,July,Yes,No,http://www.pontiacgeneral.com,Not Available,"Nikhil  Hemady
MD
Pontiac General Hosp
Family Med Admin Office
461 W Huron St
Pontiac, MI 48341
Tel: (248) 857-6700
Fax: (248) 857-6955
E-mail: nik.hemady@pontiacgeneral.com","Cindi  Carver
BBA
Pontiac General Hosp
Family Med Admin Office
461 W Huron St
Pontiac, MI 48341
Tel: (248) 857-6700
Fax: (248) 857-6955
E-mail: cindi.carver@pontiacgeneral.com",1202512172,"Pontiac General Hosp, Family Med Admin Office, 461 W Huron St, Pontiac, MI 48341","461 W Huron St, Pontiac, MI 48341-1651","3901 Beaubien Blvd, Detroit, MI 48201-2196","44405 Woodward Ave, Pontiac, MI 48341-2985","Clinical and educational work hours represent only one part of the larger issue of situations in the learning and working environment. We concentrate our attention on patient safety and residents and faculty member well-being. We strive for ethical, humanistic training. Resident education must transpire in an environment intended to emphasize a culture of safety and quality, with appropriate levels of supervision and accountability. Welcome to Pontiac General Hospital.",8,8,8,No,No,"No , Codes: 1318120C0",No,12/31/2020,1/15/2021 - 12/31/2021_1/15/2021 - 12/31/2021,8/31/2021,12/31/2021,No,50,No,No,3,No,Yes,___,Yes,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,No,No,4,1,1,0,5,1,0,0.1 to 1,55,16,1,No,,0,100,0,32.7,67.2,Every fourth night for 12 month(s),0,Every sixth night for 12 month(s),4,Every sixth night for 12 month(s),4,5,10%,N/A,Recent data from the American Board of Family Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abfm.org.,"$42,564.00",15,10,"$44,157.00",15,10,"$45,734.00",15,10,No,30,NGO,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Fully Paid by Institution,Fully Paid by Institution,Not Available,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Not Available,When resident/fellow starts program,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Optional,No,No,Yes,"50 N Perry St, Pontiac, MI 48342",,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1202521694,Community-based university affiliated,Ascension Providence Rochester Hospital,3,3,No,Yes,July,Yes,No,https://familymedicine.med.wayne.edu/residency,Not Available,"Pierre  Morris
MD
Ascension Providence Rochester Hosp
2-South
1101 W University Dr
Rochester, MI 48307
Tel: (248) 601-4900
Fax: (248) 601-4994
E-mail: pmorris@med.wayne.edu","Rose  Moschelli
Ascension Providence Rochester Hosp
2-South
1101 W University Dr
Rochester, MI 48307
Tel: (248) 601-4900
Fax: (248) 601-4994
E-mail: rmoschel@med.wayne.edu",1202521694,"Ascension Providence Rochester Hosp, 2-South, 1101 W University Dr, Rochester, MI 48307","540 E Canfield, Detroit, MI 48201","1101 W University Dr, Rochester, MI 48307-1831","3901 Beaubien Blvd, Detroit, MI 48201-2196","We have rich traditions in medical education and have maintained our ACGME-accreditation since inception. Our residents benefit from the Wayne State University School of Medicine's academic culture and resources while training in the friendly, academic environment for which Ascension Providence Rochester Hospital has become known. Residents grow as professionals and leaders within a supportive, resident-centered atmosphere.",6,6,6,No,No,"Yes , Codes: 1361120C0",No,12/31/2020,11/2/2020 - 1/30/2021_11/1/2021 - 12/31/2021,9/15/2021,12/31/2021,Yes,60,No,No,3,No,Yes,205_220_500_500,Yes,210-225,Yes,Yes,541-600,"Desired, with some exceptions",No,No,No,5,0,0,1,5,1,80,0.2 to 1,58,16,2,Yes,,33.2,63.3,3.3,55,44.9,N/A,NGO,N/A,NGO,N/A,NGO,5,NGO,35%,Recent data from the American Board of Family Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abfm.org.,"$53,700.00",20,NGO,"$55,324.00",20,NGO,"$57,064.00",20,NGO,No answer,90,NGO,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Optional,Yes,No,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1202531174,Community-based university affiliated,Central Michigan University College of Medicine,3,3,No,Yes,"July,Negotiable",Yes,No,https://www.med.cmich.edu,Not Available,"Amandeep  Dhaliwal
MD
Central Michigan Univ Coll of Med
Dept of Family Medicine
1575 Concentric Blvd
Saginaw, MI 48604
Tel: (989) 746-7987
Fax: (989) 746-7981
E-mail: dhali2as@cmich.edu","Cindy  Letzkus
Central Michigan Univ Coll of Med
Dept of Family Medicine
1575 Concentric Blvd
Saginaw, MI 48604
Tel: (989) 746-7987
Fax: (989) 746-7921
E-mail: cindy.letzkus@cmich.edu",1202531174,"Central Michigan Univ Coll of Med, Dept of Family Medicine, 1575 Concentric Blvd, Saginaw, MI 48604","1000 Houghton Ave, Saginaw, MI 48602","800 S Washington Ave, Saginaw, MI 48601","700 Cooper St, Saginaw, MI 48602",,8,8,6,No,No,"Yes , Codes: 1320120C0,1320120C1",No,12/30/2020,10/25/2020 - 1/30/2021_10/1/2021 - 1/30/2022,9/15/2021,12/30/2021,Yes,90,No,No,3,No,Yes,210_215__,Yes,210-225,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",No,No,No,5,0,6,0,11,0,20,0.3 to 1,60,16,1,Yes,Yes,37,61.1,1.8,64.8,35.1,N/A,0,N/A,0,N/A,Not Available,5,NGO,30%,Recent data from the American Board of Family Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abfm.org.,"$53,268.00",15,10,"$54,348.00",20,10,"$56,164.00",20,10,Yes,20,NGO,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Not available,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1202521175,Community-based university affiliated,Ascension Providence/MSUCHM,3,3,No,Yes,July,Yes,No,http://www.providencefamilymedicine.org,Not Available,"Teniesha  Wright-Jones
DO
Providence Hosp and Med Ctrs
Ste 557
22250 Providence Dr
Southfield, MI 48075
Tel: (248) 849-3447
Fax: (248) 849-8120
E-mail: teniesha.wright-jones@ascension.org","Lauren  O'Neill
Providence Hosp and Med Ctrs
Dept of Family Medicine Ste 557
22250 Providence Dr
Southfield, MI 48075-4818
Tel: (248) 849-3447
Fax: (248) 849-8120
E-mail: lauren.oneill@ascension.org",1202521175,"Providence Hosp and Med Ctrs, Ste 557, 22250 Providence Dr, Southfield, MI 48075","16001 W 9 Mile Rd, Southfield, MI 48075","3601 W 13 Mile Rd, Royal Oak, MI 48073-6769","22101 Morross Rd, Detroit, MI 48236-2172","Top 100 Teaching Hospital teaching top residents. Two office sites: suburban/urban and small town. CPC+2 with population health/advanced practice models: diverse patients and faculty, integrated behavioral care, QI processes, and underserved-community focus. Inpatient service is family-medicine-run. Osteopathic recognition. Sports medicine fellowship. Procedure clinics; wellness retreats; mission trip options; maternity and sports medicine tracks. Job placement assistance.",9,9,9,No,No,"Yes , Codes: 1303120C0",No,12/15/2020,11/5/2020 - 1/14/2021_10/7/2021 - 12/30/2021,9/15/2021,12/15/2021,Yes,100,No,No,3,Yes,Yes,195_195_400_400,Yes,210-225,Yes,Yes,450-500,"Desired, with some exceptions",Yes,No,No,13,0,2,0,15,0,76.9,0.5 to 1,60,24,2,Yes,,22,38.9,39,59.6,40.3,Every tenth night for 4 month(s),0,Every eleventh night or more for 6 month(s),5,Every eleventh night or more for 6 month(s),5,6,30%,30%,Recent data from the American Board of Family Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abfm.org.,"$51,216.00",20,NGO,"$51,745.00",20,NGO,"$52,274.00",20,NGO,Yes,42,NGO,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Fully Paid by Institution,Resident Shares Cost,Not Available,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,When resident/fellow starts program,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Optional,Yes,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
