,Link,Program best described as,Primary teaching site,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Intro,Year 1,Year 2,Year 3,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system (Residents participate during first year),Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Participant 3,Year 4,Night float system,% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,,Participant 4,Participant 5,Participant 6,Participant 7,Participant 8,Yes,Year 5,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Specialty Details
0,https://freida.ama-assn.org/program/1104812048,Military-based,Darnall Army Medical Center,3,3,No,Yes,"June,July,Negotiable",Yes,Yes,https://www.crdamc.amedd.army.mil/Default.aspx,Not Available,"Christopher A Mitchell
MD
Carl R Darnall Army Med Ctr
Emergency Med Pgm Box 276
36065 Santa Fe Ave
Fort Hood, TX 76544
Tel: (254) 553-9089
Fax:
E-mail: stephanie.c.campbell.civ@mail.mil","Stephanie  Campbell
Carl R Darnall Army Med Ctr
Emergency Medicine Pgm
36065 Santa Fe Ave
Fort Hood, TX 76544
Tel: (254) 553-9089
Fax:
E-mail: stephanie.c.campbell.civ@mail.mil",1104812048,"Carl R Darnall Army Med Ctr, Emergency Med Pgm Box 276, 36065 Santa Fe Ave, Fort Hood, TX 76544","36000 Darnall Loop, Fort Hood, TX 76544-4752","1501 N Campbell Ave, Tucson, AZ 85724","2401 S 31st St, Temple, TX 76508-0001","1500 S Main St, Fort Worth, TX 76104-4917",,10,10,10,No,No,No,No,,8/6/2020 - 11/12/2020_-,,,No,65,No,Yes,3,No,No,___,No,Greater than 245,No,"No, require USMLE scores for all applicants",Greater than 600,Not required,No,No,No,21,1,5,0,26,1,23.8,0.7 to 1,55,12,1.5,No,,Every fourth night for 1 month(s),0,Every fourth night for 2 month(s),0,Every fourth night for 1 month(s),Not Available,5,NGO,N/A,"$40,500.00",14,NGO,"$44,000.00",21,NGO,"$48,000.00",28,NGO,No answer,NGO,NGO,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Optional,Yes,Yes,Yes,"1901 S First St, Temple, TX 76504",,No,62.8,0.0,37.1,18.5,81.4,,,,,,,"601 E 15th St, Austin, TX 78701",,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104812202,Community-based university affiliated,John Peter Smith Hospital (Tarrant County Hospital District),3,3,No,Yes,July,Yes,No,http://www.jpshealthnet.org/Academic-Affairs.aspx,Not Available,"Ryan P Kirby
MD
John Peter Smith Hosp
Emergency Medicine Pgm
1500 S Main St
Fort Worth, TX 76104
Tel: (817) 702-5601
Fax: (817) 702-1143
E-mail: rkirby@jpshealth.org","Jane  Gifford
John Peter Smith Hosp
Emergency Medicine Pgm
1500 S Main St
Fort Worth, TX 76104
Tel: (817) 702-5601
Fax: (817) 702-1143
E-mail: jgifford@jpshealth.org",1104812202,"John Peter Smith Hosp, Emergency Medicine Pgm, 1500 S Main St, Fort Worth, TX 76104","1500 S Main St, Fort Worth, TX 76104-4917","1935 Medical District Dr, Dallas, TX 75235",,,"In addition to our county safety-net population and training, JPS offers international and tropical medicine electives in Hawaii. Our didactic curriculum incorporates monthly simulation and annual participation in the national difficult airway course.",15,15,15,No,No,"Yes , Codes: 1711110C0",No,11/1/2020,10/15/2020 - 1/31/2021_10/15/2021 - 1/31/2022,9/15/2021,11/1/2021,Yes,159,No,No,3,No,Yes,235_240_580_600,Yes,236-245,Yes,Yes,541-600,Required,No,No,No,32,0,10,0,42,0,31.2,0.8 to 1,60,24,1,Yes,,Every fourth night for 1 month(s),0,Every fourth night for 2 month(s),0,N/A,Not Available,5,10%,N/A,"$55,299.00",17,17,"$56,998.00",20,20,"$61,080.00",20,20,Yes,20,NGO,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Fully Paid by Institution,Fully Paid by Institution,Not Available,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Required,No,No,Yes,,,No,83.3,0.0,16.6,29.8,70.1,,,,,,NGO (wks),,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104800222,,,3,3,Yes,Yes,July,No,No,,Not Available,"Andrew D Shedd
MD
Baylor All Saints Med Ctr
Emergency Medicine Pgm
1400 8th Ave
Fort Worth, TX 76104
Tel: (817) 922-1918
Fax:
E-mail: leslie.phillips@bswhealth.org","Leslie  Phillips
MHA
Baylor All Saints Med Ctr
Emergency Medicine Pgm
1400 8th Ave
Fort Worth, TX 76104
Tel: (817) 922-1918
Fax:
E-mail: leslie.phillips@bswhealth.org",1104800222,"Baylor All Saints Med Ctr, Emergency Medicine Pgm, 1400 8th Ave, Fort Worth, TX 76104","1400 S 8th Ave, Fort Worth, TX 76104","1500 S Main St, Fort Worth, TX 76104-4917","1901 SW H C Dodgen Loop, Temple, TX 76502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104821096,University-based,Memorial Hermann-Texas Medical Center,3,3,No,Yes,July,Yes,No,http://med.uth.edu/emergencymedicine,Not Available,"Michael  Van Meter
MD, MPH
Univ of Texas HSC Houston
JJL 260H
6431 Fannin St
Houston, TX 77030
Tel: (713) 500-7430
Fax:
E-mail: michael.w.vanmeter@uth.tmc.edu","Mona  Davis
Univ of Texas HSC Houston
JJL 450
6431 Fannin St
Houston, TX 77030
Tel: (713) 500-7882
Fax:
E-mail: emresidency@uth.tmc.edu",1104821096,"Univ of Texas HSC Houston, JJL 260H, 6431 Fannin St, Houston, TX 77030","7000 Fannin St, Houston, TX 77030","6411 Fannin St, Houston, TX 77030-1501","6621 Fannin St, Houston, TX 77030-2399","5656 Kelley St, Houston, TX 77026","We have a wonderful group of residents, faculty, and staff. With an exceptional dual site training environment including both the nation's busiest Level 1 trauma center at one site and Houston's busiest emergency center at the other, we offer a rich, challenging, and supportive space deliberately planned to develop our trainees into the physicians, educators, researchers, and leaders of tomorrow.",21,21,21,No,No,"Yes , Codes: 2923110C0",No,11/13/2020,11/3/2020 - 1/12/2021_11/2/2021 - 1/11/2022,9/15/2021,11/19/2021,Yes,207,No,No,3,No,Yes,___,No,236-245,Yes,No,No Answer,"Desired, with some exceptions",Yes,No,No,43,0,9,0,52,0,37.2,0.7 to 1,50,12,2,Yes,,Other for 3 month(s),NGO,Every third night for 1 month(s),NGO,Every third night for 1 month(s),NGO,5,NGO,N/A,"$60,023.00",21,12,"$62,270.00",21,12,"$63,954.00",21,12,Yes,NGO,NGO,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Optional,Yes,Yes,Yes,"921 Gessner Rd, Houston, TX 77024",,No,89.2,3.5,7.1,34.9,65.0,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104821207,,,3,3,Yes,Yes,June,Yes,No,https://www.bcm.edu/departments/emergency-medicine/education/,Not Available,"Aleksandr  Tichter
MD, MS
Baylor Coll of Med
Emergency Medicine Pgm MS 285
1 Baylor Plaza
Houston, TX 77030
Tel: (713) 873-4205
Fax:
E-mail: aleksandr.tichter@bcm.edu","Leslie  Chong
Baylor Coll of Med
Emergency Medicine Pgm MS 285
1 Baylor Plaza
Houston, TX 77030
Tel:
Fax:
E-mail: em-education@bcm.edu",1104821207,"Baylor Coll of Med, Emergency Medicine Pgm MS 285, 1 Baylor Plaza, Houston, TX 77030","One Baylor Plaza, Houston, TX 77030","1504 Taub Loop, Houston, TX 77030","2002 Holcombe Blvd, Houston, TX 77030-4298","6621 Fannin St, Houston, TX 77030-2399",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104821085,,,3,3,Yes,Yes,July,No,Yes,,Not Available,"Eric J Chin
MD, MBA
San Antonio Military Med Ctr
Dept of Emergency Medicine
3551 Roger Brooke Dr
JBSA Ft Sam Houston, TX 78234-6200
Tel: (210) 916-1154
Fax: (210) 916-6654
E-mail: eric.j.chin2.mil@mail.mil","Concepcion  Maldonado-Cooper
San Antonio Military Med Ctr
Dept of Emergency Medicine
3551 Roger Brooke Dr
JBSA Ft Sam Houston, TX 78234-4504
Tel: (210) 916-4789
Fax: (210) 916-6654
E-mail: concepcion.m.cooper@us.army.mil",1104821085,"San Antonio Military Med Ctr, Dept of Emergency Medicine, 3551 Roger Brooke Dr, JBSA Ft Sam Houston, TX 78234-6200","2200 Bergquist Dr, Lackland AFB, TX 78236-5300","3851 Roger Brooke Dr, Fort Sam Houston, TX 78234-6200","1611 NW 12th Ave, Miami, FL 33136","455 1st Ave, New York, NY 10016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6621 Fannin St, Houston, TX 77030-2399",,,,,,,,,,,,,,"7703 Floyd Curl Dr, San Antonio, TX 78229-3900","7700 Floyd Curl Dr, San Antonio, TX 78229","1139 S Sonterra Blvd, San Antonio, TX 78258",,,,,,,,,,
0,https://freida.ama-assn.org/program/1104800220,,,3,3,No,Yes,July,Yes,No,https://kingwoodmedical.com/home/,Not Available,"Shane  Jenks
MD
Kingwood Med Ctr
Emergency Medicine Pgm
22999 US Hwy 59 N
Kingwood, TX 77339
Tel: (713) 850-1500
Fax:
E-mail: christina.sampson@hcahealthcare.com","Christina C Sampson
BBA
Kingwood Med Ctr
Emergency Medicine Pgm
22999 US Hwy 59 N
Kingwood, TX 77339
Tel: (281) 348-3320
Fax:
E-mail: christina.sampson@hcahealthcare.com",1104800220,"Kingwood Med Ctr, Emergency Medicine Pgm, 22999 US Hwy 59 N, Kingwood, TX 77339","3737 Buffalo Speedway, Houston, TX 77098","1400 S Loop 336 W, Conroe, TX 77304","7600 Fannin St, Houston, TX 77054",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104800221,,,3,3,No,Yes,July,Yes,No,https://www.ttuhsc.edu/medicine/graduate-medical-education/emergency/,Not Available,"James E Morris
MD, MPH
Texas Tech Univ HSC Lubbock
Stop 6211
3601 4th St
Lubbock, TX 79430-6211
Tel: (806) 743-6143
Fax: (806) 743-1599
E-mail: james.morris@umchealthsystem.com","Kali  Newman
Texas Tech Univ HSC Lubbock
Stop 6211
3601 4th St
Lubbock, TX 79430-6211
Tel:
Fax:
E-mail: kali.newman@ttuhsc.edu",1104800221,"Texas Tech Univ HSC Lubbock, Stop 6211, 3601 4th St, Lubbock, TX 79430-6211","3601 4th St, Lubbock, TX 79430-6211","602 Indiana Ave, Lubbock, TX 79417-5980",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104800214,Community-based university affiliated,University Hospital,3,3,No,Yes,July,Yes,No,https://lsom.uthscsa.edu/emergency-medicine/,Not Available,"Nurani  Kester
MD
Univ of Texas HSC San Antonio
MSC7736
7703 Floyd Curl Dr
San Antonio, TX 78229
Tel: (210) 567-4621
Fax: (210) 567-0757
E-mail: kester@uthscsa.edu","Melissa A Villanueva
Univ of Texas HSC San Antonio
MC7736
7703 Floyd Curl Dr
San Antonio, TX 78229-3900
Tel: (210) 567-4621
Fax:
E-mail: villanuevam5@uthscsa.edu",1104800214,"Univ of Texas HSC San Antonio, MSC7736, 7703 Floyd Curl Dr, San Antonio, TX 78229","7703 Floyd Curl Dr, San Antonio, TX 78229-3900","4502 Medical Dr, San Antonio, TX 78229-4493","111 Dallas St, San Antonio, TX 78205-1230","1310 McCullough Ave, San Antonio, TX 78212","We are based in San Antonio's busiest ER, tertiary referral center and level 1 trauma center, which provides comprehensive training and makes outstanding clinicians, educators and leaders. Both didactic and clinical education focus on making experts in critical care and resuscitation. Ultrasound, EMS, Global Health, and Wilderness Medicine educational tracts paired with faculty trained in a wide range of fellowships, allows for customized education to support your passion and career aspirations.",12,12,12,No,No,"Yes , Codes: 1722110C0",No,10/1/2020,11/1/2020 - 1/15/2021_11/1/2021 - 1/15/2022,9/1/2021,10/1/2021,Yes,145,No,No,3,No,Yes,210__451_,No,210-225,Yes,No,450-500,"Desired, with some exceptions",Yes,Yes,Yes,34,5,23,21,57,26,29.4,1.2 to 1,60,16,2.4,Yes,,Once per week for 1 month(s),0,N/A,0,N/A,Not Available,5,0%,0%,"$53,078.00",14,10,"$54,541.00",14,14,"$56,295.00",14,14,No answer,14,0,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,"Available, Not Paid By Institution",Not Available,Resident Shares Cost,Resident Shares Cost,"Available, Not Paid By Institution",Not Available,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Required,No,No,Yes,"315 N San Saba St, San Antonio, TX 78207",,No,81.7,7.1,11.0,32.3,67.6,,,,,,(4 wks ),,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104821102,Community-based university affiliated,Texas A&M College of Medicine-Scott and White Medical Center,3,3,No,Yes,July,Yes,No,http://BSWH.md/EmergencyMedResidency,Emergency Medicine Residency at Baylor Scott & White Medical Center - Temple,"Dorian F Drigalla
MD
Baylor Scott & White-Temple
Dept of Emergency Medicine MS-11-AG062
2401 S 31st St
Temple, TX 76508
Tel: (254) 724-5815
Fax: (254) 724-0408
E-mail: cindy.rush@bswhealth.org","Cindy  Rush
Scott and White Med Ctr-Temple
Dept of Emergency Medicine MS-11-AG062
2401 S 31st St
Temple, TX 76508-0001
Tel: (254) 724-5815
Fax: (254) 724-0408
E-mail: cindy.rush@bswhealth.org",1104821102,"Baylor Scott & White-Temple, Dept of Emergency Medicine MS-11-AG062, 2401 S 31st St, Temple, TX 76508","2401 S 31st St, Temple, TX 76508-0001","1901 S First St, Temple, TX 76504",,,We have been training Emergency Medicine Residents since 1992.  We have access to a state-of-the-art clinical simulation center in which residents can improve upon their clinical skills in rarely encountered clinical situations.  We provide longitudinal Pedi EM shifts at our Children's Hospital.  Follow us on Twitter and Instagram @BSWHTemple_EM,14,14,14,No,No,"Yes , Codes: 1725110C0",No,1/8/2021,11/4/2020 - 1/29/2021_10/27/2021 - 1/28/2022,9/15/2021,1/7/2022,Yes,135,No,No,2,No,Yes,200___,No,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,No,No,30,0,2,2,32,2,30.0,0.7 to 1,55,24,1.7,Yes,,Other for 1 week(s),0,Every third night for 1 month(s),0,Every third night for 1 month(s),Not Available,5,0%,N/A,"$52,983.00",15,13,"$54,440.00",15,13,"$55,676.00",15,13,Yes,60,NGO,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Required,Yes,Yes,Yes,,,No,100.0,0.0,0.0,15.8,84.1,,,,,,(2 wks ),,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1104921178,,,3,3,No,Yes,June,Yes,No,http://medicine.utah.edu/surgery/emergency_medicine/residency/,Not Available,"Susan  Stroud
MD
Univ of Utah Med Ctr
Div of Emergency Med Rm 1C026
30 N 1900 E
Salt Lake City, UT 84132
Tel: (801) 581-2272
Fax: (801) 585-0603
E-mail: susan.stroud@hsc.utah.edu","Christine  Carlson
BFA
Univ of Utah Med Ctr
Div of Emergency Med Rm 1C026
30 N 1900 E
Salt Lake City, UT 84132
Tel: (801) 585-9397
Fax: (801) 585-0603
E-mail: emresidency@hsc.utah.edu",1104921178,"Univ of Utah Med Ctr, Div of Emergency Med Rm 1C026, 30 N 1900 E, Salt Lake City, UT 84132","50 N Medical Dr, Salt Lake City, UT 84132","100 N Mario Capecchi Dr, Salt Lake City, UT 84113","500 Foothill Dr, Salt Lake City, UT 84148-0001","5121 S Cottonwood St, Murray, UT 84107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3741 W 12600 S, Riverton, UT 84065",,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1105121125,,,3,3,No,Yes,June,Yes,No,https://med.virginia.edu/emergency-medicine/education/residency-program/,Not Available,"Amita  Sudhir
MD
Univ of Virginia Health System
Dept of Emergency Medicine
PO Box 800699
Charlottesville, VA 22908
Tel: (434) 924-9152
Fax: (434) 243-2924
E-mail: as2cd@virginia.edu","Aileen  Watchko
MA
Univ of Virginia Health System
Dept of Emergency Medicine
PO Box 800699
Charlottesville, VA 22908-0699
Tel: (434) 982-1800
Fax: (434) 243-2924
E-mail: ayw2g@virginia.edu",1105121125,"Univ of Virginia Health System, Dept of Emergency Medicine, PO Box 800699, Charlottesville, VA 22908","4012 McKim Hall, Charlottesville, VA 22908","5801 Bremo Rd, Richmond, VA 23226-1999","501 Sunset Ln, Culpeper, VA 22701","13710 St Francis Blvd, Midlothian, VA 23114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1105100211,Community-based,Riverside Regional Medical Center,3,3,No,Yes,July,Yes,No,https://www.riversideonline.com/rmg/residency/EmergencyMedicine/,Not Available,"Kevin J Knoop
MD, MS
Riverside Regional Med Ctr
Annex Bldg 2nd Fl
500 J Clyde Morris Blvd
Newport News, VA 23601
Tel: (757) 612-7201
Fax:
E-mail: kevin.knoop@rivhs.com","Michelle D Perry
Riverside Regional Med Ctr
Annex Bldg 2nd Fl
500 J Clyde Morris Blvd
Newport News, VA 23601
Tel: (757) 612-7200
Fax:
E-mail: michelle.perry2@rivhs.com",1105100211,"Riverside Regional Med Ctr, Annex Bldg 2nd Fl, 500 J Clyde Morris Blvd, Newport News, VA 23601","500 J Clyde Morris Blvd, Newport News, VA 23601","2924 Brook Rd, Richmond, VA 23220-1298","800 W Olney Rd, Norfolk, VA 23507","9524 Hospital Ave, Nassawadox, VA 23413",,8,8,8,No,No,"Yes , Codes: 1739110C0",No,1/1/2021,10/30/2020 - 1/22/2021_-,,,Yes,,No,No,1,No,Yes,___,No,No Answer,Yes,No Answer,No Answer,"Desired, with some exceptions",No,No,No,0,0,0,0,0,0,,0.0 to 1,Not Available,Not Available,Not Available,Yes,,N/A,Not Available,N/A,Not Available,N/A,Not Available,5,NGO,N/A,"$55,630.00",15,Not Available,,,,,,,Yes,Not Available,Not Available,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Not Available,Not Available,When resident/fellow starts program,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Required,,,,,,No,,,,,,,,,,,Aggregate resident Milestone achievements,,,,,,"Graduates’ board certification pass rates_Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",,,,,,,
0,https://freida.ama-assn.org/program/1105112050,University-based,Sentara Norfolk General Hospital,3,3,No,Yes,July,Yes,No,http://evms.edu/em,Not Available,"Barry  Knapp
MD
Sentara Norfolk General Hosp
Raleigh Bldg Rm 304
600 Gresham Dr
Norfolk, VA 23507
Tel: (757) 388-3397
Fax: (757) 388-2885
E-mail: knappbj@evms.edu","Lisa M Brennan
Sentara Norfolk General Hosp
Raleigh Bldg Rm 304
600 Gresham Dr
Norfolk, VA 23507
Tel: (757) 388-3397
Fax: (757) 388-2885
E-mail: brennalm@evms.edu",1105112050,"Sentara Norfolk General Hosp, Raleigh Bldg Rm 304, 600 Gresham Dr, Norfolk, VA 23507","358 Mowbray Arch, Norfolk, VA 23501","600 Gresham Dr, Norfolk, VA 23507","1900 N Main St, Suffolk, VA 23434","3636 High St, Portsmouth, VA 23707","Eastern Virginia Medical School (EVMS) is located in the coastal city of Norfolk, Virginia. The area is rich which historical sites and scenic beaches! The EVMS emergency medicine residency program is a fully accredited PGY-I through PGY-III program. Since the program's inception in 1981, it has maintained full accreditation by the ACGME. In 1992, EVMS emergency medicine became the 26th academic department of emergency medicine in the United States and the first (and best) in Virginia!",9,10,9,No,No,"Yes , Codes: 2980110C0",No,12/31/2020,11/1/2020 - 1/15/2021_11/1/2021 - 1/14/2022,9/1/2021,12/31/2021,Yes,195,No,No,3,No,No,_220_500_500,Yes,226-235,Yes,Yes,Greater than 600,"Desired, with some exceptions",Yes,No,No,9,0,77,0,86,0,22.2,1.6 to 1,65,24,1.5,Yes,,Every third night for 4 week(s),0,Every third night for 4 week(s),0,Every fourth night for 4 week(s),Not Available,5,NGO,N/A,"$56,329.00",15,30,"$57,882.00",15,30,"$59,433.00",15,30,Yes,30,NGO,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Fully Paid by Institution,Resident Shares Cost,Not Available,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,"Available, Not Paid By Institution",Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Optional,Yes,Yes,Yes,"800 W Olney Rd, Norfolk, VA 23507",,No,80.4,1.2,18.2,35.4,64.5,,,,,,,"1060 First Colonial Rd, Virginia Beach, VA 23454-3002",,,,,,,,,,,,
