,Link,Public Schools,Housing,Nightlife,Good for Families,Diversity,Jobs,Weather,Cost of Living,Health & Fitness,Outdoor Activities,Commute,sunmary,Population,Median Home Value,Median Rent,Median Household Income,Median Home Value vs. National,Median Rent vs. National,Median Household Income vs. National,Rent,Own,Assault,Assault vs. National,Murder,Murder vs. National,Rape,Rape vs. National,Robbery,Robbery vs. National,Burglary,Burglary vs. National,Theft,Theft vs. National,Motor Vehicle Theft,Motor Vehicle Theft vs. National,<10 years,10-17 years,18-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65+ years,Master's degree or higher,Master's degree or higher vs. National,Bachelor's degree,Bachelor's degree vs. National,Some college or associate's degree,Some college or associate's degree vs. National,High school diploma or equivalent,High school diploma or equivalent vs. National,Less than high school diploma,Less than high school diploma vs. National,Overall rating,Total reviews,5-star ratings,4-star ratings,3-star ratings,2-star ratings,1-star ratings,Unemployment Rate,Poverty Rate,Non-Citizens,Hispanic,White,Two or more races,African American,Asian,American Indian or Alaska native,Other race,Hawaiian or other Pacific Islander,Male,Female,<$25k,$25-$44k,$45-$74k,$75-$149k,$150k+,<$15k,$15-$34k,$35-$64k,$65k+
0,https://www.niche.com/places-to-live/c/knox-county-oh/,B minus,B,B+,B,C,B,C,B+,B,B+,B,"Knox County is located in Ohio with a population of 61,481. In Knox County, most residents own their homes. Many young professionals live in Knox County and residents tend to be conservative.",,,,,,,,0.28,0.72,,,,,,,,,,,,,,,0.13,0.1,0.11,0.11,0.11,0.12,0.14,0.18,0.08,-0.33333333333333326,0.15,-0.2500000000000001,0.29,0.0,0.4,0.4814814814814814,0.09,-0.25,,,2,1,1,0,0,0.027000000000000003,0.13,0.006999999999999999,0.02,0.95,0.02,0.01,0.0,0.0,0.0,0.0,0.49,0.51,0.2,0.2,0.24,0.3,0.07,0.3,0.29,0.27,0.14
0,https://www.niche.com/places-to-live/c/putnam-county-in/,B minus,B+,B+,B minus,C+,A minus,C+,A minus,C+,B+,C+,"Putnam County is located in Indiana with a population of 37,384. In Putnam County, most residents own their homes. Residents of Putnam County tend to be conservative.",,,,,,,,0.28,0.72,,,,,,,,,,,,,,,0.1,0.09,0.14,0.12,0.12,0.13,0.13,0.16,0.07,-0.41666666666666663,0.1,-0.5,0.3,0.034482758620689724,0.42,0.5555555555555554,0.11,-0.08333333333333326,,,,,,,,0.021,0.11199999999999999,0.024,0.02,0.92,0.01,0.03,0.02,0.0,0.0,0.0,0.53,0.47,0.17,0.18,0.27,0.32,0.07,0.3,0.3,0.26,0.15
0,https://www.niche.com/places-to-live/c/windham-county-vt/,B,C minus,B+,B,C+,C+,D+,C,A,A,A minus,"Windham County is located in Vermont with a population of 42,823. In Windham County, most residents own their homes. Many young professionals and retirees live in Windham County and residents tend to be liberal.",,,,,,,,0.33,0.67,,,,,,,,,,,,,,,0.1,0.08,0.08,0.11,0.11,0.13,0.18,0.22,0.17,0.41666666666666674,0.22,0.09999999999999987,0.25,-0.13793103448275856,0.3,0.11111111111111094,0.08,-0.33333333333333326,,,0,6,7,6,0,0.026000000000000002,0.13699999999999998,0.015,0.02,0.93,0.02,0.01,0.01,0.0,0.0,0.0,0.49,0.51,0.24,0.2,0.22,0.25,0.09,0.28,0.32,0.25,0.16
0,https://www.niche.com/places-to-live/c/houston-county-mn/,B,B+,B,B,C,B+,C minus,B+,B,C+,B,"Houston County is located in Minnesota with a population of 18,648. In Houston County, most residents own their homes. Many retirees live in Houston County and residents tend to lean conservative.",,,,,,,,0.2,0.8,,,,,,,,,,,,,,,0.12,0.1,0.07,0.1,0.11,0.13,0.17,0.21,0.07,-0.41666666666666663,0.17,-0.15000000000000002,0.36,0.24137931034482762,0.34,0.2592592592592593,0.05,-0.5833333333333333,,,,,,,,0.012,0.079,0.003,0.01,0.96,0.01,0.01,0.0,0.0,0.0,0.0,0.5,0.5,0.16,0.18,0.28,0.29,0.09,0.21,0.3,0.32,0.17
0,https://www.niche.com/places-to-live/c/spencer-county-ky/,A minus,A minus,B minus,B+,C,A minus,C+,B+,C,B,D minus,"Spencer County is located in Kentucky with a population of 18,680. In Spencer County, most residents own their homes. Many families live in Spencer County and residents tend to be conservative.",,,,,,,,0.15,0.85,,,,,,,,,,,,,,,0.12,0.11,0.07,0.1,0.14,0.17,0.15,0.13,0.08,-0.33333333333333326,0.12,-0.4,0.34,0.1724137931034484,0.36,0.33333333333333326,0.1,-0.16666666666666663,,,0,0,1,0,0,0.032,0.09699999999999999,0.004,0.02,0.94,0.01,0.02,0.0,0.0,0.0,0.0,0.51,0.49,0.13,0.13,0.2,0.4,0.15,0.23,0.26,0.32,0.2
0,https://www.niche.com/places-to-live/c/curry-county-nm/,B+,C+,B,B,A,C+,B+,C+,B,C,A,"Curry County is located in New Mexico with a population of 49,732. In Curry County, most residents own their homes. Many families and young professionals live in Curry County and residents tend to be conservative.",,,,,,,,0.43,0.57,,,,,,,,,,,,,,,0.15,0.11,0.12,0.17,0.12,0.1,0.1,0.12,0.06,-0.5,0.13,-0.35,0.36,0.24137931034482762,0.27,0.0,0.18,0.5,,,,,,,,0.039,0.20600000000000002,0.064,0.42,0.48,0.03,0.05,0.01,0.01,0.0,0.0,0.52,0.48,0.26,0.24,0.24,0.22,0.04,0.33,0.34,0.21,0.12
0,https://www.niche.com/places-to-live/c/pottawattamie-county-ia/,B,B minus,B+,B,B minus,B,B minus,B+,B,B minus,B+,"Pottawattamie County is located in Iowa with a population of 93,393. In Pottawattamie County, most residents own their homes. Many families and young professionals live in Pottawattamie County and residents tend to lean conservative.",,,,,,,,0.32,0.68,,,,,,,,,,,,,,,0.13,0.11,0.09,0.12,0.12,0.13,0.14,0.17,0.07,-0.41666666666666663,0.15,-0.2500000000000001,0.35,0.2068965517241379,0.33,0.2222222222222221,0.11,-0.08333333333333326,,,0,1,0,0,0,0.023,0.105,0.023,0.08,0.88,0.02,0.02,0.01,0.0,0.0,0.0,0.49,0.51,0.18,0.19,0.24,0.3,0.09,0.24,0.3,0.29,0.17
0,https://www.niche.com/places-to-live/c/boone-county-ar/,A,B+,C+,B,C+,B minus,B minus,A minus,B minus,C+,B,"Boone County is located in Arkansas with a population of 37,331. In Boone County, most residents own their homes. Many families and retirees live in Boone County and residents tend to be conservative.",,,,,,,,0.28,0.72,,,,,,,,,,,,,,,0.13,0.1,0.07,0.12,0.11,0.13,0.13,0.2,0.05,-0.5833333333333333,0.11,-0.45000000000000007,0.38,0.3103448275862071,0.33,0.2222222222222221,0.13,0.08333333333333348,,,2,5,7,0,0,0.026000000000000002,0.14300000000000002,0.002,0.02,0.94,0.02,0.0,0.0,0.01,0.0,0.0,0.49,0.51,0.24,0.26,0.23,0.22,0.06,0.33,0.34,0.23,0.1
0,https://www.niche.com/places-to-live/c/currituck-county-nc/,B,C+,B+,B,B minus,B+,B+,B minus,B+,A minus,D+,"Currituck County is located in North Carolina with a population of 26,363. In Currituck County, most residents own their homes. Many families live in Currituck County and residents tend to be conservative.",,,,,,,,0.18,0.82,,,,,,,,,,,,,,,0.12,0.1,0.07,0.12,0.13,0.15,0.16,0.16,0.06,-0.5,0.18,-0.10000000000000009,0.38,0.3103448275862071,0.29,0.07407407407407396,0.09,-0.25,,,4,1,1,1,1,0.027999999999999997,0.094,0.006999999999999999,0.04,0.87,0.02,0.06,0.0,0.0,0.0,0.0,0.5,0.5,0.15,0.15,0.24,0.37,0.1,0.23,0.26,0.3,0.21
0,https://www.niche.com/places-to-live/c/cass-county-in/,B minus,B+,B,B minus,B,B minus,C+,A,B minus,C+,B+,"Cass County is located in Indiana with a population of 37,880. In Cass County, most residents own their homes. Many families live in Cass County and residents tend to be conservative.",,,,,,,,0.26,0.74,,,,,,,,,,,,,,,0.12,0.12,0.09,0.11,0.12,0.13,0.14,0.17,0.04,-0.6666666666666666,0.09,-0.55,0.32,0.10344827586206917,0.4,0.4814814814814814,0.15,0.25,,,,,,,,0.028999999999999998,0.14300000000000002,0.07,0.15,0.8,0.02,0.01,0.01,0.0,0.0,0.0,0.5,0.5,0.24,0.22,0.25,0.24,0.05,0.25,0.36,0.28,0.11
0,https://www.niche.com/places-to-live/c/obion-county-tn/,B,B,B,B,B minus,C minus,B minus,A minus,C+,B,B,"Obion County is located in Tennessee with a population of 30,365. In Obion County, most residents own their homes. Many families and retirees live in Obion County and residents tend to be conservative.",,,,,,,,0.35,0.65,,,,,,,,,,,,,,,0.11,0.11,0.08,0.11,0.12,0.13,0.14,0.2,0.05,-0.5833333333333333,0.1,-0.5,0.23,-0.2068965517241378,0.45,0.6666666666666665,0.16,0.3333333333333335,,,1,1,23,4,1,0.031,0.207,0.013000000000000001,0.04,0.83,0.02,0.1,0.0,0.0,0.0,0.0,0.48,0.52,0.33,0.24,0.21,0.2,0.03,0.31,0.36,0.24,0.09
0,https://www.niche.com/places-to-live/c/white-county-il/,B minus,A minus,B,B minus,C,B,B minus,A,B,C+,B minus,"White County is located in Illinois with a population of 13,868. In White County, most residents own their homes. Many retirees live in White County and residents tend to be conservative.",,,,,,,,0.19,0.81,,,,,,,,,,,,,,,0.12,0.1,0.07,0.11,0.11,0.13,0.15,0.22,0.05,-0.5833333333333333,0.1,-0.5,0.37,0.27586206896551735,0.37,0.37037037037037024,0.1,-0.16666666666666663,,,,,,,,0.039,0.138,0.01,0.01,0.96,0.01,0.01,0.01,0.0,0.0,0.0,0.49,0.51,0.25,0.21,0.24,0.24,0.06,0.3,0.3,0.25,0.15
0,https://www.niche.com/places-to-live/c/rosebud-county-mt/,C+,B minus,B,B,A,B minus,C+,B,C+,B minus,A,"Rosebud County is located in Montana with a population of 9,152. In Rosebud County, most residents own their homes. Many young professionals live in Rosebud County and residents tend to be conservative.",,,,,,,,0.31,0.69,,,,,,,,,,,,,,,0.14,0.15,0.09,0.11,0.1,0.12,0.15,0.15,0.06,-0.5,0.12,-0.4,0.42,0.4482758620689655,0.31,0.14814814814814814,0.1,-0.16666666666666663,,,,,,,,0.040999999999999995,0.171,0.013000000000000001,0.05,0.55,0.02,0.0,0.01,0.37,0.0,0.0,0.5,0.5,0.22,0.18,0.22,0.31,0.08,0.3,0.31,0.24,0.16
0,https://www.niche.com/places-to-live/c/allen-county-ks/,B minus,B,B,B minus,C+,B,B minus,A minus,C,B minus,A minus,"Allen County is located in Kansas with a population of 12,556. In Allen County, most residents own their homes. Many retirees live in Allen County and residents tend to be conservative.",,,,,,,,0.29,0.71,,,,,,,,,,,,,,,0.12,0.1,0.09,0.1,0.11,0.12,0.15,0.2,0.08,-0.33333333333333326,0.13,-0.35,0.39,0.3448275862068968,0.33,0.2222222222222221,0.08,-0.33333333333333326,,,,,,,,0.028999999999999998,0.17600000000000002,0.006,0.04,0.9,0.04,0.01,0.01,0.0,0.0,0.0,0.5,0.5,0.28,0.21,0.26,0.2,0.04,0.29,0.35,0.26,0.1
0,https://www.niche.com/places-to-live/c/cochise-county-az/,B,B minus,B+,B,A,C+,A,C+,B+,B+,B+,"Cochise County is located in Arizona with a population of 125,867. In Cochise County, most residents own their homes. Many families, young professionals, and retirees live in Cochise County and residents tend to be conservative.",,,,,,,,0.31,0.69,,,,,,,,,,,,,,,0.12,0.09,0.09,0.13,0.11,0.11,0.13,0.22,0.09,-0.25,0.14,-0.29999999999999993,0.4,0.3793103448275863,0.24,-0.11111111111111116,0.13,0.08333333333333348,,,1,3,0,0,0,0.032,0.165,0.048,0.35,0.55,0.02,0.04,0.02,0.01,0.0,0.0,0.51,0.49,0.25,0.21,0.23,0.25,0.06,0.31,0.32,0.21,0.16
0,https://www.niche.com/places-to-live/c/catoosa-county-ga/,A,A minus,B minus,A minus,C+,B,B minus,B+,B,A minus,C,"Catoosa County is located in Georgia with a population of 66,700. In Catoosa County, most residents own their homes. Many families live in Catoosa County and residents tend to be conservative.",,,,,,,,0.26,0.74,,,,,,,,,,,,,,,0.12,0.11,0.08,0.12,0.13,0.14,0.13,0.17,0.07,-0.41666666666666663,0.15,-0.2500000000000001,0.33,0.13793103448275867,0.33,0.2222222222222221,0.13,0.08333333333333348,,,3,0,1,0,0,0.026000000000000002,0.098,0.012,0.03,0.91,0.02,0.02,0.01,0.0,0.0,0.0,0.48,0.52,0.19,0.21,0.25,0.27,0.08,0.28,0.34,0.24,0.15
0,https://www.niche.com/places-to-live/c/okmulgee-county-ok/,B,B,B,B+,A,C,B,A,B+,B,B minus,"Okmulgee County is located in Oklahoma with a population of 38,749. In Okmulgee County, most residents own their homes. Many families live in Okmulgee County and residents tend to be conservative.",,,,,,,,0.29,0.71,,,,,,,,,,,,,,,0.13,0.11,0.1,0.12,0.11,0.12,0.13,0.18,0.04,-0.6666666666666666,0.1,-0.5,0.36,0.24137931034482762,0.36,0.33333333333333326,0.14,0.16666666666666674,,,2,5,4,1,0,0.048,0.193,0.006999999999999999,0.04,0.62,0.11,0.08,0.0,0.14,0.0,0.0,0.49,0.51,0.3,0.23,0.22,0.21,0.05,0.34,0.33,0.23,0.1
0,https://www.niche.com/places-to-live/c/lonoke-county-ar/,B+,B+,B,A minus,B minus,B+,B,B+,B minus,B,C,"Lonoke County is located in Arkansas with a population of 72,528. In Lonoke County, most residents own their homes. Many families live in Lonoke County and residents tend to be conservative.",,,,,,,,0.31,0.69,,,,,,,,,,,,,,,0.13,0.13,0.08,0.15,0.14,0.13,0.12,0.13,0.06,-0.5,0.14,-0.29999999999999993,0.32,0.10344827586206917,0.37,0.37037037037037024,0.11,-0.08333333333333326,,,2,1,1,0,0,0.022000000000000002,0.121,0.011000000000000001,0.04,0.86,0.02,0.06,0.01,0.01,0.0,0.0,0.49,0.51,0.2,0.18,0.24,0.29,0.09,0.25,0.3,0.28,0.17
0,https://www.niche.com/places-to-live/c/clear-creek-county-co/,B minus,C+,B,B,B minus,B+,B,C minus,A minus,A,B minus,"Clear Creek County is located in Colorado with a population of 9,495. In Clear Creek County, most residents own their homes. Residents of Clear Creek County tend to have moderate political views.",,,,,,,,0.23,0.77,,,,,,,,,,,,,,,0.07,0.09,0.06,0.1,0.12,0.16,0.19,0.19,0.19,0.5833333333333335,0.29,0.44999999999999973,0.29,0.0,0.22,-0.18518518518518523,0.01,-0.9166666666666666,,,0,0,1,0,0,0.021,0.078,0.013999999999999999,0.07,0.89,0.02,0.01,0.01,0.0,0.0,0.0,0.5,0.5,0.17,0.19,0.2,0.31,0.14,0.22,0.29,0.25,0.24
0,https://www.niche.com/places-to-live/c/sagadahoc-county-me/,B,B minus,B+,B+,C,B+,C minus,B minus,A,A,B,"Sagadahoc County is located in Maine with a population of 35,452. In Sagadahoc County, most residents own their homes. Many young professionals and retirees live in Sagadahoc County and residents tend to lean liberal.",,,,,,,,0.25,0.75,,,,,,,,,,,,,,,0.11,0.08,0.06,0.11,0.11,0.14,0.16,0.22,0.15,0.25,0.21,0.04999999999999982,0.28,-0.0344827586206895,0.3,0.11111111111111094,0.06,-0.5,,,0,1,0,0,0,0.016,0.095,0.017,0.02,0.95,0.02,0.01,0.01,0.0,0.0,0.0,0.49,0.51,0.18,0.18,0.22,0.34,0.08,0.23,0.28,0.3,0.19
0,https://www.niche.com/places-to-live/c/custer-county-ne/,B,A minus,B,B,C,A,B,A minus,C+,C+,A minus,"Custer County is located in Nebraska with a population of 10,826. In Custer County, most residents own their homes. Many retirees live in Custer County and residents tend to be conservative.",,,,,,,,0.3,0.7,,,,,,,,,,,,,,,0.13,0.11,0.07,0.11,0.11,0.11,0.14,0.22,0.07,-0.41666666666666663,0.17,-0.15000000000000002,0.39,0.3448275862068968,0.3,0.11111111111111094,0.07,-0.41666666666666663,,,,,,,,0.017,0.114,0.012,0.03,0.95,0.01,0.0,0.01,0.0,0.0,0.0,0.5,0.5,0.21,0.23,0.26,0.24,0.07,0.25,0.34,0.27,0.14
0,https://www.niche.com/places-to-live/c/new-kent-county-va/,A minus,B+,C+,B+,B,B,B,B,B minus,B minus,D,"New Kent County is located in Virginia with a population of 21,686. In New Kent County, most residents own their homes. Residents of New Kent County tend to be conservative.",,,,,,,,0.14,0.86,,,,,,,,,,,,,,,0.11,0.09,0.07,0.12,0.13,0.15,0.16,0.17,0.11,-0.08333333333333326,0.16,-0.20000000000000007,0.31,0.06896551724137945,0.34,0.2592592592592593,0.07,-0.41666666666666663,,,13,14,12,4,1,0.023,0.07,0.009000000000000001,0.03,0.79,0.04,0.12,0.01,0.01,0.0,0.0,0.5,0.5,0.1,0.12,0.19,0.41,0.19,0.18,0.26,0.3,0.27
0,https://www.niche.com/places-to-live/c/hamlin-county-sd/,A minus,A+,B,B+,C,A+,B minus,A minus,C+,C minus,B minus,"Hamlin County is located in South Dakota with a population of 6,025. In Hamlin County, most residents own their homes. Many young professionals live in Hamlin County and residents tend to be conservative.",,,,,,,,0.19,0.81,,,,,,,,,,,,,,,0.16,0.15,0.08,0.11,0.11,0.1,0.12,0.16,0.05,-0.5833333333333333,0.16,-0.20000000000000007,0.28,-0.0344827586206895,0.43,0.5925925925925926,0.08,-0.33333333333333326,,,,,,,,0.018000000000000002,0.055,0.023,0.04,0.94,0.01,0.0,0.0,0.0,0.0,0.0,0.51,0.49,0.1,0.17,0.32,0.35,0.07,0.23,0.29,0.34,0.15
0,https://www.niche.com/places-to-live/c/laporte-county-in/,B,B+,A minus,B+,B,B minus,C,A minus,B,B+,B+,"LaPorte County is located in Indiana with a population of 110,154. In LaPorte County, most residents own their homes. Many families live in LaPorte County and residents tend to have moderate political views.",,,,,,,,0.28,0.72,,,,,,,,,,,,,,,0.12,0.1,0.08,0.13,0.12,0.13,0.14,0.17,0.06,-0.5,0.12,-0.4,0.31,0.06896551724137945,0.4,0.4814814814814814,0.12,0.0,,,5,14,13,0,1,0.038,0.149,0.013999999999999999,0.07,0.79,0.02,0.11,0.01,0.0,0.0,0.0,0.52,0.48,0.22,0.21,0.24,0.27,0.08,0.27,0.32,0.25,0.16
0,https://www.niche.com/places-to-live/c/marion-county-mo/,B,B,B+,B+,C+,B,B,A minus,B,B,B,"Marion County is located in Missouri with a population of 28,608. In Marion County, most residents own their homes. Many families live in Marion County and residents tend to be conservative.",,,,,,,,0.35,0.65,,,,,,,,,,,,,,,0.13,0.11,0.09,0.12,0.12,0.13,0.14,0.17,0.08,-0.33333333333333326,0.15,-0.2500000000000001,0.29,0.0,0.37,0.37037037037037024,0.12,0.0,,,0,1,0,0,0,0.028999999999999998,0.172,0.004,0.02,0.9,0.03,0.04,0.01,0.0,0.0,0.0,0.48,0.52,0.26,0.21,0.26,0.23,0.05,0.32,0.32,0.25,0.11
0,https://www.niche.com/places-to-live/c/washington-county-pa/,B,B+,A minus,B+,C+,B,C,B,A minus,B+,B minus,"Washington County is located in Pennsylvania with a population of 207,212. In Washington County, most residents own their homes. Many young professionals and retirees live in Washington County and residents tend to be conservative.",,,,,,,,0.24,0.76,,,,,,,,,,,,,,,0.11,0.09,0.09,0.11,0.11,0.14,0.15,0.2,0.1,-0.16666666666666663,0.2,0.0,0.26,-0.10344827586206884,0.37,0.37037037037037024,0.07,-0.41666666666666663,,,5,6,18,2,0,0.03,0.092,0.009000000000000001,0.02,0.92,0.02,0.03,0.01,0.0,0.0,0.0,0.49,0.51,0.18,0.18,0.21,0.29,0.14,0.26,0.28,0.25,0.21
0,https://www.niche.com/places-to-live/c/cherokee-county-tx/,B,B,B minus,B+,A,C,B+,A minus,C+,B+,B minus,"Cherokee County is located in Texas with a population of 52,118. In Cherokee County, most residents own their homes. Many families live in Cherokee County and residents tend to be conservative.",,,,,,,,0.28,0.72,,,,,,,,,,,,,,,0.14,0.11,0.09,0.12,0.12,0.12,0.12,0.17,0.05,-0.5833333333333333,0.12,-0.4,0.31,0.06896551724137945,0.31,0.14814814814814814,0.21,0.75,,,0,1,3,0,0,0.036000000000000004,0.163,0.081,0.23,0.61,0.02,0.13,0.0,0.01,0.0,0.0,0.51,0.49,0.25,0.21,0.25,0.23,0.06,0.32,0.33,0.23,0.12
0,https://www.niche.com/places-to-live/c/york-county-pa/,A minus,C+,A minus,A minus,B,B,B minus,B minus,A,A,B minus,"York County is located in Pennsylvania with a population of 445,565. In York County, most residents own their homes. Many families and young professionals live in York County and residents tend to be conservative.",,,,,,,,0.25,0.75,,,,,,,,,,,,,,,0.12,0.1,0.08,0.12,0.12,0.14,0.14,0.17,0.09,-0.25,0.16,-0.20000000000000007,0.25,-0.13793103448275856,0.4,0.4814814814814814,0.1,-0.16666666666666663,,,16,45,39,7,2,0.028999999999999998,0.096,0.02,0.07,0.83,0.02,0.05,0.01,0.0,0.0,0.0,0.49,0.51,0.15,0.17,0.25,0.32,0.11,0.24,0.29,0.28,0.2
0,https://www.niche.com/places-to-live/c/charles-county-md/,B,C,A minus,A minus,A,B minus,B minus,C,A minus,A minus,C minus,"Charles County is located in Maryland with a population of 159,428. In Charles County, most residents own their homes. Many families and young professionals live in Charles County and residents tend to be liberal.",,,,,,,,0.23,0.77,,,,,,,,,,,,,,,0.13,0.12,0.09,0.13,0.13,0.16,0.13,0.12,0.12,0.0,0.17,-0.15000000000000002,0.33,0.13793103448275867,0.32,0.18518518518518512,0.07,-0.41666666666666663,,,13,37,55,6,3,0.024,0.063,0.025,0.06,0.4,0.05,0.45,0.03,0.01,0.0,0.0,0.48,0.52,0.09,0.1,0.17,0.38,0.26,0.17,0.2,0.26,0.36
0,https://www.niche.com/places-to-live/c/kent-county-ri/,B+,C+,A,B+,B minus,B,C+,C,A,A,B minus,"Kent County is located in Rhode Island with a population of 163,869. In Kent County, most residents own their homes. Many young professionals live in Kent County and residents tend to have moderate political views.",,,,,,,,0.3,0.7,,,,,,,,,,,,,,,0.1,0.09,0.07,0.13,0.12,0.15,0.16,0.18,0.12,0.0,0.21,0.04999999999999982,0.31,0.06896551724137945,0.28,0.03703703703703698,0.08,-0.33333333333333326,,,0,1,1,0,0,0.027000000000000003,0.076,0.022000000000000002,0.05,0.88,0.02,0.02,0.03,0.0,0.0,0.0,0.48,0.52,0.16,0.15,0.2,0.34,0.15,0.21,0.25,0.28,0.26
0,https://www.niche.com/places-to-live/c/bedford-county-va/,B minus,B+,C,B,B minus,B+,B,B+,B+,B+,C minus,"Bedford County is located in Virginia with a population of 78,376. In Bedford County, most residents own their homes. Many retirees live in Bedford County and residents tend to be conservative.",,,,,,,,0.18,0.82,,,,,,,,,,,,,,,0.11,0.1,0.08,0.1,0.11,0.15,0.16,0.21,0.12,0.0,0.17,-0.15000000000000002,0.31,0.06896551724137945,0.3,0.11111111111111094,0.1,-0.16666666666666663,,,25,47,40,3,2,0.022000000000000002,0.08800000000000001,0.013999999999999999,0.02,0.88,0.02,0.07,0.01,0.0,0.0,0.0,0.49,0.51,0.17,0.18,0.24,0.31,0.11,0.24,0.3,0.27,0.2
0,https://www.niche.com/places-to-live/c/howard-county-mo/,B minus,A minus,B,B,C+,A,C+,A minus,C+,B,C+,"Howard County is located in Missouri with a population of 10,058. In Howard County, most residents own their homes. Many young professionals live in Howard County and residents tend to be conservative.",,,,,,,,0.22,0.78,,,,,,,,,,,,,,,0.13,0.09,0.13,0.11,0.1,0.12,0.14,0.18,0.1,-0.16666666666666663,0.15,-0.2500000000000001,0.26,-0.10344827586206884,0.37,0.37037037037037024,0.12,0.0,,,,,,,,0.028999999999999998,0.139,0.002,0.02,0.91,0.01,0.06,0.0,0.01,0.0,0.0,0.51,0.49,0.21,0.23,0.22,0.29,0.06,0.32,0.3,0.26,0.12
0,https://www.niche.com/places-to-live/c/jefferson-county-wi/,B+,B minus,A,B+,C+,B,C,B,A minus,A minus,B minus,"Jefferson County is located in Wisconsin with a population of 84,701. In Jefferson County, most residents own their homes. Many young professionals live in Jefferson County and residents tend to lean conservative.",,,,,,,,0.3,0.7,,,,,,,,,,,,,,,0.11,0.1,0.09,0.12,0.12,0.14,0.15,0.16,0.08,-0.33333333333333326,0.18,-0.10000000000000009,0.33,0.13793103448275867,0.33,0.2222222222222221,0.08,-0.33333333333333326,,,0,0,1,0,0,0.021,0.083,0.02,0.07,0.9,0.02,0.01,0.01,0.0,0.0,0.0,0.5,0.5,0.15,0.19,0.22,0.34,0.1,0.24,0.3,0.29,0.17
0,https://www.niche.com/places-to-live/c/norman-county-mn/,A minus,A,B,B,C+,B+,C,A,C,C,B+,"Norman County is located in Minnesota with a population of 6,520. In Norman County, most residents own their homes. Many retirees live in Norman County and residents tend to lean conservative.",,,,,,,,0.18,0.82,,,,,,,,,,,,,,,0.12,0.12,0.07,0.09,0.12,0.12,0.15,0.21,0.04,-0.6666666666666666,0.15,-0.2500000000000001,0.36,0.24137931034482762,0.37,0.37037037037037024,0.08,-0.33333333333333326,,,,,,,,0.019,0.08800000000000001,0.017,0.05,0.89,0.02,0.01,0.0,0.02,0.0,0.0,0.51,0.49,0.2,0.2,0.26,0.27,0.07,0.26,0.32,0.27,0.14
0,https://www.niche.com/places-to-live/c/bristol-county-ma/,B+,C minus,A,A minus,B,C+,C+,C+,A minus,A,B minus,"Bristol County is located in Massachusetts with a population of 561,037. In Bristol County, most residents own their homes. Many young professionals live in Bristol County and residents tend to lean liberal.",,,,,,,,0.37,0.63,,,,,,,,,,,,,,,0.11,0.1,0.09,0.13,0.12,0.15,0.14,0.17,0.1,-0.16666666666666663,0.18,-0.10000000000000009,0.27,-0.06896551724137923,0.3,0.11111111111111094,0.14,0.16666666666666674,,,3,2,0,0,0,0.035,0.11199999999999999,0.045,0.08,0.81,0.02,0.04,0.02,0.0,0.02,0.0,0.48,0.52,0.2,0.15,0.19,0.3,0.16,0.25,0.26,0.25,0.23
