,Link,Program best described as,Primary teaching site,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Intro,Year 1,Year 2,Year 3,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system (Residents participate during first year),% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Participant 2,Year 4,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Participant 3,Night float system,Participant 4,Participant 5,Participant 6,Participant 7,Participant 8,,Participant 9,Participant 10
0,https://freida.ama-assn.org/program/1803621086,University-based,Wake Forest Baptist Medical Center,4,4,Yes,Yes,July,Yes,No,http://www.wakehealth.edu/neurology/,Not Available,"Emily E P Pharr
MD, MS
Wake Forest Baptist Med Ctr
Dept of Neurology
Medical Center Blvd
Winston-Salem, NC 27157
Tel: (336) 716-2317
Fax:
E-mail: epharr@wakehealth.edu","Nakiea  Choate
BS
Wake Forest Baptist Med Ctr
Dept of Neurology
Medical Center Blvd
Winston-Salem, NC 27157
Tel: (336) 716-2317
Fax:
E-mail: nchoate@wakehealth.edu",1803621086,"Wake Forest Baptist Med Ctr, Dept of Neurology, Medical Center Blvd, Winston-Salem, NC 27157","Medical Center Blvd, Winston-Salem, NC 27157-1052","1601 Brennan Ave, Salisbury, NC 28144",,Visit website: https://school.wakehealth.edu/Education-and-Training/Residencies-and-Fellowships/Neurology-Residency,6,6,5,No,No,"Yes , Codes: 1537180C0",No,,-_-,,,Yes,100,No,No,3,No,Yes,195___,No,No Answer,"No, require USMLE scores for all applicants",No,No Answer,Not known,Yes,No,No,0,0,0,0,0,0,,0.0 to 1,55,18,1,Yes,Yes,75.9,0.0,24.0,44.8,55.1,N/A,0,N/A,0,N/A,0,8,50%,N/A,"$55,881.00",15,7,"$57,700.00",15,7,"$60,526.00",15,7,No answer,NGO,NGO,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,"Available, Not Paid By Institution",Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Optional,No,No,Yes,,5,N/A,Not Available,"$54,158.00",15,7,,,,,,,,,,
0,https://freida.ama-assn.org/program/1803700001,University-based,Sanford Medical Center Fargo,4,4,No,Yes,July,Yes,No,https://med.und.edu/residency-programs/neurology/,Adult Neurology Residency Recruitment Video,"Jau-Shin  Lou
MD, PhD, MBA
Univ of North Dakota Sch of Med and Health Sciences
Neurology Pgm
1720 University Dr S
Fargo, ND 58104
Tel:
Fax:
E-mail: jau-shin.lou@sanfordhealth.org","Lisa J Jorissen
MSW
Univ of North Dakota Sch of Med and Health Sciences
Neurology Pgm
1720 University Dr S
Fargo, ND 58103
Tel:
Fax:
E-mail: lisa.jorissen@sanfordhealth.org",1803700001,"Univ of North Dakota Sch of Med and Health Sciences, Neurology Pgm, 1720 University Dr S, Fargo, ND 58104","501 N Columbia Rd, Grand Forks, ND 58202-9037","720 N Fourth St, Fargo, ND 58122","1305 W 18th St, Sioux Falls, SD 57117",,3,3,3,No,No,Yes,No,12/15/2020,12/14/2020 - 1/7/2021_-,,,Yes,,No,No,3,No,Yes,___,Yes,No Answer,Yes,Yes,No Answer,"Desired, with some exceptions",Yes,No,No,0,0,0,0,0,0,,0.0 to 1,Not Available,Not Available,Not Available,No,,,,,,,N/A,Not Available,N/A,Not Available,N/A,Not Available,0,NGO,N/A,,,,,,,,,,No answer,Not Available,Not Available,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Required,No,No,No,,3,N/A,Not Available,Not Available,Not Available,Not Available,,No,,,,,,(8 wks ),,
0,https://freida.ama-assn.org/program/1803000063,University-based,CHI Health Immanuel,4,4,No,Yes,"June,July,Negotiable",Yes,No,http://medschool.creighton.edu/neurology/,Not Available,"Ram Mohan R Sankaraneni
MD
CHI Health Immanuel
One Med Bldg Ste 5300
6829 N 72nd St
Omaha, NE 68122
Tel: (402) 280-4238
Fax:
E-mail: rammohansankaraneni@creighton.edu","Nancye  Alexander
CHI Health Immanuel
One Med Bldg Ste 5300
6829 N 72nd St
Omaha, NE 68122
Tel: (402) 280-4238
Fax:
E-mail: nancyealexander@creighton.edu",1803000063,"CHI Health Immanuel, One Med Bldg Ste 5300, 6829 N 72nd St, Omaha, NE 68122","2500 California Plaza, Omaha, NE 68178","6901 N 72nd St, Omaha, NE 68122","601 N 30th St, Omaha, NE 68131-2197",Creighton University neurology difference: Thrombectomy ready stroke center with dedicated cath Lab in department of neurology and lead by interventional neurologist. Level IV (highest) Epilepsy Center with 6 bed Epilepsy Monitoring Unit and ICU EEG monitoring. Noninvasive therapeutic options such as focused ultrasound to treat essential tremor. Advanced rehabilitation center on campus. Tele-neurology program with dedicated tele-neurologists in house.,2,2,2,No,No,"Yes , Codes: 1372180C0",No,10/31/2020,10/19/2020 - 1/22/2021_10/18/2021 - 1/21/2022,10/1/2021,10/31/2021,Yes,36,No,No,3,No,Yes,210_210__,Yes,No Answer,Yes,Yes,No Answer,"Desired, with some exceptions",Yes,No,No,9,0,0,0,9,0,33.3,1.1 to 1,49,24,1,No,Yes,,,,,,Every fourth night for 4 week(s),0,N/A,36,N/A,36,5,33%,5%,"$61,529.00",20,14,"$63,978.00",20,14,"$66,121.00",20,14,Yes,79,NGO,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Required,No,No,Yes,,2,N/A,24,"$59,079.00",20,14,,,,,,,,(4 wks ),,
0,https://freida.ama-assn.org/program/1803021062,,,4,4,No,Yes,July,Yes,No,http://www.unmc.edu/neurologicalsciences/,Not Available,"Sachin  Kedar
MD
Univ of Nebraska Med Ctr
Dept of Neurological Sciences
988440 Nebraska Med Ctr
Omaha, NE 68198-8440
Tel: (402) 559-4086
Fax: (402) 559-9355
E-mail: sachin.kedar@unmc.edu","Crystal  Upshaw
BS
Univ of Nebraska Med Ctr
Dept of Neurological Sciences
988435 Nebraska Med Ctr
Omaha, NE 68198-8435
Tel: (402) 559-5804
Fax: (402) 559-9355
E-mail: crystal.upshaw@unmc.edu",1803021062,"Univ of Nebraska Med Ctr, Dept of Neurological Sciences, 988440 Nebraska Med Ctr, Omaha, NE 68198-8440","984285 Nebraska Med Ctr, Omaha, NE 68198-4285","8301 Dodge St, Omaha, NE 68114-4199","4101 Woolworth Ave, Omaha, NE 68105-3012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"987400 Nebraska Med Ctr, Omaha, NE 68198-7400",,,,,,,"601 N 30th St, Omaha, NE 68131-2197",,,,,,,,,
0,https://freida.ama-assn.org/program/1803221063,University-based,Dartmouth-Hitchcock/Mary Hitchcock Memorial Hospital,3,3,No,Yes,July,Yes,No,http://gme.dartmouth-hitchcock.org/neurology,Not Available,"Mary  Feldman
DO
Dartmouth-Hitchcock Med Ctr
Dept of Neurology
1 Medical Center Dr
Lebanon, NH 03756
Tel: (603) 650-5458
Fax: (603) 650-6233
E-mail: mary.s.feldman@hitchcock.org","Shannon H Darrah
BA
Dartmouth-Hitchcock Med Ctr
Dept of Neurology
1 Medical Center Dr
Lebanon, NH 03756
Tel: (603) 650-5458
Fax: (603) 650-6233
E-mail: shannon.h.darrah@hitchcock.org",1803221063,"Dartmouth-Hitchcock Med Ctr, Dept of Neurology, 1 Medical Center Dr, Lebanon, NH 03756","1 Medical Center Dr, Lebanon, NH 03756-0001",,,The Dartmouth neurology residency program offers exposure to the full range of clinical neurology in a busy tertiary academic medical center.,4,4,4,"Yes  , 1 year(s)",Yes,"Yes , Codes: 1377180C0,1377180R0",Yes,12/1/2020,11/2/2020 - 1/15/2021_10/8/2021 - 1/7/2022,9/13/2021,12/1/2021,Yes,65,No,No,3,No,Yes,210__550_,No,236-245,Yes,No,Greater than 600,"Desired, with some exceptions",Yes,No,Yes,20,12,5,0,25,12,35.0,1.8 to 1,65,28,1,Yes,Yes,45.2,54.7,0.0,51.2,48.7,N/A,0,Every eleventh night or more for 6 month(s),0,Every eleventh night or more for 6 month(s),Not Available,6,25%,N/A,"$59,454.00",15,90,"$61,903.00",15,90,"$64,560.00",15,90,Yes,90,NGO,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Required,No,Yes,No,,,,,,,,,,,,,,,NGO (wks),,
0,https://freida.ama-assn.org/program/1803313158,University-based,Cooper University Hospital,4,4,No,Yes,"June,July",Yes,No,http://www.cooperhealth.edu/residencies/neurology,Not Available,"Joseph V Campellone
MD
Cooper Univ Hosp
Dept of Neurology Ste 104A
3 Cooper Plaza
Camden, NJ 08103
Tel: (856) 757-7818
Fax: (856) 968-9587
E-mail: neuroresidency@cooperhealth.edu","Lori  Hanneman
Cooper Univ Hosp
2nd Fl E&R Bldg
401 Haddon Ave
Camden, NJ 08103
Tel: (856) 342-2000
Fax: (856) 757-7803
E-mail: hanneman-lori@cooperhealth.edu",1803313158,"Cooper Univ Hosp, Dept of Neurology Ste 104A, 3 Cooper Plaza, Camden, NJ 08103","One Cooper Plaza, Camden, NJ 08103-1489",,,"We are now a categorical program, offering three PGY1 positions with our three years of neurology (for a full four-year program).",3,3,3,No,Yes,"Yes , Codes: 1380180C0",No,12/1/2020,10/1/2020 - 1/15/2021_10/1/2021 - 1/15/2022,9/15/2021,1/15/2022,No,60,No,No,3,No,Yes,194_209_400_400,Yes,210-225,Yes,Yes,Below 450,"Desired, with some exceptions",Yes,No,No,18,7,1,1,19,8,27.7,1.5 to 1,70,24,1.5,Yes,,22.2,32.4,45.3,51.8,48.1,Other for 1 month(s),0,Every fifth night for 12 month(s),0,Every sixth night for 12 month(s),0,5,20%,N/A,"$61,117.00",20,Not Available,"$63,431.00",20,Not Available,"$67,485.00",20,Not Available,Yes,NGO,NGO,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Optional,No,No,Yes,,3,Other for 12 month(s),NGO,"$58,688.00",20,Not Available,,No,,,,,,,,
0,https://freida.ama-assn.org/program/1803321142,,,3,3,No,Yes,July,Yes,No,http://jfkmc.org/jfknsieducation/,Not Available,"Jawad F Kirmani
MD
JFK Med Ctr
Neuroscience Inst at JFK
65 James St
Edison, NJ 08818
Tel: (732) 632-1685
Fax: (732) 632-1584
E-mail: lauren.li@hackensackmeridian.org","Lauren  Li
JFK Med Ctr
JFK Neuroscience Inst
65 James St
Edison, NJ 08818
Tel: (732) 632-1685
Fax: (732) 767-2902
E-mail: lauren.li@hackensackmeridian.org",1803321142,"JFK Med Ctr, Neuroscience Inst at JFK, 65 James St, Edison, NJ 08818","65 James St, Edison, NJ 08818-3059","One Robert Wood Johnson Pl, New Brunswick, NJ 08903-2601","225 Williamson St, Elizabeth, NJ 07207-0696",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1803321157,University-based,Robert Wood Johnson University Hospital,3,3,No,No,July,Yes,No,http://rwjms.rutgers.edu/departments_institutes/neurology/,Not Available,"Megan Moran Leitch
MD
Rutgers Robert Wood Johnson Med Sch
Neurology Pgm
125 Paterson St
New Brunswick, NJ 08831
Tel:
Fax:
E-mail: mml196@rwjms.rutgers.edu","Megan Moran Leitch
MD
Rutgers Robert Wood Johnson Med Sch
Neurology Pgm
125 Paterson St
New Brunswick, NJ 08831
Tel:
Fax:
E-mail: mml196@rwjms.rutgers.edu",1803321157,"Rutgers Robert Wood Johnson Med Sch, Neurology Pgm, 125 Paterson St, New Brunswick, NJ 08831","65 Bergen St, Newark, NJ 07103","One Robert Wood Johnson Pl, New Brunswick, NJ 08903-2601",,"Our strengths include our high faculty:resident ratio and our research activity. Nearly all specialties at our hospital have residencies and research activity. RWJ Barnabas is by many measures the top hospital in New Jersey. We use only that one hospital, located a block from the Rutgers campus and less than one hour from New York City by train or car.",5,4,4,"Yes  , 1 year(s)",No,No,"No , Codes: 2918180A0",,-_12/2/2020 - 2/1/2021,10/21/2020,11/18/2020,Yes,80,No,No,3,No,Yes,192__400_,No,226-235,Yes,No,501-540,"Desired, with some exceptions",Yes,No,No,21,0,0,0,21,0,33.3,1.6 to 1,67,28,1.5,No,Yes,29.9,45.7,24.3,13.2,86.7,Other for 11 month(s),0,Other for 11 month(s),0,N/A,NGO,7,20%,0%,"$64,326.00",20,12,"$68,264.00",20,12,"$72,250.00",20,12,No answer,12,84,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,More than 30 days of starting program,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,Required,Yes,Yes,No,,,,,,,,,,,,,,,(4 wks ),,
0,https://freida.ama-assn.org/program/1803321064,,,4,4,No,Yes,July,Yes,No,http://njms.rutgers.edu/departments/neuroscience/adult_neurology/,Not Available,"Machteld E Hillen
MD
Rutgers New Jersey Med Sch
Ste 5200
90 Bergen St
Newark, NJ 07103
Tel: (973) 972-5209
Fax: (973) 972-5059
E-mail: machteld.hillen@rutgers.edu","Gina  DeLaRosa
Rutgers New Jersey Med Sch
Doctor's Office Ctr 5200
90 Bergen St
Newark, NJ 07103-2714
Tel: (973) 972-5359
Fax: (973) 972-5059
E-mail: gd326@njms.rutgers.edu",1803321064,"Rutgers New Jersey Med Sch, Ste 5200, 90 Bergen St, Newark, NJ 07103","65 Bergen St, Newark, NJ 07103","150 Bergen St, Newark, NJ 07103","385 Tremont Ave, East Orange, NJ 07018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1803421065,University-based,University of New Mexico Hospital,3,3,No,Yes,"July,August,Negotiable",Yes,No,http://neurology.unm.edu/education/residency-adult/requirements.html,Not Available,"Amanda Deligtisch Deligtisch
MD
Univ of New Mexico Health Science Ctr
MSC 10 5620
1 Univ of New Mexico
Albuquerque, NM 87131
Tel: (505) 272-8960
Fax: (505) 272-6692
E-mail: adeligtisch@salud.unm.edu","Jeffrey  Maloney
Univ of New Mexico Health Science Ctr
Dept of Neurology MSC10 5620
1 Univ of New Mexico
Albuquerque, NM 87131-0001
Tel: (505) 272-8960
Fax:
E-mail: maloneyj72793@salud.unm.edu",1803421065,"Univ of New Mexico Health Science Ctr, MSC 10 5620, 1 Univ of New Mexico, Albuquerque, NM 87131","1 University Blvd, Albuquerque, NM 87131-5156","2211 Lomas Blvd NE, Albuquerque, NM 87106-2745","1501 San Pedro Dr SE, Albuquerque, NM 87108","Our faculty are committed to the education of our residents. Educational conferences are held five days a week with two days 1-hour conference; one day with two hours of educational conferences, and one day with 1-2 hours of educational conferences.",5,5,5,"Yes, with exceptions  , 1 year(s)",Yes,"Yes , Codes: 1962180C0",No,1/1/2021,10/30/2020 - 2/5/2021_11/5/2021 - 2/4/2022,10/1/2021,1/1/2022,No,50,No,No,3,No,Yes,210_210_550_550,Yes,No Answer,Yes,Yes,No Answer,"Desired, with some exceptions",Yes,No,No,16,2,1,0,17,2,50.0,1.1 to 1,70,24,1,No,Yes,23.2,51.2,25.5,14.1,85.8,Once per week for 12 month(s),NGO,Once per week for 12 month(s),NGO,Other for week(s),NGO,6,20%,N/A,"$55,646.00",21,15,"$57,671.00",21,15,"$59,805.00",21,15,Yes,21,90,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Optional,No,No,Yes,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1803100153,,,4,4,No,Yes,July,Yes,No,https://www.valleyhospital.net/,Not Available,"Paul  Janda
DO, JD
Valley Hosp Med Ctr
Neurology Pgm
620 Shadow Ln
Las Vegas, NV 89106
Tel: (702) 388-4512
Fax: (702) 432-2233
E-mail: drpauljanda@lvneuro.com","Shawna  Blomquist
Valley Hosp Med Ctr
Ste 400
700 Shadow Ln
Las Vegas, NV 89106
Tel: (702) 388-4512
Fax:
E-mail: shawna.blomquist@uhsinc.com",1803100153,"Valley Hosp Med Ctr, Neurology Pgm, 620 Shadow Ln, Las Vegas, NV 89106","309 E Second St, Pomona, CA 91766","620 Shadow Lane, Las Vegas, NV 89106","6010 Hidden Valley Rd, Carlsbad, CA 92011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"888 W Bonneville Ave, Las Vegas, NV 89106",,,,,,,"1704 Pinto Ln, Las Vegas, NV 89106",,"657 Town Center Dr, Las Vegas, NV 89144","2010 Goldring Ave, Las Vegas, NV 89106","2821 W Horizon Ridge Pkwy, Henderson, NV 89052","3175 St Rose Pkwy, Henderson, NV 89052",,,,
0,https://freida.ama-assn.org/program/1803100154,,,4,4,No,Yes,July,Yes,No,,Not Available,"Venkatachalam  Veerappan
MD
Southern Hills Hosp and Med Ctr
Ste 110
9260 W Sunset Rd
Las Vegas, NV 89148
Tel: (702) 916-6906
Fax:
E-mail: sharon.lewis@hcahealthcare.com","Sharon  Lewis
Southern Hills Hosp and Med Ctr
Ste 110
9260 W Sunset Rd
Las Vegas, NV 89148
Tel: (702) 916-6906
Fax:
E-mail: sharon.lewis@hcahealthcare.com",1803100154,"Southern Hills Hosp and Med Ctr, Ste 110, 9260 W Sunset Rd, Las Vegas, NV 89148","2360 Corporate Circle, Henderson, NV 89074","3186 Maryland Pkwy, Las Vegas, NV 89193-8530","3100 N Tenaya Way, Las Vegas, NV 89128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9300 W Sunset Rd, Las Vegas, NV 89148",,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1803521066,,,4,4,No,Yes,July,Yes,No,http://www.amc.edu/academic/gme/programs/Neurology/index.cfm,Not Available,"Colum  Amory
MD, MPH
Albany Med Ctr
Dept of Neurology (MC70)
47 New Scotland Ave
Albany, NY 12208
Tel: (518) 262-6488
Fax: (518) 262-6261
E-mail: amoryc@amc.edu","Michelle  Unser
Albany Med Ctr
Dept of Neurology MC-70
47 New Scotland Ave
Albany, NY 12208
Tel: (518) 262-6488
Fax: (518) 262-5955
E-mail: unserm@amc.edu",1803521066,"Albany Med Ctr, Dept of Neurology (MC70), 47 New Scotland Ave, Albany, NY 12208","43 New Scotland Ave, Albany, NY 12208","113 Holland Ave, Albany, NY 12208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1803521070,University-based,Montefiore Medical Center-Henry and Lucy Moses Division,4,4,No,Yes,July,Yes,No,http://www.einstein.yu.edu/neurology/index.aspx,Not Available,"Mark J Milstein
MD
Albert Einstein Coll of Med
Dept of Neurology
1300 Morris Park Ave
Bronx, NY 10461
Tel: (718) 430-3166
Fax: (718) 430-3237
E-mail: mmilstei@montefiore.org","Shari R Archilla
Albert Einstein Coll of Med
Rose F Kennedy Ctr Rm 220
1410 Pelham Pkwy S
Bronx, NY 10467
Tel: (718) 430-3166
Fax: (718) 430-3237
E-mail: shari.archilla@einstein.yu.edu",1803521070,"Albert Einstein Coll of Med, Dept of Neurology, 1300 Morris Park Ave, Bronx, NY 10461","111 E 210th St, Bronx, NY 10467","111 E 210th St, Bronx, NY 10467-0001","1400 Pelham Pkwy S, Bronx, NY 10461","The training at Montefiore Medical Center-Einstein offers unparalleled exposure to a wide diversity of patients. Our residents are exposed daily to leaders in numerous fields of neurology including headache, stroke, dementia, epilepsy, sleep, and autism.",5,9,9,"Yes  , 1 year(s)",Yes,"Yes , Codes: 3153180C0","Yes , Codes: 3153180A0",,-_10/19/2021 - 1/11/2022,9/1/2021,12/31/2021,Yes,103,No,No,3,No,Yes,210_200_500_500,Yes,236-245,Yes,Yes,No Answer,"Desired, with some exceptions",Yes,Yes,No,80,20,4,0,84,20,37.5,2.5 to 1,65,24,1.5,Yes,Yes,90.6,9.3,0.0,54.1,45.8,Every fourth night for 3 month(s),0,Every fourth night for 3 month(s),0,Every eleventh night or more for week(s),12,9,20%,N/A,"$71,000.00",20,4,"$74,000.00",20,4,"$77,000.00",20,4,No answer,NGO,NGO,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Optional,No,No,Yes,"1825 Eastchester Rd, Bronx, NY 10461",9,N/A,12,,,,,,,,,,,,,
