,Link,Overall Grade,Public Schools,Housing,Nightlife,Good for Families,Diversity,Jobs,Weather,Cost of Living,Health & Fitness,Outdoor Activities,Commute,Summary,Population,Median Home Value,Median Rent,Median Household Income,Median Home Value vs. National,Median Rent vs. National,Median Household Income vs. National,Rent,Own,Assault,Assault vs. National,Murder,Murder vs. National,Rape,Rape vs. National,Robbery,Robbery vs. National,Burglary,Burglary vs. National,Theft,Theft vs. National,Motor Vehicle Theft,Motor Vehicle Theft vs. National,<10 years,10-17 years,18-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65+ years,Master's degree or higher,Master's degree or higher vs. National,Bachelor's degree,Bachelor's degree vs. National,Some college or associate's degree,Some college or associate's degree vs. National,High school diploma or equivalent,High school diploma or equivalent vs. National,Less than high school diploma,Less than high school diploma vs. National,Overall rating,Total reviews,5-star ratings,4-star ratings,3-star ratings,2-star ratings,1-star ratings,Unemployment Rate,Poverty Rate,Non-Citizens,White,Hispanic,African American,Two or more races,Asian,American Indian or Alaska native,Other race,Hawaiian or other Pacific Islander,Male,Female,<$25k,$25-$44k,$45-$74k,$75-$149k,$150k+,<$15k,$15-$34k,$35-$64k,$65k+
0,https://www.niche.com/places-to-live/c/mayes-county-ok/,B+,B+,B+,B,B+,A minus,B,B,A minus,B minus,B,B minus,"Mayes County is located in Oklahoma with a population of 41,044. In Mayes County, most residents own their homes. Many families live in Mayes County and residents tend to be conservative.",41044,112800,745,50345,-0.4813793103448276,-0.2984934086629002,-0.1988765654090352,0.27,0.73,560.6,0.9830208701804035,0,-1.0,45.1,0.10810810810810811,51.6,-0.6191881918819189,618.6,0.23695260947810426,1572.4,-0.23027217544546696,354.4,0.24788732394366186,0.13,0.11,0.08,0.12,0.12,0.13,0.14,0.18,0.04,-0.6666666666666666,0.1,-0.5,0.33,0.13793103448275867,0.39,0.4444444444444444,0.13,0.08333333333333348,4,1,0,1,0,0,0,0.032,0.18,0.006999999999999999,0.65,0.04,0.0,0.13,0.0,0.17,0.0,0.0,0.5,0.5,0.26,0.2,0.24,0.24,0.06,0.32,0.31,0.24,0.13
0,https://www.niche.com/places-to-live/c/harrison-county-wv/,B+,B minus,A minus,B+,B,C+,B,B minus,A minus,B+,B,B,"Harrison County is located in West Virginia with a population of 67,908. In Harrison County, most residents own their homes. Many families and young professionals live in Harrison County and residents tend to be conservative.",67908,117900,767,53022,-0.4579310344827586,-0.2777777777777778,-0.15627834444568212,0.26,0.74,238.1,-0.15776441457375312,0,-1.0,35.7,-0.12285012285012287,11.9,-0.9121771217712177,261.9,-0.4763047390521896,2821.1,0.380996671235559,107.1,-0.622887323943662,0.11,0.1,0.07,0.12,0.12,0.13,0.14,0.19,0.09,-0.25,0.14,-0.29999999999999993,0.27,-0.06896551724137923,0.39,0.4444444444444444,0.11,-0.08333333333333326,3.63,52,10,17,21,4,0,0.035,0.153,0.004,0.94,0.02,0.02,0.02,0.01,0.0,0.0,0.0,0.49,0.51,0.24,0.18,0.22,0.28,0.08,0.29,0.3,0.25,0.16
0,https://www.niche.com/places-to-live/c/ware-county-ga/,B+,A minus,B,B,B+,A minus,B minus,B+,A minus,B minus,B minus,B+,"Ware County is located in Georgia with a population of 35,593. In Ware County, most residents own their homes. Many families live in Ware County and residents tend to be conservative.",35593,83100,658,36869,-0.6179310344827587,-0.3804143126177024,-0.41331572331047217,0.36,0.64,480.8,0.7007428369296074,35.9,4.885245901639345,64.1,0.5749385749385747,165.1,0.21845018450184495,897.1,0.7938412317536492,5841.8,1.8597023692970436,157.9,-0.4440140845070423,0.14,0.1,0.08,0.14,0.12,0.13,0.13,0.17,0.05,-0.5833333333333333,0.1,-0.5,0.27,-0.06896551724137923,0.39,0.4444444444444444,0.19,0.5833333333333335,3.25,4,1,1,1,0,1,0.028999999999999998,0.247,0.008,0.63,0.04,0.3,0.01,0.01,0.01,0.0,0.0,0.5,0.5,0.33,0.24,0.2,0.19,0.04,0.32,0.37,0.21,0.1
0,https://www.niche.com/places-to-live/c/thurston-county-wa/,B+,B,C,A,B+,B+,B,C+,D+,A+,A,B,"Thurston County is located in Washington with a population of 279,711. In Thurston County, most residents own their homes. Many families and young professionals live in Thurston County and residents tend to lean liberal.",279711,287900,1218,72003,0.32367816091954027,0.14689265536723162,0.14576006874273983,0.35,0.65,213.2,-0.24584365051291124,3,-0.5081967213114753,65.4,0.606879606879607,83.2,-0.3859778597785978,570.5,0.14077184563087375,2746.8,0.34462502447620924,340.9,0.20035211267605635,0.12,0.1,0.08,0.14,0.13,0.12,0.13,0.17,0.14,0.16666666666666674,0.22,0.09999999999999987,0.37,0.27586206896551735,0.21,-0.22222222222222232,0.06,-0.5,3.88,8,2,3,3,0,0,0.04,0.10300000000000001,0.032,0.75,0.09,0.03,0.05,0.06,0.01,0.0,0.01,0.49,0.51,0.15,0.15,0.22,0.35,0.13,0.23,0.25,0.27,0.25
0,https://www.niche.com/places-to-live/c/taney-county-mo/,B+,A minus,B,A minus,A minus,B minus,C+,B,B+,B,A minus,B,"Taney County is located in Missouri with a population of 55,114. In Taney County, most residents own their homes. Many retirees live in Taney County and residents tend to be conservative.",55114,139800,816,46031,-0.35724137931034483,-0.23163841807909602,-0.267523829225212,0.38,0.62,255.5,-0.09621506897771481,0,-1.0,66.2,0.6265356265356266,75.7,-0.44132841328413286,1003.1,1.0057988402319538,6321.6,2.09457607205796,496.8,0.7492957746478874,0.12,0.1,0.1,0.11,0.11,0.12,0.13,0.21,0.06,-0.5,0.14,-0.29999999999999993,0.35,0.2068965517241379,0.34,0.2592592592592593,0.11,-0.08333333333333326,,,,,,,,0.028999999999999998,0.146,0.023,0.89,0.06,0.01,0.02,0.01,0.01,0.0,0.0,0.48,0.52,0.24,0.25,0.25,0.22,0.04,0.31,0.38,0.23,0.09
0,https://www.niche.com/places-to-live/c/buchanan-county-mo/,B+,B,B,A minus,B,B,B,B minus,A minus,B,B,A minus,"Buchanan County is located in Missouri with a population of 88,460. In Buchanan County, most residents own their homes. Many families live in Buchanan County and residents tend to be conservative.",88460,122200,779,51916,-0.43816091954022984,-0.2664783427495292,-0.17387775885937973,0.38,0.62,387.3,0.3700035373187125,9.2,0.5081967213114753,48.4,0.18918918918918903,128.2,-0.0538745387453875,964.2,0.9280143971205759,4753.1,1.326757391815156,1015.2,2.574647887323944,0.12,0.1,0.09,0.14,0.12,0.13,0.13,0.16,0.07,-0.41666666666666663,0.14,-0.29999999999999993,0.29,0.0,0.38,0.40740740740740744,0.12,0.0,3,2,0,0,2,0,0,0.028999999999999998,0.17,0.026000000000000002,0.83,0.07,0.05,0.03,0.01,0.0,0.0,0.0,0.5,0.5,0.23,0.21,0.24,0.25,0.06,0.29,0.33,0.26,0.12
0,https://www.niche.com/places-to-live/c/martin-county-tx/,B+,B minus,A minus,C,B,A minus,A,A,A minus,C,C minus,B,"Martin County is located in Texas with a population of 5,649. In Martin County, most residents own their homes. Many families live in Martin County and residents tend to be conservative.",5649,148000,821,66610,-0.3195402298850575,-0.22693032015065917,0.05994303263688883,0.26,0.74,98.9,-0.6501591793420587,0,-1.0,0,-1.0,33,-0.7564575645756457,66,-0.8680263947210558,1352.2,-0.33806540043078126,33,-0.8838028169014085,0.15,0.16,0.1,0.11,0.1,0.15,0.11,0.12,0.08,-0.33333333333333326,0.1,-0.5,0.26,-0.10344827586206884,0.33,0.2222222222222221,0.23,0.9166666666666667,,,,,,,,0.028999999999999998,0.081,0.024,0.54,0.45,0.01,0.0,0.0,0.0,0.0,0.0,0.52,0.48,0.13,0.21,0.22,0.25,0.18,0.24,0.3,0.26,0.21
0,https://www.niche.com/places-to-live/c/fulton-county-oh/,B+,A,B+,B+,A minus,B minus,B+,C+,A minus,B,B+,B,"Fulton County is located in Ohio with a population of 42,253. In Fulton County, most residents own their homes. Many families live in Fulton County and residents tend to be conservative.",42253,138200,729,63092,-0.36459770114942525,-0.31355932203389836,0.003962255143771021,0.21,0.79,63.9,-0.7739653342766183,0,-1.0,38.3,-0.05896805896805912,6.4,-0.9527675276752767,178.8,-0.6424715056988602,1437,-0.29655374975523785,57.5,-0.7975352112676056,0.12,0.12,0.08,0.11,0.12,0.13,0.15,0.17,0.05,-0.5833333333333333,0.12,-0.4,0.32,0.10344827586206917,0.42,0.5555555555555554,0.09,-0.25,,,,,,,,0.027000000000000003,0.077,0.009000000000000001,0.89,0.09,0.0,0.01,0.0,0.0,0.0,0.0,0.49,0.51,0.14,0.2,0.26,0.32,0.08,0.25,0.31,0.27,0.17
0,https://www.niche.com/places-to-live/c/brown-county-ks/,B+,B+,B+,B,B+,B,B minus,B minus,A,C+,C+,B+,"Brown County is located in Kansas with a population of 9,626. In Brown County, most residents own their homes. Many retirees live in Brown County and residents tend to be conservative.",9626,88500,633,48333,-0.5931034482758621,-0.403954802259887,-0.23089285998440556,0.3,0.7,84.4,-0.7014503006720905,0,-1.0,42.2,0.03685503685503688,0,-1.0,548.8,0.09738052389522078,2385,0.1675151752496573,168.8,-0.4056338028169014,0.13,0.12,0.07,0.11,0.11,0.12,0.16,0.19,0.06,-0.5,0.15,-0.2500000000000001,0.35,0.2068965517241379,0.37,0.37037037037037024,0.07,-0.41666666666666663,,,,,,,,0.022000000000000002,0.132,0.006999999999999999,0.83,0.05,0.01,0.04,0.01,0.07,0.0,0.0,0.49,0.51,0.2,0.26,0.26,0.22,0.05,0.28,0.35,0.25,0.11
0,https://www.niche.com/places-to-live/c/victoria-county-tx/,B+,C,C,A minus,B,A,B+,B+,B,B,B,A minus,"Victoria County is located in Texas with a population of 92,109. In Victoria County, most residents own their homes. Many families live in Victoria County and residents tend to be conservative.",92109,142800,918,56834,-0.34344827586206894,-0.13559322033898302,-0.09561924160208779,0.34,0.66,169.2,-0.40148567385921474,5.8,-0.0491803278688524,70,0.7199017199017197,71.5,-0.4723247232472325,942.5,0.8846230753849229,2451,0.19982377129430207,160.5,-0.4348591549295775,0.14,0.11,0.09,0.14,0.12,0.11,0.12,0.16,0.07,-0.41666666666666663,0.13,-0.35,0.33,0.13793103448275867,0.31,0.14814814814814814,0.16,0.3333333333333335,4.13,24,9,9,6,0,0,0.036000000000000004,0.14800000000000002,0.042,0.45,0.47,0.06,0.01,0.01,0.0,0.0,0.0,0.49,0.51,0.21,0.2,0.2,0.28,0.11,0.3,0.3,0.23,0.17
0,https://www.niche.com/places-to-live/c/cheyenne-county-ne/,B+,A minus,B,B+,B,B minus,B,unavailable,B+,B minus,C minus,A minus,"Cheyenne County is located in Nebraska with a population of 9,604. In Cheyenne County, most residents own their homes. Many families and young professionals live in Cheyenne County and residents tend to be conservative.",9604,103000,792,53871,-0.5264367816091954,-0.2542372881355932,-0.1427684865458364,0.33,0.67,229.1,-0.18960028298549703,0,-1.0,43.1,0.05896805896805901,14.3,-0.8944649446494465,286.4,-0.4273145370925816,1603.9,-0.21485216369688653,28.6,-0.8992957746478873,0.13,0.1,0.07,0.12,0.12,0.13,0.14,0.19,0.06,-0.5,0.19,-0.050000000000000044,0.41,0.4137931034482758,0.28,0.03703703703703698,0.06,-0.5,,,,,,,,0.016,0.096,0.011000000000000001,0.9,0.07,0.01,0.02,0.01,0.0,0.0,0.0,0.5,0.5,0.2,0.22,0.25,0.24,0.09,0.23,0.31,0.29,0.17
0,https://www.niche.com/places-to-live/c/fluvanna-county-va/,B+,B,B,C,B,B,B+,B,B minus,B+,B minus,D minus,"Fluvanna County is located in Virginia with a population of 26,594. In Fluvanna County, most residents own their homes. Many young professionals and retirees live in Fluvanna County and residents tend to lean conservative.",26594,234700,1163,76873,0.07908045977011491,0.0951035781544256,0.22325477777954594,0.15,0.85,,,,,,,,,,,,,,,0.1,0.1,0.07,0.11,0.14,0.14,0.14,0.19,0.15,0.25,0.19,-0.050000000000000044,0.33,0.13793103448275867,0.24,-0.11111111111111116,0.09,-0.25,3.54,24,5,8,8,1,2,0.015,0.055,0.015,0.78,0.04,0.14,0.03,0.01,0.0,0.0,0.0,0.46,0.54,0.12,0.14,0.22,0.36,0.16,0.2,0.26,0.32,0.23
0,https://www.niche.com/places-to-live/c/iberia-parish-la/,B+,B+,B+,B,B+,A,C minus,B+,A minus,B,B minus,B minus,"Iberia Parish is a County in Louisiana with a population of 71,887. In Iberia Parish, most residents own their homes. Many families live in Iberia Parish and residents tend to be conservative.",71887,115600,768,46861,-0.4685057471264368,-0.2768361581920904,-0.2543163120793087,0.32,0.68,232.5,-0.17757339936328265,0,-1.0,,,17.9,-0.8678966789667897,339.8,-0.3205358928214357,1484.5,-0.2733013510867437,89.4,-0.6852112676056338,0.14,0.12,0.09,0.13,0.12,0.13,0.13,0.14,0.04,-0.6666666666666666,0.1,-0.5,0.23,-0.2068965517241378,0.44,0.6296296296296295,0.2,0.6666666666666667,3.47,43,8,12,15,8,0,0.057,0.21899999999999997,0.023,0.59,0.04,0.32,0.03,0.03,0.0,0.0,0.0,0.49,0.51,0.26,0.22,0.22,0.25,0.05,0.32,0.33,0.22,0.13
0,https://www.niche.com/places-to-live/c/ontario-county-ny/,A minus,A minus,B,A minus,A,B minus,B+,C minus,B minus,A minus,A minus,B,"Ontario County is located in New York with a population of 109,511. In Ontario County, most residents own their homes. Many young professionals live in Ontario County and residents tend to lean conservative.",109511,161800,896,64944,-0.25609195402298846,-0.15630885122410543,0.03343252231752136,0.26,0.74,129,-0.5436858860983375,7.6,0.24590163934426235,64.5,0.5847665847665846,30.3,-0.7763837638376384,443.8,-0.11257748450309935,1411,-0.30928137850009785,26.6,-0.9063380281690141,0.1,0.1,0.09,0.11,0.11,0.14,0.15,0.19,0.17,0.41666666666666674,0.2,0.0,0.31,0.06896551724137945,0.26,-0.03703703703703709,0.06,-0.5,3.5,4,0,2,2,0,0,0.022000000000000002,0.086,0.018000000000000002,0.9,0.05,0.02,0.01,0.01,0.0,0.0,0.0,0.49,0.51,0.15,0.18,0.23,0.31,0.13,0.24,0.28,0.27,0.21
0,https://www.niche.com/places-to-live/c/chatham-county-ga/,A minus,C minus,C minus,A,B+,A,B+,B+,B minus,A minus,A minus,A minus,"Chatham County is located in Georgia with a population of 288,496. In Chatham County, most residents own their homes. Many families and young professionals live in Chatham County and residents tend to lean liberal.",288496,194500,1085,56842,-0.10574712643678164,0.021657250470809686,-0.0954919402320068,0.45,0.55,261,-0.07675981605942694,12.9,1.114754098360656,37.1,-0.08845208845208852,143.4,0.05830258302583036,508,0.015796840631873588,2531.2,0.23908361073037,358.4,0.26197183098591537,0.12,0.09,0.11,0.17,0.12,0.12,0.12,0.15,0.13,0.08333333333333348,0.21,0.04999999999999982,0.32,0.10344827586206917,0.24,-0.11111111111111116,0.1,-0.16666666666666663,3.41,51,7,16,21,5,2,0.048,0.15,0.036000000000000004,0.48,0.06,0.39,0.03,0.03,0.0,0.0,0.0,0.48,0.52,0.21,0.19,0.22,0.27,0.11,0.28,0.3,0.23,0.18
0,https://www.niche.com/places-to-live/c/jefferson-county-tx/,A minus,B,B minus,A minus,A minus,A+,B minus,B+,B+,B+,B+,B,"Jefferson County is located in Texas with a population of 254,340. In Jefferson County, most residents own their homes. Many families live in Jefferson County and residents tend to have moderate political views.",254340,112800,871,51248,-0.4813793103448276,-0.17984934086629,-0.1845074232611429,0.39,0.61,563.5,0.9932790944464096,10.5,0.7213114754098362,58.7,0.44226044226044214,197.4,0.4568265682656827,1014.7,1.028994201159768,2427.5,0.1883199530056785,295.2,0.03943661971830981,0.14,0.1,0.1,0.15,0.13,0.12,0.13,0.14,0.06,-0.5,0.13,-0.35,0.33,0.13793103448275867,0.32,0.18518518518518512,0.16,0.3333333333333335,3.5,4,1,1,1,1,0,0.03,0.175,0.078,0.41,0.21,0.33,0.01,0.04,0.0,0.0,0.0,0.51,0.49,0.25,0.19,0.21,0.24,0.1,0.29,0.29,0.24,0.18
0,https://www.niche.com/places-to-live/c/elmore-county-al/,A minus,B+,A minus,B,A minus,B+,B+,B,B+,B,B+,C minus,"Elmore County is located in Alabama with a population of 81,144. In Elmore County, most residents own their homes. Many families and young professionals live in Elmore County and residents tend to be conservative.",81144,166600,892,60891,-0.2340229885057471,-0.160075329566855,-0.031061534299762883,0.27,0.73,325.3,0.1506897771489213,13.4,1.19672131147541,53.7,0.3194103194103195,63.7,-0.5298892988929889,550,0.09978004399120177,3410.9,0.6697180340708833,265,-0.06690140845070425,0.12,0.11,0.08,0.14,0.13,0.14,0.13,0.15,0.09,-0.25,0.16,-0.20000000000000007,0.29,0.0,0.33,0.2222222222222221,0.13,0.08333333333333348,,,,,,,,0.027000000000000003,0.114,0.013000000000000001,0.73,0.03,0.21,0.02,0.01,0.0,0.0,0.0,0.48,0.52,0.19,0.18,0.23,0.3,0.1,0.29,0.27,0.25,0.18
0,https://www.niche.com/places-to-live/c/winona-county-mn/,A minus,B,B+,A,B+,C+,B+,C,B+,B,B+,A,"Winona County is located in Minnesota with a population of 50,725. In Winona County, most residents own their homes. Many young professionals live in Winona County and residents tend to have moderate political views.",50725,167300,696,59329,-0.23080459770114947,-0.34463276836158196,-0.055917126808077255,0.3,0.7,74.1,-0.7378846834099753,2.7,-0.5573770491803278,71.3,0.7518427518427517,2.7,-0.9800738007380074,164.6,-0.670865826834633,1799.3,-0.11919913843743879,57.6,-0.7971830985915493,0.1,0.08,0.2,0.12,0.1,0.11,0.13,0.16,0.1,-0.16666666666666663,0.2,0.0,0.36,0.24137931034482762,0.27,0.0,0.07,-0.41666666666666663,3.73,11,2,5,3,1,0,0.025,0.129,0.022000000000000002,0.91,0.03,0.01,0.02,0.03,0.0,0.0,0.0,0.5,0.5,0.2,0.19,0.23,0.29,0.08,0.31,0.29,0.26,0.14
0,https://www.niche.com/places-to-live/c/jones-county-ms/,A minus,A minus,A minus,C+,A minus,A minus,B minus,B+,A minus,C+,C,B minus,"Jones County is located in Mississippi with a population of 68,352. In Jones County, most residents own their homes. Many families live in Jones County and residents tend to be conservative.",68352,98600,690,41775,-0.5466666666666666,-0.3502824858757062,-0.33524815810830166,0.27,0.73,223.5,-0.20940926777502655,10.6,0.737704918032787,53.2,0.30712530712530706,159.7,0.1785977859778598,1580.6,2.160567886422715,2991,0.4641668298413941,298,0.04929577464788726,0.14,0.11,0.09,0.13,0.12,0.12,0.13,0.16,0.09,-0.25,0.12,-0.4,0.33,0.13793103448275867,0.3,0.11111111111111094,0.16,0.3333333333333335,3.63,35,8,10,14,2,1,0.028999999999999998,0.214,0.022000000000000002,0.65,0.04,0.29,0.01,0.0,0.0,0.0,0.0,0.49,0.51,0.32,0.22,0.21,0.2,0.06,0.32,0.34,0.23,0.11
0,https://www.niche.com/places-to-live/c/kerr-county-tx/,A minus,A minus,B,B,B+,B+,B,B+,B,A,B minus,B,"Kerr County is located in Texas with a population of 51,843. In Kerr County, most residents own their homes. Many young professionals and retirees live in Kerr County and residents tend to be conservative.",51843,180600,874,55990,-0.16965517241379313,-0.17702448210922783,-0.10904953614563273,0.29,0.71,176.8,-0.37460205164485316,0,-1.0,15.7,-0.6142506142506143,23.6,-0.825830258302583,216.1,-0.567886422715457,1956.5,-0.042245936949285245,102.1,-0.6404929577464789,0.1,0.09,0.08,0.11,0.09,0.11,0.14,0.27,0.1,-0.16666666666666663,0.18,-0.10000000000000009,0.34,0.1724137931034484,0.27,0.0,0.11,-0.08333333333333326,3.71,7,2,2,2,1,0,0.028999999999999998,0.11599999999999999,0.046,0.69,0.27,0.01,0.01,0.01,0.0,0.0,0.0,0.48,0.52,0.19,0.22,0.24,0.26,0.09,0.27,0.33,0.23,0.17
0,https://www.niche.com/places-to-live/c/custer-county-ok/,A minus,A,A minus,B+,B+,A minus,B,B,A minus,B,D+,B,"Custer County is located in Oklahoma with a population of 29,152. In Custer County, most residents own their homes. Many families and young professionals live in Custer County and residents tend to be conservative.",29152,142500,728,49900,-0.3448275862068966,-0.31450094161958564,-0.20595770411979064,0.37,0.63,96.2,-0.6597099398655819,0,-1.0,52.5,0.28992628992628977,30.6,-0.7741697416974169,446,-0.10817836432713457,1176.3,-0.42417270413158414,148.7,-0.47640845070422544,0.15,0.1,0.17,0.13,0.11,0.1,0.11,0.13,0.08,-0.33333333333333326,0.17,-0.15000000000000002,0.32,0.10344827586206917,0.31,0.14814814814814814,0.12,0.0,4.5,2,1,1,0,0,0,0.019,0.18100000000000002,0.046,0.68,0.18,0.03,0.06,0.01,0.03,0.0,0.0,0.49,0.51,0.28,0.18,0.21,0.25,0.08,0.34,0.25,0.25,0.15
0,https://www.niche.com/places-to-live/c/gregg-county-tx/,A minus,B,B minus,A minus,A minus,A,B,B+,B,A minus,B+,B,"Gregg County is located in Texas with a population of 123,443. In Gregg County, most residents own their homes. Many families and young professionals live in Gregg County and residents tend to be conservative.",123443,136700,855,50180,-0.3714942528735632,-0.19491525423728817,-0.20150215616695577,0.41,0.59,264.2,-0.06544039617969577,7.3,0.19672131147540983,70.8,0.7395577395577393,95.3,-0.2966789667896679,688.2,0.376124775044991,2221.7,0.08757587624828655,271.5,-0.04401408450704225,0.15,0.11,0.09,0.14,0.12,0.12,0.12,0.15,0.07,-0.41666666666666663,0.14,-0.29999999999999993,0.35,0.2068965517241379,0.28,0.03703703703703698,0.16,0.3333333333333335,,,,,,,,0.028999999999999998,0.17800000000000002,0.063,0.58,0.19,0.2,0.02,0.01,0.0,0.0,0.0,0.49,0.51,0.23,0.22,0.24,0.24,0.08,0.3,0.32,0.24,0.14
0,https://www.niche.com/places-to-live/c/morgan-county-ga/,A minus,A+,B+,C+,A minus,B+,B+,B,B,B+,B+,B minus,"Morgan County is located in Georgia with a population of 18,507. In Morgan County, most residents own their homes. Many families live in Morgan County and residents tend to be conservative.",18507,229000,832,66178,0.05287356321839076,-0.21657250470809797,0.053068758652514925,0.27,0.73,294.7,0.042447824548991875,0,-1.0,0,-1.0,73.7,-0.4560885608856088,638.5,0.27674465106978596,3413.6,0.6710397493636187,147.3,-0.48133802816901405,0.12,0.11,0.08,0.1,0.1,0.15,0.15,0.2,0.09,-0.25,0.12,-0.4,0.31,0.06896551724137945,0.36,0.33333333333333326,0.12,0.0,3.42,19,2,8,6,2,1,0.023,0.092,0.011000000000000001,0.72,0.03,0.23,0.02,0.0,0.0,0.0,0.0,0.49,0.51,0.17,0.16,0.23,0.33,0.12,0.25,0.29,0.26,0.19
0,https://www.niche.com/places-to-live/c/pima-county-az/,A minus,B minus,C,B+,B,A,B minus,A+,C minus,A,B+,B+,"Pima County is located in Arizona with a population of 1,027,207. In Pima County, most residents own their homes. Many families and young professionals live in Pima County and residents tend to lean liberal.",1027207,184100,907,53379,-0.15356321839080456,-0.14595103578154422,-0.15059752080581768,0.37,0.63,358.6,0.2684824902723737,7.4,0.2131147540983609,79.4,0.9508599508599509,223.2,0.6472324723247231,711.3,0.42231553689262125,3531,0.7285098883884864,380,0.3380281690140845,0.12,0.1,0.12,0.13,0.11,0.11,0.13,0.19,0.14,0.16666666666666674,0.19,-0.050000000000000044,0.34,0.1724137931034484,0.22,-0.18518518518518523,0.12,0.0,3.65,111,17,43,46,5,0,0.040999999999999995,0.16699999999999998,0.067,0.52,0.37,0.03,0.02,0.03,0.02,0.0,0.0,0.49,0.51,0.23,0.2,0.23,0.25,0.1,0.29,0.31,0.23,0.17
0,https://www.niche.com/places-to-live/c/elkhart-county-in/,A minus,B+,B,A minus,A minus,B+,B+,C+,B+,B+,A minus,A minus,"Elkhart County is located in Indiana with a population of 204,558. In Elkhart County, most residents own their homes. Many families live in Elkhart County and residents tend to be conservative.",204558,144300,810,57021,-0.336551724137931,-0.23728813559322037,-0.09264357207644447,0.3,0.7,523.2,0.8507251503360456,6.5,0.06557377049180335,51.8,0.2727272727272725,96.4,-0.28856088560885607,606.6,0.21295740851829636,2412.1,0.18078128059526133,293.5,0.03345070422535201,0.15,0.13,0.09,0.13,0.12,0.12,0.12,0.14,0.07,-0.41666666666666663,0.13,-0.35,0.26,-0.10344827586206884,0.35,0.29629629629629606,0.19,0.5833333333333335,3.54,50,11,14,17,7,1,0.03,0.12300000000000001,0.051,0.75,0.16,0.05,0.02,0.01,0.0,0.0,0.0,0.49,0.51,0.19,0.19,0.26,0.28,0.08,0.26,0.33,0.27,0.14
