,Link,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Intro,,Program best described as,Primary teaching site,Participant 3,Year 1,Year 2,Year 3,Year 4,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system,% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Participant 4,Participant 5,Participant 6,Participant 7,Participant 8,Participant 9,Night float system (Residents participate during first year),Specialty Details,Year 5,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Participant 10,Participant 11,Participant 12,Participant 13,Participant 14,Participant 15,Participant 16,Participant 17,Participant 18,Participant 19,Participant 20,Participant 21,Participant 22,Participant 23,Salary compensation_Year 6,Vacation days_Year 6,Sick days_Year 6,Salary compensation_Year 7,Vacation days_Year 7,Sick days_Year 7,Salary compensation_Year 8,Vacation days_Year 8,Sick days_Year 8,Year 6,Year most taxing schedule And frequency per year_Year 6,Beeper or home call (Weeks/Year)_Year 6
0,https://freida.ama-assn.org/program/3200511024,3,3,No,Yes,"June,July",Yes,No,http://www.fresno.ucsf.edu/pediatrics,Not Available,"Steven A Foster
DO
UCSF Fresno MEP
Dept of Pediatrics
155 N Fresno St
Fresno, CA 93701
Tel: (559) 499-6556
Fax: (559) 499-6561
E-mail: sfoster@fresno.ucsf.edu","Nancy L Jackson
UCSF Fresno MEP
Dept of Pediatrics
155 N Fresno St
Fresno, CA 93701
Tel: (559) 499-6556
Fax: (559) 499-6561
E-mail: njackson@fresno.ucsf.edu",3200511024,"UCSF Fresno MEP, Dept of Pediatrics, 155 N Fresno St, Fresno, CA 93701","155 N Fresno St, Fresno, CA 93701-2302","2823 Fresno St, Fresno, CA 93721","9300 Valley Children's Pl, Madera, CA 93638",,The UCSF Fresno pediatric residency program emphasizes academic excellence in a supportive family environment that encourages personal growth and diverse clinical experiences. We emphasize a hands-on approach to training that engenders mature decision making early in the training process coupled with supportive faculty and staff.,(4 wks ),Community-based university affiliated,Community Regional Medical Center,,7,6,12,,No,No,"Yes , Codes: 1022320C0",No,12/31/2020,10/18/2020 - 12/31/2020_10/19/2021 - 12/31/2021,9/15/2021,12/31/2021,Yes,120,No,No,3,No,Yes,220_220_500_500,Yes,226-235,Yes,Yes,Greater than 600,Required,No,No,No,44,6,10,1,54,7,47.7,1.9 to 1,60,24,2,Yes,,7.4,63.8,28.7,65.7,34.2,Other for 11 month(s),0,Other for 11 month(s),0,Other for 11 month(s),Not Available,,,60,18%,8%,"$58,950.00",20,12,"$60,904.00",20,12,"$63,297.00",20,12,,,,No answer,20,120,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Required,Yes,Yes,Yes,,,,,,,Yes,"Recent data from the American Board of Pediatrics on cumulative certifying examinations` pass rates can be found at their web site, www.abp.org.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3200511026,3,3,No,Yes,July,Yes,No,https://lluch.org/health-professionals/residency/pediatrics-residency,Not Available,"Sharon K Riesen
MD
Loma Linda Univ Med Ctr
Coleman Pavilion A1121
11175 Campus St
Loma Linda, CA 92350
Tel: (909) 558-4174
Fax: (909) 558-7901
E-mail: pedresoffice@llu.edu","Christine  Roland
Loma Linda Univ Med Ctr
Coleman Pavilion A1121
11175 Campus St
Loma Linda, CA 92350
Tel: (909) 558-4174
Fax: (909) 558-7901
E-mail: clroland@llu.edu",3200511026,"Loma Linda Univ Med Ctr, Coleman Pavilion A1121, 11175 Campus St, Loma Linda, CA 92350","11234 Anderson St, Loma Linda, CA 92354","11234 Anderson St, Loma Linda, CA 92354","11234 Anderson St, Loma Linda, CA 92354","26520 Cactus Ave, Moreno Valley, CA 92555",Strong university ties with emphasis on education. Large tertiary children's hospital. Large diverse patient population from largest square mileage area of any residency in California. Underserved population. Strong community ties as the only children's hospital for the two largest counties in California. Global health emphasis.,,University-based,Loma Linda University Children's Hospital,,28,28,28,,No,No,"Yes , Codes: 1024320C0,1024320M0",No,12/31/2020,11/2/2020 - 1/18/2021_10/18/2021 - 1/17/2022,9/1/2021,12/31/2021,Yes,300,No,No,3,No,Yes,195__450_,No,210-225,Yes,No,501-540,"Desired, with some exceptions",Yes,Yes,Yes,189,0,8,1,197,1,53.9,2.2 to 1,60,16,1.3,Yes,,88.2,1.5,10.2,69.4,30.5,N/A,0,Every fourth night for 1 month(s),3,Every fourth night for 1 month(s),3,,,7,5%,20%,"$58,378.00",15,10,"$60,313.00",20,10,"$62,682.00",20,10,,,,Yes,30,NGO,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Optional,Yes,Yes,Yes,,,,,,,Yes,"Recent data from the American Board of Pediatrics on cumulative certifying examinations` pass rates can be found at their web site, www.abp.org.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3200511028,3,3,No,Yes,June,Yes,No,https://www.chla.org/pediatric-residency,Not Available,"Michelle A Thompson
MD
Children's Hosp Los Angeles
MS 68
4650 Sunset Blvd
Los Angeles, CA 90027
Tel: (323) 361-2122
Fax: (323) 361-7926
E-mail: mthompson@chla.usc.edu","Suzy  Margaryan
Children's Hosp Los Angeles
MS 68
4650 Sunset Blvd
Los Angeles, CA 90027
Tel: (323) 361-2122
Fax: (323) 361-7926
E-mail: prp@chla.usc.edu",3200511028,"Children's Hosp Los Angeles, MS 68, 4650 Sunset Blvd, Los Angeles, CA 90027","4650 Sunset Blvd, Los Angeles, CA 90027-5693","1200 N State St, Los Angeles, CA 90033-1084",,,"At CHLA, we pride ourselves in being a top-five children's hospital (per US News and World Report) and the local pediatric safety net hospital for our community. This setting provides our residents with the opportunity to train in a high-acuity, high-volume referral center that is also devoted to caring for all children. In this way, we arm our residents with the skills needed to become leaders in child health, with a focus on promoting health equity and caring for the underserved.",,Community-based university affiliated,Children's Hospital Los Angeles,,38,38,34,,No,No,"Yes , Codes: 1031320C0",No,11/30/2020,-_-,,,Yes,310,No,No,3,No,Yes,___,No,226-235,Yes,No,No Answer,"Desired, with some exceptions",Yes,No,No,0,0,0,0,0,0,,0.0 to 1,65,24,1,Yes,Yes,91.2,4.7,4,75,24.9,Every sixth night for 6 month(s),2,Every fourth night for 16 week(s),2,Every fourth night for 8 week(s),2,,,8,20%,5%,"$62,745.00",20,Not Available,"$65,425.00",20,Not Available,"$69,208.00",20,Not Available,,,,Yes,NGO,NGO,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Not Available,Not Available,Within 30 days of starting program,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Optional,Yes,Yes,Yes,,,,,,,,"Recent data from the American Board of Pediatrics on cumulative certifying examinations` pass rates can be found at their web site, www.abp.org.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3200511030,3,3,No,Yes,"June,July",Yes,No,http://www.uscpediatrics.com,Not Available,"Adler  Salazar
MD
LAC+USC Med Ctr
Pediatric Pgm Ste 112
2020 Zonal Ave
Los Angeles, CA 90033
Tel: (323) 409-5715
Fax: (323) 226-4380
E-mail: adlersal@usc.edu","Maria L Cloud
LAC+USC Med Ctr
Pediatric Pgm Ste 112
2020 Zonal Ave
Los Angeles, CA 90033-1084
Tel: (323) 409-5707
Fax: (323) 226-4380
E-mail: cloud@usc.edu",3200511030,"LAC+USC Med Ctr, Pediatric Pgm Ste 112, 2020 Zonal Ave, Los Angeles, CA 90033","1200 N State St, Los Angeles, CA 90033-1084","1200 N State St, Los Angeles, CA 90033-1084","4650 Sunset Blvd, Los Angeles, CA 90027-5693",,"Program offers residents as teachers curriculum, graduate medical education director of resident wellness.",,University-based,LAC+USC Medical Center,,11,11,11,,No,No,"Yes , Codes: 1033320C0",No,11/1/2020,11/3/2020 - 1/28/2021_11/2/2021 - 1/27/2022,9/1/2021,11/1/2021,Yes,244,No,No,2,No,Yes,195_195__,Yes,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,Yes,No,No,52,2,5,0,57,2,57.6,1.6 to 1,68,24,1.3,Yes,,41.9,0.9,57.1,73.3,26.6,Every fourth night for 1 month(s),0,Every fourth night for 1 month(s),0,Every fourth night for 3 month(s),Not Available,,,8,5%,0%,"$55,444.00",24,8,"$60,222.00",24,8,"$65,252.00",24,8,,,,Yes,0,90,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,"Available, Not Paid By Institution",Not Available,More than 30 days of starting program,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Optional,Yes,Yes,Yes,,,,,,,Yes,"Recent data from the American Board of Pediatrics on cumulative certifying examinations` pass rates can be found at their web site, www.abp.org.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3200512029,3,3,No,Yes,July,Yes,No,http://residency.kp.org/scal/residency/pediatrics/index.html,Not Available,"Doris T Waldron
MD
Kaiser Permanente Los Angeles
Ctr for Med Education 3rd Fl
4733 Sunset Blvd
Los Angeles, CA 90027
Tel: (877) 574-0002
Fax: (626) 405-6581
E-mail: socal.residency@kp.org","Residency Program Coordinator
Kaiser Permanente Regional Offices
GME Admin
393 E Walnut St
Pasadena, CA 91188
Tel: (877) 574-0002
Fax:
E-mail: socal.residency@kp.org",3200512029,"Kaiser Permanente Los Angeles, Ctr for Med Education 3rd Fl, 4733 Sunset Blvd, Los Angeles, CA 90027","4733 Sunset Blvd, Los Angeles, CA 90027","4867 Sunset Blvd, Los Angeles, CA 90027","4650 Sunset Blvd, Los Angeles, CA 90027-5693","13652 Cantara St, Panorama City, CA 91402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3200521032,3,3,No,Yes,"June,July",Yes,No,http://uclahealth.org/pediatricresidency,Not Available,"Alan S C Chin
MD
UCLA Med Ctr
Rm 3108
757 Westwood Plaza
Los Angeles, CA 90095
Tel: (310) 267-9124
Fax:
E-mail: pedsres@mednet.ucla.edu","Megan  Fuller
MS
UCLA Med Ctr
Rm 3108
757 Westwood Plaza
Los Angeles, CA 90095
Tel: (310) 267-9124
Fax:
E-mail: pedsres@mednet.ucla.edu",3200521032,"UCLA Med Ctr, Rm 3108, 757 Westwood Plaza, Los Angeles, CA 90095","10833 Le Conte Ave, Los Angeles, CA 90024","14445 Olive View Dr, Sylmar, CA 91342-1495","1250 16th St, Santa Monica, CA 90404","8700 Beverly Blvd, Los Angeles, CA 90048-1869",,,,,"757 Westwood Plaza, Los Angeles, CA 90095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3200500426,3,3,No,Yes,"June,July",Yes,No,https://www.valleychildrens.org/pediatric-residency-program,Not Available,"Vini  Vijayan
MD
Valley Children's Healthcare
Pediatric Pgm
9300 Valley Children's Pl
Madera, CA 93636
Tel: (559) 353-5141
Fax: (559) 353-5318
E-mail: vvijayan@valleychildrens.org","Jackie  Greene
Valley Children's Healthcare
Pediatric Pgm
9300 Valley Children's Pl
Madera, CA 93636
Tel: (559) 353-5141
Fax: (559) 353-5318
E-mail: jgreene2@valleychildrens.org",3200500426,"Valley Children's Healthcare, Pediatric Pgm, 9300 Valley Children's Pl, Madera, CA 93636","9300 Valley Children's Pl, Madera, CA 93636-8752","725 Welch Rd, Palo Alto, CA 94304","9300 Valley Children's Pl, Madera, CA 93638","7300 N Fresno St, Fresno, CA 93720","We are dedicated to innovation and advocacy of children. Through interprofessional education, we engage residents with other medical professionals. All of our residents have first choice at performing procedures. We have robust community outreach opportunities including Mobile Health Unit, rural clinics, home visits, and public health departments. Based on our unique location and patient population, we offer both hospital medicine and rural experiences working with under-served children.",,Community-based university affiliated,Valley Children's Healthcare,"1303 E Herndon Ave, Fresno, CA 93720",13,13,13,,No,No,"Yes , Codes: 1907320C0",No,12/15/2020,11/1/2020 - 1/15/2021_10/25/2021 - 1/15/2022,9/15/2021,12/15/2021,Yes,120,No,No,3,No,Yes,210__450_,No,210-225,Yes,No,501-540,Not required,No,No,No,22,0,0,0,22,0,77.2,0.5 to 1,70,14,2,No,,65.4,8,26.4,64.4,35.5,N/A,0,N/A,0,N/A,Not Available,,,8,45%,10%,"$58,434.00",20,3,"$59,410.00",20,3,"$61,800.00",20,3,,,,Yes,3,84,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,"Available, Not Paid By Institution",Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Optional,Yes,Yes,Yes,,,,,,,Yes,"Recent data from the American Board of Pediatrics on cumulative certifying examinations` pass rates can be found at their web site, www.abp.org.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3200512035,3,3,No,Yes,June,Yes,No,https://residency-ncal.kaiserpermanente.org/programs/peds/,Not Available,"Rebecca R Chasnovitz
MD
Kaiser Permanente Oakland Med Ctr
Med Education Dept Rm 1118
275 W MacArthur Blvd
Oakland, CA 94611
Tel:
Fax:
E-mail: rebecca.x.chasnovitz@kp.org","Trixy F Bulda
BS
Kaiser Permanente Oakland Med Ctr
Pediatric Pgm
275 W MacArthur Blvd
Oakland, CA 94611-5693
Tel: (510) 752-1375
Fax: (510) 752-1571
E-mail: trixy.bulda@kp.org",3200512035,"Kaiser Permanente Oakland Med Ctr, Med Education Dept Rm 1118, 275 W MacArthur Blvd, Oakland, CA 94611","1800 Harrison St, Oakland, CA 94612-2298","280 W MacArthur Blvd, Oakland, CA 94611-5693","747 52nd St, Oakland, CA 94609-1809","901 Nevin Ave, Richmond, CA 94801","We have been training residents for over 60 years, and our physicians have the incredible privilege to care for the diverse population of Oakland and the East Bay. We truly believe that Kaiser Permanente is one of the best places to work and to learn. Within this unique setting, our mission is to train leaders who have a meaningful impact on the health and wellbeing of all children and their families, and to support our residents in maintaining lifelong personal and professional fulfillment.",,Community-based university affiliated,Kaiser Permanente Oakland Medical Center,,10,10,10,,No,No,"Yes , Codes: 1042320C0,1042320C1",No,11/15/2020,11/6/2020 - 1/26/2021_11/5/2021 - 1/18/2022,9/15/2021,11/14/2021,Yes,120,No,No,3,No,Yes,___,Yes,No Answer,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",No,No,No,72,15,9,2,81,17,54.1,2.5 to 1,60,16,1.2,Yes,,93.9,0,6,78,21.9,N/A,8,Every fourth night for 4 week(s),8,Every fourth night for 4 week(s),8,,,7,25%,5%,"$69,047.00",20,10,"$72,747.00",20,10,"$77,372.00",20,10,,,,Yes,84,NGO,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Optional,Yes,Yes,No,,,,,,,Yes,"Recent data from the American Board of Pediatrics on cumulative certifying examinations` pass rates can be found at their web site, www.abp.org.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3200531034,3,3,No,Yes,June,Yes,No,http://www.childrenshospitaloakland.org,Not Available,"Celeste  Allen
MD
UCSF Benioff Children's Hosp Oakland
Pediatrics Pgm
747 52nd St
Oakland, CA 94609
Tel: (510) 428-3331
Fax: (510) 601-3979
E-mail: celeste.allen@ucsf.edu","Katherine  Castillo
UCSF Benioff Children's Hosp Oakland
Pediatrics Pgm
747 52nd St
Oakland, CA 94609
Tel: (510) 428-3331
Fax: (510) 601-3979
E-mail: katherine.castillo@ucsf.edu",3200531034,"UCSF Benioff Children's Hosp Oakland, Pediatrics Pgm, 747 52nd St, Oakland, CA 94609","747 52nd St, Oakland, CA 94609-1809","1800 Harrison St, Oakland, CA 94612-2298","2450 Ashby Ave, Berkeley, CA 94705",,"Program benefits include generous educational allowance, housing stipend and reimbursement for Step 3 exams and cost for licensing above base salary.",,Community-based university affiliated,UCSF Benioff Children's Hospital-Oakland,,28,28,27,,No,No,"Yes , Codes: 1939320C0,1939320P0",No,12/1/2020,11/9/2020 - 1/19/2021_11/8/2021 - 1/18/2022,6/8/2021,11/30/2021,Yes,250,No,No,2,No,Yes,192__400_,No,226-235,Yes,No,Greater than 600,"Desired, with some exceptions",Yes,No,No,167,0,0,0,167,0,53.2,2.0 to 1,60,24,1.5,Yes,,98.7,0,1.2,79.5,20.4,Every fourth night for 2 month(s),0,Every fourth night for 5 month(s),8,Every fourth night for 5 month(s),8,,,10,30%,10%,"$61,338.00",20,10,"$63,372.00",20,10,"$67,635.00",20,10,,,,Yes,10,NGO,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Optional,Yes,Yes,Yes,,,,,,,Yes,"Recent data from the American Board of Pediatrics on cumulative certifying examinations` pass rates can be found at their web site, www.abp.org.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3200512425,3,3,No,Yes,June,Yes,No,http://www.pediatrics.uci.edu,Not Available,"Tommy  Wang
MD
Children's Hosp Orange County
Commerce Bldg Ste 525
505 S Main St
Orange, CA 92868
Tel: (714) 456-5631
Fax: (714) 285-0389
E-mail: wangtj@uci.edu","Veronica  Melendez
BS
Children's Hosp Orange County
Commerce Bldg Ste 525
505 S Main St
Orange, CA 92868
Tel: (714) 456-5631
Fax: (714) 285-0389
E-mail: pedsresidency@uci.edu",3200512425,"Children's Hosp Orange County, Commerce Bldg Ste 525, 505 S Main St, Orange, CA 92868","200 E Manchester St, Orange, CA 92868","455 S Main St, Orange, CA 92868","2801 Atlantic Ave, Long Beach, CA 90801","1100 W La Veta, Orange, CA 92868",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3200521041,3,3,No,Yes,June,Yes,No,https://med.stanford.edu/peds/prospective-applicants.html,Not Available,"Caroline  Rassbach
MD, MA
Lucile Packard Children's Hosp
Pediatrics Pgm
725 Welch Rd
Palo Alto, CA 94304
Tel: (650) 497-8979
Fax: (650) 497-8228
E-mail: pedsres@stanfordchildrens.org","Carrie  Johnson
MBA
Lucile Packard Children's Hosp
Pediatrics Pgm
725 Welch Rd
Palo Alto, CA 94304
Tel: (650) 497-8979
Fax: (650) 497-8228
E-mail: pedsres@stanfordchildrens.org",3200521041,"Lucile Packard Children's Hosp, Pediatrics Pgm, 725 Welch Rd, Palo Alto, CA 94304","300 Pasteur Dr, Stanford, CA 94305-4007","725 Welch Rd, Palo Alto, CA 94304","751 S Bascom Ave, San Jose, CA 95128-2180","700 Lawrence Expressway, Santa Clara, CA 95051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3200511023,3,3,No,Yes,"June,July",Yes,No,,Not Available,"Su-Ting T Li
MD, MPH
UC Davis Med Ctr
Dept of Pediatrics
2516 Stockton Blvd
Sacramento, CA 95817
Tel: (916) 734-2428
Fax: (916) 734-0342
E-mail: pedsresidency@ucdavis.edu","Laurel  Sorensen
UC Davis Med Ctr
Dept of Pediatrics
2516 Stockton Blvd
Sacramento, CA 95817
Tel: (916) 734-2428
Fax: (916) 734-0342
E-mail: lsorensen@ucdavis.edu",3200511023,"UC Davis Med Ctr, Dept of Pediatrics, 2516 Stockton Blvd, Sacramento, CA 95817","2315 Stockton Blvd, Sacramento, CA 95817","2315 Stockton Blvd, Sacramento, CA 95817","2425 Stockton Blvd, Sacramento, CA 95817","2025 Morse Ave, Sacramento, CA 95825-1084",,,,,"6600 Bruceville Rd, Sacramento, CA 95823-2246",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
