,Link,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Participant 3,Intro,Program best described as,Primary teaching site,Year 1,Year 2,Year 3,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system,% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Participant 4,Participant 5,Participant 6,Participant 7,,Year 4,Year 5,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5,Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Participant 8,Night float system (Residents participate during first year),Participant 9,Participant 10,Participant 11,Participant 12,Yes
0,https://freida.ama-assn.org/program/2601431086,5,5,No,Yes,"June,July,August",No,Yes,https://www.tamc.amedd.army.mil/residency/mchk-ds/ortho/ortho.htm,Not Available,"Paul M Ryan
MD
Tripler Army Med Ctr
Orthopaedic Service MCHK-DSO
1 Jarrett White Rd
Tripler AMC, HI 96859-5000
Tel: (808) 433-9123
Fax: (808) 433-1554
E-mail: paul.m.ryan.mil@mail.mil","Tessa M Johnson
Tripler Army Med Ctr
Orthopaedic Service Attn MCHK-DSO
1 Jarrett White Rd
Tripler AMC, HI 96859-5000
Tel: (808) 433-3557
Fax: (808) 433-1554
E-mail: tessa.m.johnson.civ@mail.mil",2601431086,"Tripler Army Med Ctr, Orthopaedic Service MCHK-DSO, 1 Jarrett White Rd, Tripler AMC, HI 96859-5000","1 Jarrett White Rd, Honolulu, HI 96859-5000","1301 Punchbowl St, Honolulu, HI 96813","2222 Welborn St, Dallas, TX 75219-3993","1935 Medical District Dr, Dallas, TX 75235",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2601821139,5,5,Yes,Yes,July,Yes,No,https://gme.medicine.uiowa.edu/orthopedic-surgery-residency,Not Available,"Matthew  Karam
MD
Univ of Iowa Hosps and Clinics
Orthopaedic Surgery 01008 JPP
200 Hawkins Dr
Iowa City, IA 52242
Tel: (319) 353-6747
Fax:
E-mail: jessica-dorsman@uiowa.edu","Jessica  Dorsman
Univ of Iowa Hosps and Clinics
Dept of Orthopedics
200 Hawkins Dr
Iowa City, IA 52242
Tel:
Fax:
E-mail: jessica-dorsman@uiowa.edu",2601821139,"Univ of Iowa Hosps and Clinics, Orthopaedic Surgery 01008 JPP, 200 Hawkins Dr, Iowa City, IA 52242","200 Hawkins Dr, Iowa City, IA 52242-1009","Hwy 6 West, Iowa City, IA 52240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2601621007,5,5,No,Yes,"June,August",Yes,No,http://www.orthopaedics.northwestern.edu,Not Available,"Matthew D Beal
MD
McGaw Med Ctr Northwestern Univ
Ste 1350
676 N St Clair St
Chicago, IL 60611
Tel: (312) 695-2915
Fax: (312) 926-4643
E-mail: lemerson@nm.org","Latisha N Emerson-Henderson
Northwestern Univ McGaw Med Ctr
Ste 1350
676 N St Clair St
Chicago, IL 60611
Tel: (312) 472-6023
Fax: (312) 926-4643
E-mail: lemerson@nm.org",2601621007,"McGaw Med Ctr Northwestern Univ, Ste 1350, 676 N St Clair St, Chicago, IL 60611","420 E Superior St, Chicago, IL 60611","251 E Huron, Chicago, IL 60611","900 W Polk St, Chicago, IL 60612","820 S Damen Ave, Chicago, IL 60680","225 E Chicago Ave, Chicago, IL 60611",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2601621047,5,5,No,Yes,June,Yes,No,https://www.uicorthopedics.com/,Not Available,"Alfonso  Mejia
MD, MPH
Univ of Illinois Med Ctr
Rm E-270 M/C 844
835 S Wolcott Ave
Chicago, IL 60612
Tel: (312) 996-7161
Fax: (312) 996-9025
E-mail: tmora@uic.edu","Theresa  Mora
Univ of Illinois Med Ctr
Rm E-270 M/C 844
835 S Wolcott Ave
Chicago, IL 60612
Tel: (312) 996-7161
Fax: (312) 996-9025
E-mail: tmora@uic.edu",2601621047,"Univ of Illinois Med Ctr, Rm E-270 M/C 844, 835 S Wolcott Ave, Chicago, IL 60612","1853 W Polk St, Chicago, IL 60612","1740 W Taylor St, Chicago, IL 60612","4646 N Marine Dr, Chicago, IL 60640","4440 W 95th St, Oak Lawn, IL 60453-4213","2211 N Oak Park Ave, Chicago, IL 60635-3392",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2601621136,5,5,No,Yes,June,Yes,No,https://ortho.uchicago.edu/education,Not Available,"Tessa  Balach
MD
Univ of Chicago Med
MC 3079
5841 S Maryland Ave
Chicago, IL 60637
Tel: (773) 834-2858
Fax: (773) 702-4384
E-mail: adetrick@bsd.uchicago.edu","Annie  Detrick
BFA
Univ of Chicago Med
MC 3079
5841 S Maryland Ave
Chicago, IL 60637
Tel: (773) 834-2858
Fax: (773) 702-4384
E-mail: adetrick@bsd.uchicago.edu",2601621136,"Univ of Chicago Med, MC 3079, 5841 S Maryland Ave, Chicago, IL 60637","5841 S Maryland Ave, Chicago, IL 60637","4646 N Marine Dr, Chicago, IL 60640","2650 Ridge Ave, Evanston, IL 60201-1781","2160 S First Ave, Maywood, IL 60153-5585",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2601631174,5,5,No,No,July,Yes,No,http://www.rushorthoresidency.com/,Not Available,"Monica  Kogan
MD
Rush Univ Med Ctr
Ste 300
1611 W Harrison St
Chicago, IL 60612
Tel: (312) 432-2389
Fax: (312) 942-2040
E-mail: monica.kogan@rushortho.com","Adriana  Ohl
MBA
Rush Univ Med Ctr
Ste 201
1611 W Harrison St
Chicago, IL 60612
Tel: (312) 563-6306
Fax: (312) 942-2040
E-mail: adriana_ohl@rush.edu",2601631174,"Rush Univ Med Ctr, Ste 300, 1611 W Harrison St, Chicago, IL 60612","1653 W Congress Pkwy, Chicago, IL 60612","900 W Polk St, Chicago, IL 60612","2211 N Oak Park Ave, Chicago, IL 60635-3392","9600 Gross Point Rd, Skokie, IL 60076","5666 E State St, Rockford, IL 61108",,University-based,Rush University Medical Center,5,5,5,No,No,"Yes , Codes: 1147260C0",No,11/2/2020,1/11/2021 - 1/13/2021_-,,,No,75,No,No,3,No,Yes,230___,No,236-245,"No, require USMLE scores for all applicants",No Answer,No Answer,Required,Yes,No,No,37,7,0,0,37,7,5.4,1.4 to 1,80,24,1,No,Yes,100.0,0.0,0.0,10.6,89.3,N/A,13,Every fourth night for 12 month(s),13,Every seventh night for 12 month(s),13,7,20%,N/A,"$61,360.00",20,90,"$63,814.00",20,90,"$68,920.00",20,90,No answer,90,NGO,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Required,No,No,Yes,,,,,(10 wks ),5,5,N/A,0,Other for 12 month(s),13,"$59,000.00",20,90,"$70,987.00",20,90,,,,,,,
0,https://freida.ama-assn.org/program/2601621050,5,5,No,Yes,July,Yes,No,https://www.loyolamedicine.org/gme/ortho-surgery,Not Available,"Karen  Wu
MD
Loyola Univ Med Ctr
Maguire Ctr Ste 1700
2160 S First Ave
Maywood, IL 60153
Tel: (708) 216-3280
Fax: (708) 216-5858
E-mail: loy-ortho@lumc.edu","Lucy V Salgado
Loyola Univ Med Ctr
Maguire Ctr Ste 1700
2160 S First Ave
Maywood, IL 60153
Tel: (708) 216-6906
Fax: (708) 216-5858
E-mail: lucy.salgado@luhs.org",2601621050,"Loyola Univ Med Ctr, Maguire Ctr Ste 1700, 2160 S First Ave, Maywood, IL 60153","2160 S First Ave, Maywood, IL 60153-5585","5th Ave & Roosevelt Rd, Hines, IL 60141","2211 N Oak Park Ave, Chicago, IL 60635-3392","701 W North Ave, Melrose Park, IL 60160",,"The Loyola department of orthopaedic surgery and rehabilitation consists of 35 full-time orthopaedic, physiatric, podiatric, and basic scientist faculty committed to providing excellence in patient care, education, and research.",University-based,Loyola University Medical Center,5,5,5,No,No,"Yes , Codes: 1170260C0",No,11/30/2020,12/19/2020 - 1/16/2021_-,,,Yes,75,No,No,3,No,Yes,235___,No,236-245,"No, require USMLE scores for all applicants",No Answer,No Answer,Required,Yes,No,No,28,0,1,0,29,0,21.4,1.1 to 1,65,16,1.5,No,Yes,100.0,0.0,0.0,28.0,72.0,N/A,0,Three times per week for 6 week(s),0,Every fifth night for 12 month(s),0,5,30%,N/A,"$63,731.00",20,12,"$65,728.00",20,12,"$69,062.00",20,12,No answer,32,NGO,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Required,Yes,No,Yes,,,,,(20 wks ),5,5,Every sixth night for 12 month(s),48,Every sixth night for 12 month(s),48,"$59,862.00",20,12,"$72,280.00",20,12,,,,,,,
0,https://freida.ama-assn.org/program/2601600901,5,5,No,Yes,July,Yes,No,http://www.franciscanalliance.org,Not Available,"William K Payne
MD
Franciscan Health-Olympia Fields
Orthopaedic Surgery Pgm
20201 S Crawford Ave
Olympia Fields, IL 60461-1010
Tel: (708) 747-4000
Fax: (708) 503-3241
E-mail: wkpiii@aol.com","Melissa A Williams
MBA
Franciscan Health-Olympia Fields
Orthopaedic Surgery Pgm
20201 S Crawford Ave
Olympia Fields, IL 60461
Tel: (708) 747-4000
Fax:
E-mail: melissa.williams2@franciscanalliance.org",2601600901,"Franciscan Health-Olympia Fields, Orthopaedic Surgery Pgm, 20201 S Crawford Ave, Olympia Fields, IL 60461-1010","20201 S Crawford Ave, Olympia Fields, IL 60461","4646 N Marine Dr, Chicago, IL 60640","225 E Chicago Ave, Chicago, IL 60611","4440 W 95th St, Oak Lawn, IL 60453-4213","836 W Wellington Ave, Chicago, IL 60657-5193",,Community-based university affiliated,Franciscan Health-Olympia Fields,4,4,4,No,Yes,"Yes , Codes: 1950260C0",No,12/18/2020,-_-,9/1/2021,,No,28,No,No,3,Yes,No,__625_625,No,210-225,Yes,Yes,Greater than 600,Not known,No,No,No,4,0,0,0,4,0,0.0,0.2 to 1,40,8,2,Yes,,,,,,,N/A,Not Available,N/A,Not Available,N/A,Not Available,4,30%,30%,,,,,,,,,,Yes,Not Available,Not Available,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Required,No,No,Yes,"1969 Ogden Ave, Chicago, IL 60616",,,,(12 wks ),4,4,N/A,Not Available,N/A,Not Available,,,,,,,,Yes,,,,,
0,https://freida.ama-assn.org/program/2601621110,5,5,No,Yes,July,Yes,No,http://www.siumed.edu/surgery/ortho,Not Available,"D Gordon  Allan
MD, AM
Southern Illinois Univ Sch of Med
Div of Orthopaedics
PO Box 19638
Springfield, IL 62794-9638
Tel: (217) 545-6155
Fax: (217) 545-1793
E-mail: msweet52@siumed.edu","Mara R Sweet
BA
Southern Illinois Univ Sch of Med
Div of Orthopaedics
PO Box 19638
Springfield, IL 62794-9638
Tel: (217) 545-6155
Fax: (217) 545-1793
E-mail: msweet52@siumed.edu",2601621110,"Southern Illinois Univ Sch of Med, Div of Orthopaedics, PO Box 19638, Springfield, IL 62794-9638","801 N Rutledge, Springfield, IL 62794-9620","800 E Carpenter St, Springfield, IL 62769","701 N 1st St, Springfield, IL 62781-0001","900 N 1st St, Springfield, IL 62781","1301 S Koke Mill Rd, Springfield, IL 62711",,Community-based university affiliated,Southern Illinois University School of Medicine,3,3,3,No,No,"Yes , Codes: 2922260C0",No,11/30/2020,12/1/2020 - 12/31/2020_12/1/2021 - 12/31/2021,9/8/2021,11/30/2021,Yes,78,No,No,3,No,Yes,230_230__,Yes,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,Yes,No,No,2,2,2,0,4,2,0.0,0.2 to 1,70,16,1,No,Yes,100.0,0.0,0.0,22.6,77.3,N/A,0,Every sixth night for 10 month(s),0,Every sixth night for 10 month(s),0,7,60%,40%,"$57,909.00",21,14,"$59,045.00",21,14,"$60,060.00",21,14,Yes,NGO,NGO,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Required,Yes,Yes,Yes,"2401 Gillham Rd, Kansas City, MO 64108-9898",,,,(4 wks ),3,3,Every sixth night for 11 month(s),NGO,Other for 11 month(s),NGO,"$57,352.00",21,14,"$61,261.00",21,14,,,,,,,
0,https://freida.ama-assn.org/program/2601721008,5,5,No,Yes,July,Yes,No,https://medicine.iu.edu/orthopaedic-surgery,Not Available,"Brian H Mullis
MD
IU Health Methodist Hosp
Ste 535
1801 N Senate Blvd
Indianapolis, IN 46202
Tel: (317) 278-5835
Fax:
E-mail: bmullis@iupui.edu","Tina  Lee
BS
Eskenazi Health
Fifth Third Bldg 2nd Fl Orthopaedic F2-163
720 Eskenazi Ave
Indianapolis, IN 46202
Tel: (317) 278-5835
Fax: (317) 880-3602
E-mail: tinlee@iu.edu",2601721008,"IU Health Methodist Hosp, Ste 535, 1801 N Senate Blvd, Indianapolis, IN 46202","1120 South Dr, Indianapolis, IN 46202-5114","720 Eskenazi Ave, Indianapolis, IN 46202","1701 N Senate Blvd, Indianapolis, IN 46202","1481 W 10th St, Indianapolis, IN 46202-2884","2001 W 86th St, Indianapolis, IN 46240",Our program offers two tracks of training-a five year clinical track and a six year research track. The new six year research track position will allow one year of research after the PGY2 year with a basic science mentor. The resident will be expected to complete at least one basic science project of publishable quality and encouraged to pursue clinical research as well during the year. The resident will have no clinical responsibilities during the research year.,University-based,Eskenazi Health,6,6,6,No,No,"Yes , Codes: 1187260C0,1187260C1",No,10/20/2020,12/11/2020 - 1/9/2021_-,9/1/2021,10/1/2021,Yes,80,No,No,3,No,Yes,240___,No,Greater than 245,"No, require USMLE scores for all applicants",No,No Answer,Not required,Yes,No,No,39,3,1,0,40,3,7.6,1.3 to 1,60,24,2,Yes,,100.0,0.0,0.0,13.9,86.0,N/A,4,Every sixth night for 12 month(s),0,Every eleventh night or more for 12 month(s),52,4,40%,10%,"$58,558.00",21,NGO,"$60,187.00",28,NGO,"$62,199.00",28,NGO,Yes,42,42,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Optional,Yes,Yes,No,"550 N University Blvd, Indianapolis, IN 46202","702 Barnhill Dr, Indianapolis, IN 46202-1367","8501 Harcourt Rd, Indianapolis, IN 46260","1000 E Main St, Danville, IN 46122",,6,6,Every seventh night for 10 week(s),42,N/A,42,"$57,174.00",21,NGO,"$64,361.00",28,NGO,"7150 Clearvista Dr, Indianapolis, IN 46256",Yes,"151 Pennsylvania Pkwy, Indianapolis, IN 46280","201 Pennsylvania Pkwy, Indianapolis, IN 46280","5165 McCarty Ln, Lafayette, IN 47905","13225 N Meridian St, Carmel, IN 46033",
0,https://freida.ama-assn.org/program/2601921140,5,5,No,Yes,July,Yes,No,http://www2.kumc.edu/ortho/,Not Available,"Kimberly J Templeton
MD
Univ of Kansas Med Ctr
MS 3017
3901 Rainbow Blvd
Kansas City, KS 66160-7387
Tel: (913) 588-0575
Fax: (913) 945-6060
E-mail: ktemplet@kumc.edu","Amy  Phillips
Univ of Kansas Med Ctr
MS 3017
3901 Rainbow Blvd
Kansas City, KS 66160
Tel: (913) 588-0575
Fax: (913) 945-6060
E-mail: aphillips3@kumc.edu",2601921140,"Univ of Kansas Med Ctr, MS 3017, 3901 Rainbow Blvd, Kansas City, KS 66160-7387","3901 Rainbow Blvd, Kansas City, KS 66160-7100","3901 Rainbow Blvd, Kansas City, KS 66160-7220","7405 Renner Rd, Shawnee, KS 66217","4801 Linwood Blvd, Kansas City, MO 64128-2295","2401 Gillham Rd, Kansas City, MO 64108-9898",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2601931106,5,5,No,Yes,July,Yes,No,http://wichita.kumc.edu/ortho/,Not Available,"Bradley R Dart
MD
Ascension Via Christi St Francis
Rm 4076
929 N St Francis
Wichita, KS 67214
Tel: (316) 268-5988
Fax: (316) 291-7799
E-mail: kflessner@kumc.edu","Katie L Flessner
Ascension Via Christi St Francis
Rm 4076
929 N St Francis
Wichita, KS 67214
Tel: (316) 268-5988
Fax: (316) 291-7799
E-mail: kflessner@kumc.edu",2601931106,"Ascension Via Christi St Francis, Rm 4076, 929 N St Francis, Wichita, KS 67214","1010 N Kansas, Wichita, KS 67214-3199","929 N St Francis Ave, Wichita, KS 67214-3882","5500 E Kellogg, Wichita, KS 67218-1607","550 N Hillside, Wichita, KS 67214-4976","2001 S Lindbergh Blvd, St Louis, MO 63131-3597",PGY4 residents receive their orthopaedic pediatric training by going to the Shrine Hospital for Children in St Louis for six-months. Housing is provided and a travel stipend.,Community-based university affiliated,Via Christi Hospital on St Francis,4,4,4,No,No,"Yes , Codes: 3054260C0",No,11/1/2020,1/15/2021 - 1/16/2021_1/14/2022 - 1/15/2022,8/1/2021,11/1/2021,Yes,60,No,No,3,No,Yes,225___,No,236-245,"No, require USMLE scores for all applicants",No,No Answer,"Desired, with some exceptions",Yes,No,No,0,0,3,1,3,1,,0.0 to 1,72,32,1,No,No,100.0,0.0,0.0,13.3,86.6,Every fourth night for 24 week(s),0,Every fourth night for 24 week(s),12,Every fourth night for 24 week(s),12,6,20%,7%,"$56,622.00",15,10,"$58,611.00",15,10,"$60,963.00",15,10,Yes,10,NGO,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Required,Yes,Yes,Yes,,,,,(4 wks ),4,4,Every fifth night for 18 week(s),12,Once per week for 12 week(s),26,"$55,429.00",15,10,"$63,482.00",15,10,,,,,,,
0,https://freida.ama-assn.org/program/2602021059,5,5,No,Yes,July,Yes,No,https://ukyorthoresidency.com,Not Available,"Ryan D Muchow
MD
UK Kentucky Clinic
Ste K401
740 S Limestone St
Lexington, KY 40536
Tel: (859) 218-3044
Fax: (859) 323-2412
E-mail: chris.tutsch@uky.edu","Chris  Tutsch
Univ of Kentucky-Chandler Med Ctr
Kentucky Clinic Ste K403
740 S Limestone St
Lexington, KY 40536-0284
Tel: (859) 218-3044
Fax: (859) 323-2412
E-mail: chris.tutsch@uky.edu",2602021059,"UK Kentucky Clinic, Ste K401, 740 S Limestone St, Lexington, KY 40536","800 Rose St, Lexington, KY 40536","800 Rose St, Lexington, KY 40536-0293","1900 Richmond Rd, Lexington, KY 40502-1298","1101 Veteran's Dr, Lexington, KY 40502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2602021009,5,5,No,Yes,July,Yes,No,http://www.uoflortho.com/,Not Available,"Brandi  Hartley
MD
Univ of Louisville Hosp
Academic Office 1st Fl
550 S Jackson St
Louisville, KY 40292
Tel: (502) 852-5319
Fax: (502) 852-7227
E-mail: mawels02@louisville.edu","Monica A Welsh
BA
Univ of Louisville Hosp
Academic Office 1st Fl
550 S Jackson St
Louisville, KY 40292
Tel: (502) 852-5319
Fax: (502) 852-7227
E-mail: mawels02@louisville.edu",2602021009,"Univ of Louisville Hosp, Academic Office 1st Fl, 550 S Jackson St, Louisville, KY 40292","323 E Chestnut St, Louisville, KY 40202","530 S Jackson St, Louisville, KY 40202-3611","217 E Chestnut St, Louisville, KY 40202","200 E Chestnut St, Louisville, KY 40217","231 E Chestnut St, Louisville, KY 40232-5070",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"315 E Broadway, Louisville, KY 40232","1850 Bluegrass Ave, Louisville, KY 40215",,,,,,,,,,,,,,,,,,,,,,
