,Link,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Intro,Program best described as,Primary teaching site,Year 1,Year 2,Year 3,Year 4,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system,% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Night float system (Residents participate during first year),Participant 3,Participant 4,Participant 5,Participant 6,Participant 7,,Participant 8,Participant 9,Participant 10,Participant 11,Year 5,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Year 6,Year most taxing schedule And frequency per year_Year 6,Beeper or home call (Weeks/Year)_Year 6,Salary compensation_Year 6,Vacation days_Year 6,Sick days_Year 6,Specialty Details,Salary compensation_Year 7,Vacation days_Year 7,Sick days_Year 7,
0,https://freida.ama-assn.org/program/4301221125,4,4,No,Yes,July,Yes,No,http://radiationoncology.emory.edu/,Not Available,"Pretesh R Patel
MD
Winship Cancer Inst of Emory Univ
Dept of Radiation Oncology
1365 Clifton Rd NE
Atlanta, GA 30322
Tel: (404) 778-3473
Fax:
E-mail: pretesh.patel@emory.edu","Susan  Brown
Winship Cancer Inst of Emory Univ
Dept of Radiation Oncology Ste A1300
1365 Clifton Rd NE
Atlanta, GA 30322
Tel: (404) 778-2359
Fax:
E-mail: susan.brown@emory.edu",4301221125,"Winship Cancer Inst of Emory Univ, Dept of Radiation Oncology, 1365 Clifton Rd NE, Atlanta, GA 30322","1440 Clifton Rd NE, Atlanta, GA 30322","1364 Clifton Rd NE, Atlanta, GA 30322","550 Peachtree St NE, Atlanta, GA 30365-2225","1670 Clairmont Rd, Decatur, GA 30033","The Emory radiation oncology program strives to train high quality oncologists skilled in the application of radiotherapy. Residents will receive training in IMRT, IGRT, SBRT, IORT, HDR brachytherapy, LDR brachytherapy, and proton therapy. Scholarly activities are encouraged through dedicated research blocks as well as a formal clinical trials course.",University-based,Emory University Hospital,4,4,4,4,"Yes  , 1 year(s)",No,"No , Codes: 1113430C0",No,,-_11/15/2021 - 1/20/2022,9/15/2021,10/31/2021,Yes,48,No,No,3,No,Yes,195___,No,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,Yes,No,29,19,0,0,29,19,34.4,1.8 to 1,55,14,2,Yes,No,100,0,0,21.3,78.6,N/A,3,N/A,3,N/A,3,N/A,3,15,90%,N/A,,,,"$64,421.00",15,12,"$66,523.00",15,12,"$69,143.00",15,12,No answer,27,60,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Not Available,When resident/fellow starts program,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,Required,Yes,Yes,Yes,,"80 Butler St SE, Atlanta, GA 30335",,,,,(36 wks ),,,,,,,,"$72,303.00",15,12,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4301811033,4,4,No,No,July,Yes,No,https://gme.medicine.uiowa.edu/radiation-oncology-residency,Not Available,"Carryn  Anderson
MD
Univ of Iowa Hosps and Clinics
Dept of Radiation Oncology
200 Hawkins Dr
Iowa City, IA 52242
Tel: (319) 384-6135
Fax: (319) 356-1530
E-mail: fatima-kenjar@uiowa.edu","Fatima  Kenjar
BA
Univ of Iowa Hosps and Clinics
Dept of Radiation Oncology
200 Hawkins Dr
Iowa City, IA 52242
Tel: (319) 384-6135
Fax: (319) 356-1530
E-mail: fatima-kenjar@uiowa.edu",4301811033,"Univ of Iowa Hosps and Clinics, Dept of Radiation Oncology, 200 Hawkins Dr, Iowa City, IA 52242","200 Hawkins Dr, Iowa City, IA 52242-1009","3010 Northgate Dr, Iowa City, IA 52245",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4301611028,4,4,Yes,Yes,July,Yes,No,http://rushu.rush.edu/RadOncResidency,Not Available,"Gaurav  Marwaha
MD
Rush Univ Med Ctr
Dept of Radiation Oncology
500 S Paulina Ave
Chicago, IL 60612
Tel: (312) 942-5751
Fax: (312) 942-2894
E-mail: gaurav_marwaha@rush.edu","Christopher J Gualano
Rush Univ Med Ctr
Dept of Radiation Oncology
500 S Paulina Ave
Chicago, IL 60612
Tel: (312) 942-0712
Fax: (312) 563-2857
E-mail: christopher_j_gualano@rush.edu",4301611028,"Rush Univ Med Ctr, Dept of Radiation Oncology, 500 S Paulina Ave, Chicago, IL 60612","1653 W Congress Pkwy, Chicago, IL 60612","4440 W 95th St, Oak Lawn, IL 60453-4213","25 N Winfield Rd, Winfield, IL 60190",,"We are uniquely positioned in the heart of Chicago, where we serve a diverse patient population with a vast array of diseases. Our commitment to resident education is paramount, and our residents are truly protected for educational time every day. Residents are encouraged and supported for all research activity, with increasing funding based on productivity. Our residents receive outstanding clinical training and go on to thrive in practice in both the community and academic settings.",University-based,Rush University Medical Center,2,0,2,2,"Yes  , 1 year(s)",Yes,"Yes , Codes: 1147430C1","Yes , Codes: 1147430A1",,-_-,,,Yes,35,No,No,3,No,Yes,220___,No,236-245,"No, require USMLE scores for all applicants",No Answer,No Answer,Required,Yes,Yes,No,6,6,0,0,6,6,16.6,1.0 to 1,50,24,2,No,No,95.2,4.7,0,15,84.9,N/A,9,N/A,9,N/A,9,N/A,9,8,90%,N/A,,,,Not Available,20,90,Not Available,20,90,Not Available,20,90,Yes,90,Not Available,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Not Available,Fully Paid by Institution,Fully Paid by Institution,"Available, Not Paid By Institution",Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Within 30 days of starting program,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Required,No,No,No,,,,,,,(26 wks ),,,,,,,,Not Available,20,90,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4301611116,4,4,No,Yes,July,Yes,No,https://radonc-sites.uchicago.edu/page/radiation-oncology,Not Available,"Yasmin  Hasan
MD
Univ of Chicago Med Ctr
MC 9006
5758 S Maryland Ave
Chicago, IL 60637
Tel: (773) 795-0528
Fax: (773) 834-0039
E-mail: yhasan@radonc.uchicago.edu","Cora S Tharps
Univ of Chicago Med Ctr
Radiation Oncology Dept
5758 S Maryland Ave
Chicago, IL 60637-1470
Tel: (773) 795-0528
Fax: (773) 834-7233
E-mail: ctharps@radonc.uchicago.edu",4301611116,"Univ of Chicago Med Ctr, MC 9006, 5758 S Maryland Ave, Chicago, IL 60637","5841 S Maryland Ave, Chicago, IL 60637","1740 W Taylor St, Chicago, IL 60612",,,,University-based,University of Chicago Medical Center,3,3,2,3,"Yes  , 1 year(s)",No,No,"Yes , Codes: 1160430A0",,-_11/15/2021 - 11/30/2021,9/1/2021,10/31/2021,No,35,No,No,3,No,Yes,226___,No,226-235,"No, require USMLE scores for all applicants",No Answer,No Answer,Not known,Yes,Yes,Yes,18,11,0,0,18,11,16.6,1.6 to 1,48,10,2,No,No,100,0,0,23.4,76.5,N/A,6,N/A,5,N/A,3,N/A,2,10,NGO,N/A,,,,"$59,170.00",20,5,"$61,333.00",20,5,"$64,160.00",20,5,No answer,5,NGO,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,Required,No,No,Yes,,,,,,,(52 wks ),,,,,,,,"$66,630.00",20,5,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4301621027,4,4,No,No,July,Yes,No,,Not Available,"Sean  Sachdev
MD
Northwestern Memorial Hosp
Galter LC-178
251 E Huron St
Chicago, IL 60611
Tel:
Fax:
E-mail: speckwa1@nm.org","Shannon  Peck-Walden
Northwestern Memorial Hosp
Galter LC-178
251 E Huron St
Chicago, IL 60611-3833
Tel:
Fax: (312) 926-6524
E-mail: speckwa1@nm.org",4301621027,"Northwestern Memorial Hosp, Galter LC-178, 251 E Huron St, Chicago, IL 60611","420 E Superior St, Chicago, IL 60611","251 E Huron, Chicago, IL 60611",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4301622031,4,4,No,No,July,Yes,No,https://www.loyolamedicine.org/gme/radiation-oncology-residency,Not Available,"Matthew  Harkenrider
MD
Loyola Univ Med Ctr
Maguire Ctr Ste 2937
2160 S First Ave
Maywood, IL 60153
Tel: (708) 216-4051
Fax: (708) 216-6076
E-mail: mharkenrider@lumc.edu","Katherine  Blair
Loyola Univ Med Ctr
Maguire Rm 2944
2160 S First Ave
Maywood, IL 60153
Tel: (708) 216-4051
Fax: (708) 216-6076
E-mail: katherine.blair@luhs.org",4301622031,"Loyola Univ Med Ctr, Maguire Ctr Ste 2937, 2160 S First Ave, Maywood, IL 60153","2160 S First Ave, Maywood, IL 60153-5585","5th Ave & Roosevelt Rd, Hines, IL 60141","4455 Weaver Pkwy, Warrenville, IL 60555","262 Danny Thomas Pl, Memphis, TN 38105","While in training, the program strives to provide robust and impactful research opportunities with an emphasis on prospective and practice-changing research. Dedicated research time spans 6-12 months. We encourage residents to engage in service opportunities and organized medicine so they can make meaningful contributions to the field and develop into future leaders in our field.",University-based,Loyola University Medical Center,2,2,2,2,"Yes  , 1 year(s)",No,No,"Yes , Codes: 1170430A0",,-_12/1/2020 - 1/31/2021,10/21/2020,11/30/2020,Yes,26,No,No,3,No,Yes,___,No,236-245,Yes,No,No Answer,Not required,Yes,No,No,12,7,0,0,12,7,16.6,1.5 to 1,55,14,2,Yes,No,100,0,0,29.7,70.2,N/A,11,N/A,9,N/A,8,N/A,6,5,100%,N/A,,,,"$61,984.00",20,12,"$63,960.00",20,12,"$67,184.00",20,12,No,32,NGO,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,Required,Yes,Yes,Yes,,,,,,,NGO (wks),,,,,,,,"$69,264.00",20,12,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4301711032,4,4,No,Yes,"June,July,Negotiable",Yes,No,http://radonc.medicine.iu.edu/,Not Available,"Tim  Lautenschlaeger
MD, MS
Indiana Univ Sch of Med
Dept of Radiation Oncology RT 041
535 Barnhill Dr
Indianapolis, IN 46202
Tel: (317) 944-2524
Fax:
E-mail: timlaut@iupui.edu","Evern F Amos
BA
Indiana Univ Sch of Med
Dept of Radiation Oncology RT 041
535 Barnhill Dr
Indianapolis, IN 46202-5289
Tel: (317) 944-1315
Fax: (317) 944-2486
E-mail: evamos@iupui.edu",4301711032,"Indiana Univ Sch of Med, Dept of Radiation Oncology RT 041, 535 Barnhill Dr, Indianapolis, IN 46202","1120 South Dr, Indianapolis, IN 46202-5114","550 N University Blvd, Indianapolis, IN 46202","1701 N Senate Blvd, Indianapolis, IN 46202","1481 W 10th St, Indianapolis, IN 46202-2884",,University-based,Indiana University Health University Hospital,2,2,2,2,"Yes  , 1 year(s)",Yes,"Yes , Codes: 1187430C0","Yes , Codes: 1187430A0",,-_12/2/2021 - 1/21/2022,9/2/2021,11/2/2021,No,30,No,No,2,No,Yes,210_210__,Yes,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Not known,No,No,No,9,11,0,0,9,11,11.1,1.1 to 1,40,16,1.6,Yes,No,95.2,4.7,0,19,80.9,Other for 1 week(s),9,Other for 1 week(s),9,Other for 1 week(s),9,Other for 1 week(s),9,12,100%,N/A,,,,"$58,558.00",15,NGO,"$60,187.00",20,NGO,"$62,199.00",20,NGO,Yes,42,42,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Required,No,No,Yes,,,,,,,NGO (wks),,,,,,,,"$64,361.00",20,NGO,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4301921034,4,4,No,No,July,Yes,No,http://www3.kumc.edu/radonc/,Not Available,"Andrew  Hoover
MD
Univ of Kansas Med Ctr
Radiation Oncology MS 4033
3901 Rainbow Blvd
Kansas City, KS 66160
Tel: (913) 588-3600
Fax:
E-mail: ahoover2@kumc.edu","Jamie R Huddleston
MS, MA
Univ of Kansas Med Ctr
Radiation Oncology MS 4033
4001 Rainbow Blvd
Kansas City, KS 66160
Tel: (913) 588-4395
Fax:
E-mail: jhuddleston2@kumc.edu",4301921034,"Univ of Kansas Med Ctr, Radiation Oncology MS 4033, 3901 Rainbow Blvd, Kansas City, KS 66160","3901 Rainbow Blvd, Kansas City, KS 66160-7100","3901 Rainbow Blvd, Kansas City, KS 66160-7220","12200 W 110th St, Overland Park, KS 66210","8700 N Green Hills Rd, Kansas City, MO 64154",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4302011035,4,4,No,No,July,Yes,No,http://radiationmedicine.med.uky.edu/,Not Available,"Mahesh R Kudrimoti
MD
Univ of Kentucky Coll of Med
C111 Chandler Med Ctr Pavilion H
800 Rose St
Lexington, KY 40536-0293
Tel: (859) 323-0283
Fax: (859) 257-4060
E-mail: mkudr0@uky.edu","Melissa  York
BBA
Univ of Kentucky Coll of Med
C119 Chandler Med Ctr Pavilion H
800 Rose St
Lexington, KY 40536-0293
Tel: (859) 323-1144
Fax: (859) 257-4060
E-mail: melissa.york@uky.edu",4302011035,"Univ of Kentucky Coll of Med, C111 Chandler Med Ctr Pavilion H, 800 Rose St, Lexington, KY 40536-0293","800 Rose St, Lexington, KY 40536","800 Rose St, Lexington, KY 40536-0293",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4302011036,4,4,No,Yes,July,Yes,No,http://louisville.edu/medicine/departments/radiationoncology,Not Available,"Neal  Dunlap
MD
James Graham Brown Cancer Ctr
Ste 400
529 S Jackson St
Louisville, KY 40202
Tel: (502) 561-2700
Fax: (502) 561-2709
E-mail: nedunl01@louisville.edu","DeAnna M Sanders
BS
James Graham Brown Cancer Ctr
Ste 400
529 S Jackson St
Louisville, KY 40202
Tel: (502) 561-2705
Fax: (502) 561-2709
E-mail: deanna.sanders@louisville.edu",4302011036,"James Graham Brown Cancer Ctr, Ste 400, 529 S Jackson St, Louisville, KY 40202","323 E Chestnut St, Louisville, KY 40202","800 Zorn Ave, Louisville, KY 40206-1499","530 S Jackson St, Louisville, KY 40202-3611",,,University-based,University of Louisville School of Medicine,1,1,2,2,"Yes  , 1 year(s)",No,No,"Yes , Codes: 1217430A0",10/30/2020,12/1/2020 - 1/29/2021_12/1/2021 - 1/31/2022,10/1/2021,11/1/2021,No,23,No,No,3,No,Yes,235___,No,No Answer,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Not required,Yes,No,No,5,5,0,0,5,5,20,0.8 to 1,45,10,2,Yes,No,100,0,0,27.7,72.2,N/A,12,N/A,11,N/A,10,N/A,9,8,100%,N/A,,,,"$55,785.00",20,20,"$57,340.00",20,20,"$58,927.00",20,20,Yes,32,NGO,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,"Available, Not Paid By Institution",Not Available,When resident/fellow starts program,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Optional,No,No,No,,,,,,,,,,,,,,,"$61,906.00",20,20,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4302411131,4,4,No,No,July,Yes,No,http://www.HarvardRadiationOncologyProgram.org,Not Available,"Anthony L Zietman
MD
Massachusetts General Hosp
Cox 3
100 Blossom St
Boston, MA 02114
Tel: (617) 726-5866
Fax: (617) 726-3603
E-mail: azietman@partners.org","Amanda E Maidment
MHA
Massachusetts General Hosp
LL238
45 Fruit St
Boston, MA 02114
Tel: (617) 724-9413
Fax: (857) 238-6377
E-mail: amaidment@mgh.harvard.edu",4302411131,"Massachusetts General Hosp, Cox 3, 100 Blossom St, Boston, MA 02114","75 Francis St, Boston, MA 02115","55 Fruit St, Boston, MA 02114","300 Longwood Ave, Boston, MA 02115-5737","44 Binney St, Boston, MA 02115",,University-based,Massachusetts General Hospital,8,7,5,7,"Yes  , 1 year(s)",No,No,"Yes , Codes: 1261430A0",,-_11/20/2020 - 1/22/2021,9/1/2020,11/6/2020,Yes,35,No,No,3,No,Yes,230_250__,Yes,Greater than 245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,Yes,Yes,47,24,0,0,47,24,44.6,1.7 to 1,50,10,2,Yes,No,100,0,0,44.9,55,N/A,8,N/A,5,N/A,3,N/A,Not Available,8,100%,N/A,,,,"$69,200.00",20,20,"$72,000.00",20,20,"$75,000.00",20,20,Yes,NGO,NGO,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Required,Yes,Yes,Yes,,,,,,,(52 wks ),,,,,,,,"$78,500.00",20,20,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4302421044,4,4,No,No,July,Yes,No,https://www.tuftsmedicalcenter.org/patient-care-services/,Not Available,"Kathryn E Huber
MD, PhD
Tufts Med Ctr
Radiation Oncology Box 359
800 Washington St
Boston, MA 02111
Tel: (617) 636-8303
Fax: (617) 636-6260
E-mail: khuber@tuftsmedicalcenter.org","Raymond P Anderson
BA
Tufts Med Ctr
Radiation Oncology Box 359
800 Washington St
Boston, MA 02111
Tel: (617) 636-6175
Fax: (617) 636-6260
E-mail: randerson@tuftsmedicalcenter.org",4302421044,"Tufts Med Ctr, Radiation Oncology Box 359, 800 Washington St, Boston, MA 02111","800 Washington St, Boston, MA 02111","119 Belmont St, Worcester, MA 01605-2982","593 Eddy St, Providence, RI 02903",,,University-based,Tufts Medical Center,2,3,1,3,"Yes  , 1 year(s)",No,No,"Yes , Codes: 1263430A0",,-_11/16/2020 - 1/15/2021,9/15/2020,11/2/2020,Yes,35,No,No,3,No,Yes,220_220__,Yes,Greater than 245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,No,No,No,10,2,0,0,10,2,30,1.1 to 1,45,8,2,No,No,88.8,11.1,0,25.9,74,N/A,6,N/A,6,N/A,6,N/A,6,6,70%,10%,,,,"$62,440.00",15,NGO,"$65,370.00",15,NGO,"$68,455.00",15,NGO,Yes,NGO,NGO,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,"Available, Not Paid By Institution",When resident/fellow starts program,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Optional,Yes,Yes,Yes,,,,,,,,,,,,,,,"$72,005.00",15,NGO,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4302311039,4,4,No,No,July,Yes,No,https://www.hopkinsmedicine.org/radiation_oncology/education_training/,Not Available,"Ana Ponce Kiess
MD, PhD
Sidney Kimmel Comprehensive Cancer Ctr
Weinberg Bldg Ste 1440
401 N Broadway St
Baltimore, MD 21231
Tel: (410) 955-7390
Fax: (410) 502-1419
E-mail: rlewisf@jhmi.edu","Ruth  Lewis
Sidney Kimmel Comprehensive Cancer Ctr
Weinberg Bldg Ste 1440
401 N Broadway St
Baltimore, MD 21231-2410
Tel: (410) 955-7390
Fax: (410) 502-1419
E-mail: rlewisf@jhmi.edu",4302311039,"Sidney Kimmel Comprehensive Cancer Ctr, Weinberg Bldg Ste 1440, 401 N Broadway St, Baltimore, MD 21231","720 Rutland Ave, Baltimore, MD 21205-2196","600 N Wolfe St, Baltimore, MD 21287-1629",,,"This comprehensive and exciting program includes training in cyberknife, LINAC based stereotactic radiosurgery and radiotherapy, tomotherapy, IMRT with VMAT, gated therapy, TBI, full brachytherapy services, IOHDR, radiopharmaceuticals. We have an active proton therapy center with advanced modern IMPT technology. Research opportunities are available across the entire institution.",University-based,Johns Hopkins Hospital,4,4,4,4,"Yes  , 1 year(s)",No,No,"Yes , Codes: 1242430A0",,-_12/1/2020 - 2/10/2021,9/15/2020,12/1/2020,Yes,40,No,No,3,No,Yes,___,No,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Not required,Yes,Yes,Yes,25,8,0,0,25,8,56,1.5 to 1,55,14,1.5,No,No,100,0,0,41.6,58.3,N/A,6,N/A,7,N/A,7,N/A,7,9,95%,5%,,,,"$59,570.00",20,65,"$62,439.00",20,65,"$65,051.00",20,65,Yes,65,NGO,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Not Available,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Optional,Yes,Yes,Yes,,,,,,,,,,,,,,,"$67,913.00",20,65,,,,,,,,,,,
