,Link,Program best described as,Primary teaching site,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Participant 3,Intro,Year 1,Year 2,Year 3,Year 4,Year 5,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system (Residents participate during first year),% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Specialty Details,Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Participant 4,Night float system,Year most taxing schedule And frequency per year_Year 6,Beeper or home call (Weeks/Year)_Year 6,Participant 5,Participant 6,Participant 7,Year 6,Salary compensation_Year 6,Vacation days_Year 6,Sick days_Year 6,Salary compensation_Year 7,Vacation days_Year 7,Sick days_Year 7,Participant 8,Participant 9,Participant 10,Participant 11,Salary compensation_Year 8,Vacation days_Year 8,Sick days_Year 8,Year 7
0,https://freida.ama-assn.org/program/4403511214,Community-based,NYC Health + Hospitals/Woodhull,5,5,No,Yes,July,Yes,No,http://cumc.columbia.edu/harlemhospital/surgery-residency,Not Available,"Brian A Donaldson
MD
Harlem Hosp Ctr
Dept of Surgery MLK 11101
506 Lenox Ave
New York, NY 10037
Tel: (212) 939-1641
Fax: (212) 939-3536
E-mail: donaldsb@nychhc.org","Yvette  Rodriguez
Harlem Hosp Ctr
Dept of Surgery
506 Lenox Ave
New York, NY 10037
Tel: (212) 939-1641
Fax: (212) 939-3536
E-mail: rodriguy5@nychhc.org",4403511214,"Harlem Hosp Ctr, Dept of Surgery MLK 11101, 506 Lenox Ave, New York, NY 10037","506 Lenox Ave, New York, NY 10037-1003","760 Broadway, Brooklyn, NY 11206-5317","1275 York Ave, New York, NY 10021","622 W 168th St, New York, NY 10032",,,10,5,3,3,3,No,Yes,"Yes , Codes: 1478440P0,1478440C0",No,12/31/2020,12/4/2020 - 12/20/2020_12/1/2021 - 12/20/2021,10/1/2021,11/1/2021,No,80,No,No,2,No,Yes,220_220__,Yes,No Answer,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,Yes,No,No,12,0,6,0,18,0,16.6,0.6 to 1,70,16,1.2,No,Yes,1.3,98.6,0,26.2,73.7,Every fifth night for 12 month(s),0,Every third night for 12 month(s),0,Every third night for 12 month(s),0,Every third night for 12 month(s),0,Every third night for 12 month(s),Not Available,6,10%,N/A,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.","$61,670.00",28,NGO,"$64,221.00",28,NGO,"$69,323.00",28,NGO,"$71,724.00",28,NGO,"$73,827.00",28,NGO,No answer,NGO,NGO,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Optional,,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4403511217,Community-based university affiliated,Zucker School of Medicine at Hofstra/Northwell,5,5,No,Yes,July,Yes,No,http://www.lenoxhillhospital.org,Not Available,"Parswa  Ansari
MD
Lenox Hill Hosp
Dept of Surgery 8 Achelis
100 E 77th St
New York, NY 10075
Tel: (212) 434-2150
Fax: (212) 434-2083
E-mail: lsotomayor@northwell.edu","Janet  Velez
BBA
Lenox Hill Hosp
Dept of Surgery 8 Achelis
100 E 77th St
New York, NY 10075
Tel: (212) 434-2150
Fax: (212) 434-2083
E-mail: jvelez2@northwell.edu",4403511217,"Lenox Hill Hosp, Dept of Surgery 8 Achelis, 100 E 77th St, New York, NY 10075","125 Community Dr, Great Neck, NY 11021","22 S Greene St, Baltimore, MD 21201-1595","100 E 77th St, New York, NY 10021","300 Community Dr, Manhasset, NY 11030","269-01 76th Ave, New Hyde park, NY 11040",,7,7,4,4,4,No,Yes,"Yes , Codes: 1483440C0,1483440P0",No,10/1/2020,11/13/2020 - 1/8/2021_11/12/2021 - 1/7/2022,8/30/2021,10/1/2021,Yes,80,No,No,3,No,Yes,225_225_500_500,Yes,226-235,Yes,Yes,501-540,"Desired, with some exceptions",Yes,Yes,Yes,13,0,0,0,13,0,15.3,0.5 to 1,70,24,1.5,No,Yes,76.3,23.6,0,35.9,64,Every fourth night for 1 month(s),0,Every fourth night for 1 month(s),0,Every fourth night for 1 month(s),0,Every fourth night for 1 month(s),0,Every fourth night for 1 month(s),Not Available,6,5%,5%,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.","$73,000.00",20,NGO,"$75,000.00",20,NGO,"$77,000.00",20,NGO,"$78,500.00",20,NGO,"$80,000.00",20,NGO,Yes,90,NGO,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,When resident/fellow starts program,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Not available,,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4403521211,,,5,5,No,Yes,June,Yes,No,,Not Available,"Thomas  Fahey
MD
NewYork-Presbyterian/Weill Cornell Med Ctr
Dept of Surgery Box 207
525 E 68th St
New York, NY 10065
Tel:
Fax: (646) 697-0074
E-mail: tjfahey@med.cornell.edu","Jennifer  Cleaver
NewYork-Presbyterian/Weill Cornell Med Ctr
Dept of Surgery Box 207
525 E 68th St
New York, NY 10065
Tel: (646) 962-8413
Fax: (646) 697-0074
E-mail: jmc2015@med.cornell.edu",4403521211,"NewYork-Presbyterian/Weill Cornell Med Ctr, Dept of Surgery Box 207, 525 E 68th St, New York, NY 10065","525 E 68th St, New York, NY 10021","525 E 68th St, New York, NY 10021-1234","1275 York Ave, New York, NY 10021","8900 Ave & Van Wyck Expwy, Jamaica, NY 11418-2897",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4403500440,Community-based university affiliated,Mount Sinai South Nassau,5,5,Yes,Yes,July,Yes,No,https://www.southnassau.org/main/surgery-residency.aspx?srcaud=main,Not Available,"Eric  Seitelman
MD
Mount Sinai South Nassau
Dept of Surgery
1 Healthy Way
Oceanside, NY 11572
Tel: (516) 632-3935
Fax:
E-mail: eric.seitelman@snch.org","Maxwell  Bomser
Mount Sinai South Nassau
Dept of Med Education
609 Merrick Rd
Rockville Centre, NY 11570
Tel: (516) 497-7436
Fax:
E-mail: maxwell.bomser@snch.org",4403500440,"Mount Sinai South Nassau, Dept of Surgery, 1 Healthy Way, Oceanside, NY 11572","One Gustave L Levy Pl, New York, NY 10029-6574","2445 Oceanside Rd, Oceanside, NY 11572","1425 Madison Ave, New York, NY 10029","269-01 76th Ave, New Hyde Park, NY 11040",,Welcome to the General Surgery residency at Mount Sinai South Nassau. Our goal is to train competent and confident surgeons who are prepared for practice in general surgery. We look forward to training the next generation of surgeons in a supportive environment with a robust didactic program and with a very busy surgical schedule.,3,3,3,3,3,No,No,"Yes , Codes: 3067440C0",No,,-_-,,,Yes,48,No,No,3,No,Yes,200_200__,Yes,No Answer,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",No,No,No,9,0,0,1,9,1,11.1,0.6 to 1,76,24,1,No,,41.9,58,0,37.5,62.5,Every third night for week(s),0,Every third night for week(s),0,Every third night for week(s),0,Every third night for week(s),0,Every third night for week(s),Not Available,4,5%,5%,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.","$63,531.00",20,Not Available,"$67,097.00",20,Not Available,"$70,776.00",20,Not Available,"$74,342.00",20,Not Available,"$77,909.00",20,Not Available,Yes,NGO,NGO,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Not available,,No,No,No,,No,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4403500450,Community-based university affiliated,Vassar Brothers Medical Center,5,5,No,Yes,"June,July",Yes,No,https://gme.healthquest.org/,Not Available,"James  Nitzkorski
MD
Vassar Brothers Hosp-Health Quest
Dept of General Surgery
45 Reade Pl
Poughkeepsie, NY 12601
Tel: (845) 790-1311
Fax:
E-mail: mforte1@health-quest.org","Margaret  Forte
Vassar Brothers Hosp-Health Quest
Dept of General Surgery
45 Reade Pl
Poughkeepsie, NY 12601
Tel:
Fax:
E-mail: mforte1@health-quest.org",4403500450,"Vassar Brothers Hosp-Health Quest, Dept of General Surgery, 45 Reade Pl, Poughkeepsie, NY 12601","1351 Rte 55, LaGrangeville, NY 12540","45 Reade Pl, Poughkeepsie, NY 12601","622 W 168th St, New York, NY 10032","6511 Springbrook Ave, Rhinebeck, NY 12572","670 Stoneleigh Ave, Carmel, NY 10512","Health Quest strives to be the region's leading healthcare organization, recognized nationally for our quality, safety, service, compassion and education. Our dedication and investment in people, technology and facilities distinguish us as the provider of choice for patients, families and employees. We promote health and wellness and attend to the medical needs of families and individuals. We invite you to discover how Health Quest can help make you the doctor you want to be.",3,3,3,3,3,No,No,"Yes , Codes: 2183440C0",No,11/1/2020,11/1/2020 - 1/1/2021_10/1/2021 -,10/1/2021,,Yes,80,No,No,3,No,Yes,225__400_400,No,226-235,Yes,Yes,501-540,Required,Yes,No,No,27,2,0,0,27,2,7.4,1.8 to 1,75,24,1,No,,,,,,,Two times per week for 12 month(s),NGO,Two times per week for 12 month(s),NGO,Two times per week for 12 month(s),NGO,Two times per week for 12 month(s),NGO,Two times per week for 12 month(s),NGO,20,10%,N/A,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.","$67,500.00",20,NGO,"$70,875.00",20,NGO,"$76,545.00",20,NGO,"$80,372.00",20,NGO,"$84,391.00",20,NGO,Yes,NGO,NGO,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Not Available,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,Optional,,No,No,Yes,,No,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4403521240,University-based,Strong Memorial Hospital of the University of Rochester,5,5,No,Yes,June,Yes,No,http://www.urmc.rochester.edu/smd/gme/prospective/surgery/,Not Available,"Rabih  Salloum
MD
Univ of Rochester Med Ctr
Box SURG
601 Elmwood Ave
Rochester, NY 14642
Tel: (585) 275-2723
Fax:
E-mail: rabih_salloum@urmc.rochester.edu","Amy  Mills
Univ of Rochester Med Ctr
Dept of Surgery Box SURG
601 Elmwood Ave
Rochester, NY 14642-8410
Tel: (585) 275-2723
Fax: (585) 276-2504
E-mail: amy_mills@urmc.rochester.edu",4403521240,"Univ of Rochester Med Ctr, Box SURG, 601 Elmwood Ave, Rochester, NY 14642","601 Elmwood Ave, Rochester, NY 14642","1425 Portland Ave, Rochester, NY 14621-3095","1000 South Ave, Rochester, NY 14620-9986",,,,10,7,7,7,7,No,Yes,"Yes , Codes: 1511440C0,1511440P2",No,11/1/2020,11/12/2020 - 1/28/2021_11/11/2021 - 1/20/2022,9/15/2021,11/1/2021,Yes,70,No,No,3,No,Yes,230_230__,Yes,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,Yes,No,No,60,0,1,0,61,0,20,1.5 to 1,55,24,1,No,Yes,93.3,6.6,0,44.2,55.7,Every third night for 2 month(s),0,Three times per week for 2 month(s),NGO,Three times per week for 2 month(s),NGO,Three times per week for 4 month(s),NGO,Three times per week for 2 month(s),NGO,8,26%,15%,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.","$59,023.00",28,NGO,"$61,231.00",28,NGO,"$64,631.00",28,NGO,"$66,906.00",28,NGO,"$69,184.00",28,NGO,Yes,NGO,NGO,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Not available,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4403500444,,,5,5,No,Yes,July,Yes,No,https://southampton.stonybrookmedicine.edu/,Not Available,"George D Keckeisen
MD
Stony Brook Southampton Hosp
Surgery Pgm
240 Meeting House Ln
Southampton, NY 11968
Tel: (631) 726-0409
Fax: (631) 726-0396
E-mail: gkeckeisen@southamptonhospital.org","Molly  Kochanasz
Stony Brook Southampton Hosp
Surgery Pgm
240 Meeting House Ln
Southampton, NY 11968
Tel: (631) 726-0409
Fax:
E-mail: molly.kochanasz@stonybrookmedicine.edu",4403500444,"Stony Brook Southampton Hosp, Surgery Pgm, 240 Meeting House Ln, Southampton, NY 11968","101 Nichols Rd, Stony Brook, NY 11794","240 Meeting House Ln, Southampton, NY 11968","622 W 168th St, New York, NY 10032","300 Community Dr, Manhasset, NY 11030","1300 Roanoke Ave, Riverhead, NY 11901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4403511236,,,5,5,No,Yes,July,Yes,No,http://www.northwell.edu,Not Available,"Karen E  Gibbs
MD
Staten Island Univ Hosp
Dept of Surgery Rm HT 252
475 Seaview Ave
Staten Island, NY 10305
Tel: (718) 226-8630
Fax: (718) 226-7971
E-mail: kgibbs@northwell.edu","Michele  Arena
Staten Island Univ Hosp
Dept of Surgery
242 Mason Ave
Staten Island, NY 10305
Tel: (718) 226-8630
Fax: (718) 226-7971
E-mail: marena4@northwell.edu",4403511236,"Staten Island Univ Hosp, Dept of Surgery Rm HT 252, 475 Seaview Ave, Staten Island, NY 10305","125 Community Dr, Great Neck, NY 11021","475 Seaview Ave, Staten Island, NY 10305-3498","540 First Ave, New York, NY 10016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4403500452,,,5,5,Yes,Yes,July,No,No,https://renaissance.stonybrookmedicine.edu/surgery,Not Available,"Sherif R Abdel-Misih
MD
Stony Brook Med
Surgery Pgm
Health Sciences Ctr 19-020
Stony Brook, NY 11794-8191
Tel: (631) 444-8086
Fax:
E-mail: sherif.abdel-misih@stonybrookmedicine.edu","Deborah A Thornton
Stony Brook Med
Surgery Pgm
Health Sciences Ctr 19-020
Stony Brook, NY 11794-8191
Tel: (631) 444-1791
Fax:
E-mail: deborah.thornton@stonybrookmedicine.edu",4403500452,"Stony Brook Med, Surgery Pgm, Health Sciences Ctr 19-020, Stony Brook, NY 11794-8191","101 Nichols Rd, Stony Brook, NY 11794","79 Middleville Rd, Northport, NY 11768","101 Hospital Rd, Patchogue, NY 11772","240 Meeting House Ln, Southampton, NY 11968",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4403521242,,,5,5,No,Yes,July,Yes,No,http://www.uhmc.sunysb.edu/surgery,Not Available,"Sherif  Abdel-Misih
MD
Stony Brook Med
Dept of Surgery T-19 090
Nicolls Rd
Stony Brook, NY 11794-8191
Tel:
Fax:
E-mail: sherif.abdel-misih@stonybrookmedicine.edu","Deborah  Thornton
SUNY Stony Brook Univ
Dept of Surgery T-19 090
Nicolls Rd
Stony Brook, NY 11794-8191
Tel: (631) 444-1791
Fax: (631) 444-7689
E-mail: deborah.thornton@stonybrookmedicine.edu",4403521242,"Stony Brook Med, Dept of Surgery T-19 090, Nicolls Rd, Stony Brook, NY 11794-8191","101 Nichols Rd, Stony Brook, NY 11794","259 First St, Mineola, NY 11501-3957","79 Middleville Rd, Northport, NY 11768",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4403521244,,,5,5,No,Yes,July,Yes,No,http://www.upstate.edu/surgery/education/residency/general/,Not Available,"Andreas H Meier
MD, MEd
SUNY Upstate Med Univ
Dept of Surgery
750 E Adams St
Syracuse, NY 13210
Tel: (315) 464-7261
Fax:
E-mail: liberatk@upstate.edu","Kelly L Liberati
SUNY Upstate Med Univ
Dept of Surgery
750 E Adams St
Syracuse, NY 13210
Tel: (315) 464-7261
Fax:
E-mail: liberatk@upstate.edu",4403521244,"SUNY Upstate Med Univ, Dept of Surgery, 750 E Adams St, Syracuse, NY 13210","750 E Adams St, Syracuse, NY 13210","800 Irving Ave, Syracuse, NY 13210","301 Prospect Ave, Syracuse, NY 13203-1807","736 Irving Ave, Syracuse, NY 13210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4403521227,University-based,Westchester Medical Center,5,5,No,Yes,July,Yes,No,https://www.westchestermedicalcenter.com/surgery1,Not Available,"Jorge  Con
MD
Westchester Med Ctr
Taylor Pavilion Rm E-131
100 Woods Rd
Valhalla, NY 10595
Tel: (914) 493-5032
Fax: (914) 493-1679
E-mail: jorge.con@wmchealth.org","Olga  Mateo-Rodriguez
Westchester Med Ctr
Dept of Surgery Taylor Pavilion Rm E130
100 Woods Rd
Valhalla, NY 10595
Tel: (914) 493-7614
Fax: (914) 493-1679
E-mail: olga.mateo-rodriguez@wmchealth.org",4403521227,"Westchester Med Ctr, Taylor Pavilion Rm E-131, 100 Woods Rd, Valhalla, NY 10595","100 Woods Rd, Valhalla, NY 10595","2800 Main St, Bridgeport, CT 06606-0729",,,,,9,7,4,4,4,No,Yes,"Yes , Codes: 2157440C0,2157440P0",No,12/1/2020,10/21/2020 - 1/13/2021_10/20/2021 - 1/12/2022,9/15/2021,12/1/2021,No,117,No,No,2,No,Yes,225_225__,Yes,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,Yes,No,No,22,1,0,0,22,1,18.1,0.7 to 1,78,24,1,No,,59.6,40.3,0,35.5,64.4,Every fourth night for 11 month(s),0,Every fourth night for 11 month(s),0,Every fourth night for 11 month(s),0,Every fourth night for 11 month(s),0,Every fourth night for 11 month(s),Not Available,6,5%,N/A,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.","$64,260.00",28,12,"$67,626.00",28,12,"$70,747.00",28,12,"$72,828.00",28,12,"$74,909.00",28,12,Yes,12,365,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Fully Paid by Institution,Fully Paid by Institution,Not Available,Resident Shares Cost,Resident Shares Cost,"Available, Not Paid By Institution",Fully Paid by Institution,"Available, Not Paid By Institution","Available, Not Paid By Institution",When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Optional,,No,No,Yes,,No,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4403821251,Community-based university affiliated,Summa Akron City Hospital,5,5,No,Yes,July,Yes,No,http://meded.summahealth.org/residency-programs/general-surgery,Not Available,"Joel A Porter
MD
Summa Health System
Surgery Admin
525 E Market St
Akron, OH 44304
Tel: (330) 375-6299
Fax: (330) 375-3751
E-mail: porterj@summahealth.org","Danielle F Daisher
BS
Summa Health System
Ste 2F
55 Arch St
Akron, OH 44304
Tel: (330) 375-6299
Fax: (330) 375-3751
E-mail: daisherd@summahealth.org",4403821251,"Summa Health System, Surgery Admin, 525 E Market St, Akron, OH 44304","525 E Market St, Akron, OH 44309-2090","525 E Market St, Akron, OH 44309-2090","One Perkins Sq, Akron, OH 44308-1062","11100 Euclid Ave, Cleveland, OH 44106-2602",,,4,4,4,4,4,No,No,"Yes , Codes: 1541440C0",No,11/20/2020,11/1/2020 - 1/31/2021_11/1/2021 - 1/31/2022,10/1/2021,11/30/2021,Yes,80,No,No,3,No,Yes,220_230__,Yes,210-225,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",Greater than 600,"Desired, with some exceptions",Yes,No,No,27,0,0,0,27,0,14.8,1.3 to 1,76,24,1,Yes,Yes,96.9,1.5,1.5,29.9,70,Other for 12 month(s),0,Other for 12 month(s),0,Other for 12 month(s),0,Other for 12 month(s),0,Other for 12 month(s),Not Available,6,5%,N/A,"Recent data from the American Board of Surgery on cumulative certifying examinations' pass rates can be found at their web site, www.absurgery.org.","$57,952.00",15,30,"$59,820.00",15,30,"$61,081.00",15,30,"$63,045.00",15,30,"$65,252.00",15,30,Yes,NGO,NGO,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,Optional,,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,
