,Link,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Participant 3,Participant 4,Intro,Participant 5,Participant 6,Participant 7,Participant 8,Participant 9,Participant 10,Program best described as,Primary teaching site,Year 1,Year 2,Year 3,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system,% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Year 4,,Night float system (Residents participate during first year)
0,https://freida.ama-assn.org/program/2003511050,3,3,No,No,"July,Negotiable",No,No,http://www.mskcc.org,Not Available,"Josef J Fox
MD
Memorial Sloan-Kettering Cancer Ctr
Box 77
1275 York Ave
New York, NY 10065
Tel: (212) 639-7371
Fax:
E-mail: foxj@mskcc.org","Jacqueline  Kurdziel
Memorial Sloan-Kettering Cancer Ctr
Dept of Radiology Box 29
1275 York Ave
New York, NY 10065
Tel: (212) 639-2190
Fax: (212) 717-3234
E-mail: kurdziej@mskcc.org",2003511050,"Memorial Sloan-Kettering Cancer Ctr, Box 77, 1275 York Ave, New York, NY 10065","1275 York Ave, New York, NY 10021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2003521051,3,3,No,Yes,"July,Negotiable",Yes,No,,Not Available,"Somali  Gavane
MD
Mount Sinai Med Ctr
Box 1141
1 Gustave L Levy Pl
New York, NY 10029
Tel: (212) 241-6549
Fax: (212) 831-2851
E-mail: somali.gavane@mountsinai.org","Elba  Colman
Mount Sinai Med Ctr
Box 1141
1 Gustave L Levy Pl
New York, NY 10029-6574
Tel: (212) 241-3678
Fax: (212) 831-2851
E-mail: elba.colman@mountsinai.org",2003521051,"Mount Sinai Med Ctr, Box 1141, 1 Gustave L Levy Pl, New York, NY 10029","One Gustave L Levy Pl, New York, NY 10029-6574","1425 Madison Ave, New York, NY 10029",,,,,"This training program is a dynamic one that incorporates recent advances in nuclear medicine. The program is accredited by ACGME since 1976 and provides a wide variety of clinical educational opportunities across all areas. Our Department is equipped with advanced 2 PET/CT, PET/MR, 3 SPECT/CT and 2 ultra fast CZT cardiac cameras. Residents are encouraged to participate in basic or clinical research and are fully supported to attend and present their research in regional and national meetings.",,,,,,,University-based,Icahn School of Medicine at Mount Sinai,0,3,1,"Yes  , 1 year(s)",No,No,No,8/3/2020,9/7/2020 -_10/5/2020 -,9/13/2021,2/21/2022,Yes,15,No,No,4,No,Yes,200_200__,Yes,No Answer,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,Yes,Yes,No,5,1,1,0,6,1,60.0,1.3 to 1,45,16,1.5,No,No,11.1,69.4,19.4,0.0,100.0,N/A,13,N/A,13,N/A,13,,,5,NGO,N/A,,,,"$66,922.00",20,15,"$70,518.00",20,15,"$73,332.00",20,15,No answer,20,Not Available,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Not Available,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,When resident/fellow starts program,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Optional,No,No,Yes,,,
0,https://freida.ama-assn.org/program/2003511050,3,3,No,No,"July,Negotiable",No,No,http://www.mskcc.org,Not Available,"Josef J Fox
MD
Memorial Sloan-Kettering Cancer Ctr
Box 77
1275 York Ave
New York, NY 10065
Tel: (212) 639-7371
Fax:
E-mail: foxj@mskcc.org","Jacqueline  Kurdziel
Memorial Sloan-Kettering Cancer Ctr
Dept of Radiology Box 29
1275 York Ave
New York, NY 10065
Tel: (212) 639-2190
Fax: (212) 717-3234
E-mail: kurdziej@mskcc.org",2003511050,"Memorial Sloan-Kettering Cancer Ctr, Box 77, 1275 York Ave, New York, NY 10065","1275 York Ave, New York, NY 10021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2003921064,3,3,No,No,July,Yes,No,http://oumedicine.com/radiology,Not Available,"Dale  Brannon
MD
Univ of Oklahoma Health Sciences Ctr
PO Box 26901 Ste 4G 4200
940 NE 13th St
Oklahoma City, OK 73126
Tel: (405) 271-5125
Fax:
E-mail: dale-brannon@ouhsc.edu","Kelsey H Molskness
BS
Univ of Oklahoma Health Sciences Ctr
Dept of Radiological Sciences Ste 3210
940 NE 13th St
Oklahoma City, OK 73104
Tel: (405) 271-8001
Fax:
E-mail: kelsey-molskness@ouhsc.edu",2003921064,"Univ of Oklahoma Health Sciences Ctr, PO Box 26901 Ste 4G 4200, 940 NE 13th St, Oklahoma City, OK 73126","940 Stanton L Young Blvd, Oklahoma City, OK 73104","1200 Children's Ave, Oklahoma City, OK 73104","921 NE 13th St, Oklahoma City, OK 73104","700 NE 13th St, Oklahoma City, OK 73104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2004021065,3,3,Yes,Yes,July,No,No,,Not Available,"Nadine  Mallak
MD
Oregon Health & Science Univ
L340
3181 SW Sam Jackson Park Rd
Portland, OR 97239
Tel:
Fax:
E-mail: mallak@ohsu.edu","Melissa  Reed
Oregon Health & Science Univ Hosp
L340
3181 SW Sam Jackson Park Rd
Portland, OR 97239
Tel: (503) 494-4974
Fax:
E-mail: reedmeli@ohsu.edu",2004021065,"Oregon Health & Science Univ, L340, 3181 SW Sam Jackson Park Rd, Portland, OR 97239","3181 SW Sam Jackson Park Rd, Portland, OR 97201-3098",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2004100119,3,3,No,No,July,No,No,https://residency.med.psu.edu/programs/nuclear-medicine-fellowship/,Not Available,"Thomas W Allen
MD
Penn State Hershey Med Ctr
PO Box 850
500 University Dr
Hershey, PA 17033
Tel: (717) 531-6694
Fax: (717) 531-5596
E-mail: tallen1@pennstatehealth.psu.edu","Christina  Moorhead
Penn State Hershey Med Ctr
PO Box 850 H066
500 University Dr
Hershey, PA 17033
Tel:
Fax:
E-mail: cmoorhead@pennstatehealth.psu.edu",2004100119,"Penn State Hershey Med Ctr, PO Box 850, 500 University Dr, Hershey, PA 17033","500 University Dr, Hershey, PA 17033-0850",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2004221069,3,3,No,Yes,July,Yes,No,,Not Available,"Frieda  Silva-Hernandez
MD
Univ of Puerto Rico Med Science Campus
Nuclear Medicine Pgm
GPO Box 5067
San Juan, PR 00936
Tel: (787) 625-9958
Fax: (787) 622-7852
E-mail: frieda.silva@upr.edu","Virgenmina  Ayala
BA
Univ of Puerto Rico Med Science Campus
Nuclear Medicine Pgm
GPO Box 5067
San Juan, PR 00936
Tel: (787) 622-9958
Fax:
E-mail: virgenmina.ayala@upr.edu",2004221069,"Univ of Puerto Rico Med Science Campus, Nuclear Medicine Pgm, GPO Box 5067, San Juan, PR 00936","GPO Box 5067, San Juan, PR 00936-5067","PO Box 2116, San Juan, PR 00922","10 Casia St, San Juan, PR 00921-3201","#1815 Km 117, Bayamon, PR 00959","Avenida Plaza Las Americas, San Juan, PR 00918",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2004521070,3,3,No,No,July,No,No,https://education.musc.edu/colleges/medicine/departments/radiology/,Not Available,"Leonie  Gordon
MD
Med Univ of South Carolina
CSB Ste 210 MSC 323
96 Jonathan Lucas St
Charleston, SC 29425
Tel: (843) 792-3269
Fax: (843) 792-9319
E-mail: gordonl@musc.edu","Jessica  Albert
Med Univ of South Carolina
CSB Ste 210 MSC 323
96 Jonathan Lucas St
Charleston, SC 29425-0323
Tel: (843) 792-0337
Fax: (843) 792-9319
E-mail: albertj@musc.edu",2004521070,"Med Univ of South Carolina, CSB Ste 210 MSC 323, 96 Jonathan Lucas St, Charleston, SC 29425","169 Ashley Ave, Charleston, SC 29425","171 Ashley Ave, Charleston, SC 29425-0950",,,,,,,,,,,,University-based,MUSC Medical Center,1,0,,"Yes  , 1 year(s)",No,No,No,,-_-,,,No,2,No,No,3,No,Yes,220_210__,Yes,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,Yes,No,No,3,0,0,0,3,0,33.3,3.0 to 1,40,10,2,No,No,,,,,,N/A,0,N/A,17,N/A,17,,,7,100%,N/A,,,,"$55,717.00",15,15,"$57,224.00",15,15,"$59,647.00",15,15,No,15,15,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,"Available, Not Paid By Institution",Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Optional,Yes,Yes,No,,,
0,https://freida.ama-assn.org/program/2004721072,3,3,Yes,Yes,July,No,No,https://www.vumc.org/radiology/,Not Available,"Chirayu  Shah
MD
Vanderbilt Univ Med Ctr
R1318 Med Ctr North
1161 21st Ave S
Nashville, TN 37232-2675
Tel: (615) 322-3780
Fax: (615) 322-3764
E-mail: radprogram@vumc.org","Laura H Elgin
Vanderbilt Univ Med Ctr
CCC-1121 Med Ctr North
1161 21st Ave S
Nashville, TN 37232-2675
Tel: (615) 875-6256
Fax: (615) 322-3764
E-mail: laura.elgin@vumc.org",2004721072,"Vanderbilt Univ Med Ctr, R1318 Med Ctr North, 1161 21st Ave S, Nashville, TN 37232-2675","1161 21st Ave S, Nashville, TN 37232-2104","1310 24th Ave S, Nashville, TN 37212-2637",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2004821073,3,3,No,Yes,July,Yes,No,http://www.utsouthwestern.edu/radiology,Not Available,"Lorraine  De Blanche
MD
Univ of Texas Southwestern Med Ctr
Dept of Radiology
5323 Harry Hines Blvd
Dallas, TX 75390-9316
Tel: (214) 645-2889
Fax:
E-mail: jordan.luisi@utsouthwestern.edu","Jordan  Luisi
BA
Univ of Texas Southwestern Med Ctr
Dept of Radiology
5323 Harry Hines Blvd
Dallas, TX 75390
Tel: (214) 648-8745
Fax:
E-mail: jordan.luisi@utsouthwestern.edu",2004821073,"Univ of Texas Southwestern Med Ctr, Dept of Radiology, 5323 Harry Hines Blvd, Dallas, TX 75390-9316","5323 Harry Hines Blvd, Dallas, TX 75390-9002","1935 Medical District Dr, Dallas, TX 75235","5201 Harry Hines Blvd, Dallas, TX 75235",,,,"For non-ACGME candidates, special approval is necessary by the Graduate Medical Education Committee of UT Southwestern. This process can take 3-4 months. For more information, contact the program coordinator.",,,,,,,University-based,University of Texas Southwestern Medical Center,2,0,2,"Yes  , 1 year(s)",No,No,No,12/1/2020,11/2/2020 - 1/29/2021_11/2/2021 - 1/28/2022,8/3/2020,12/31/2021,Yes,6,No,No,3,No,Yes,200_200__,Yes,210-225,No,No,No Answer,"Desired, with some exceptions",Yes,No,No,3,1,2,0,5,1,33.3,1.0 to 1,50,14,2,Yes,No,,,,,,Other for 12 week(s),12,Other for 12 week(s),12,Other for 12 week(s),12,,,8,30%,0%,,,,"$60,122.00",25,10,"$62,570.00",25,10,"$65,070.00",25,10,Yes,25,90,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Required,Yes,Yes,Yes,,(4 wks ),
0,https://freida.ama-assn.org/program/2004831085,3,3,Yes,Yes,July,No,No,,Not Available,"Penny J Vroman
MD
Brooke Army Med Ctr
Nuclear Medicine Pgm
3851 Roger Brooke Dr
JBSA Ft Sam Houston, TX 78234
Tel: (210) 292-5290
Fax:
E-mail: penny.j.vroman.mil@mail.mil","Susan  Quintero
SAUSHEC
Nuclear Medicine Pgm Ste 1
2200 Bergquist Dr
JBSA Lackland AFB, TX 78236
Tel: (210) 292-5290
Fax: (210) 292-3946
E-mail: susan.j.quintero.civ@mail.mil",2004831085,"Brooke Army Med Ctr, Nuclear Medicine Pgm, 3851 Roger Brooke Dr, JBSA Ft Sam Houston, TX 78234","2200 Bergquist Dr, Lackland AFB, TX 78236-5300","3851 Roger Brooke Dr, Fort Sam Houston, TX 78234-6200","4502 Medical Dr, San Antonio, TX 78229-4493",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2005421078,3,3,No,Yes,"July,Negotiable",No,No,http://rad.washington.edu/education/nuclear-medicine-residency,Not Available,"David  Lewis
MD
Univ of Washington Sch of Med
Div of Nuclear Med Box 356113
1959 NE Pacific St
Seattle, WA 98195
Tel: (206) 616-5781
Fax: (206) 543-6317
E-mail: lewis@u.washington.edu","Paula  Last
Univ of Washington Sch of Med
Div of Nuclear Med Box 357115
1959 NE Pacific St
Seattle, WA 98195-7115
Tel: (206) 616-5781
Fax: (206) 543-6317
E-mail: nmadmin@u.washington.edu",2005421078,"Univ of Washington Sch of Med, Div of Nuclear Med Box 356113, 1959 NE Pacific St, Seattle, WA 98195","850 Republican St, Seattle, WA 98109","1959 NE Pacific St, Seattle, WA 98195","4800 Sand Point Way NE, Seattle, WA 98105","1660 S Columbian Way, Seattle, WA 98108","325 Ninth Ave, Seattle, WA 98104-2499","747 Broadway, Seattle, WA 98122-4307","First year includes laboratory experience in nuclear pharmacy and instrumentation. Second and third year provide in-depth specialized clinical training (cardiac nuclear medicine, neuroimaging, oncologic imaging, pediatric nuclear medicine). In-depth training in CT cross-sectional imaging, PET and SPECT imaging, and in integrating the information provided by hybrid imaging systems (PET/CT, SPECT/CT) together with other relevant clinical data. QA and research projects are strongly encouraged.","824 Eastlake Ave E, Seattle, WA 98109-1023",,,,,,University-based,University of Washington School of Medicine,4,2,,"Yes  , 1 year(s)",No,No,No,11/27/2020,7/20/2020 - 11/30/2020_7/20/2020 - 11/30/2021,7/20/2020,11/26/2021,Yes,15,No,No,3,No,Yes,200_200__,Yes,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,Yes,No,No,7,1,1,3,8,4,71.4,1.2 to 1,52,11,2,Yes,No,16.6,83.3,0.0,40.0,60.0,N/A,10,N/A,10,N/A,10,,,6,NGO,N/A,,,,"$64,200.00",24,17,"$66,852.00",24,17,"$69,708.00",24,17,No,38,365,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,Not available,No,No,No,,,
0,https://freida.ama-assn.org/program/2005621079,3,3,No,Yes,July,Yes,No,https://www.radiology.wisc.edu/education/residency/nuclear_medicine/,Not Available,"Steve Y H Cho
MD
Univ of Wisconsin Hosps and Clinics
Dept of Radiology MC3252
600 Highland Ave
Madison, WI 53792
Tel: (608) 263-0889
Fax: (608) 265-7390
E-mail: scho@uwhealth.org","Aaron  Pinkston
Univ of Wisconsin Hosps and Clinics
Dept of Radiology MC3252
600 Highland Ave
Madison, WI 53792-3252
Tel: (608) 263-0889
Fax:
E-mail: apinkston@uwhealth.org",2005621079,"Univ of Wisconsin Hosps and Clinics, Dept of Radiology MC3252, 600 Highland Ave, Madison, WI 53792","600 Highland Ave, Madison, WI 53792",,,,,,,,,,,,,University-based,University of Wisconsin Hospitals and Clinics,1,1,,"Yes  , 1 year(s)",No,No,No,,-_-,,,Yes,5,No,No,3,No,Yes,190_190__,Yes,No Answer,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,No,No,4,0,1,0,5,0,25.0,2.2 to 1,45,10,2,Yes,No,0.0,100.0,0.0,50.0,50.0,N/A,9,N/A,12,N/A,12,,,5,NGO,N/A,,,,"$62,128.00",15,10,"$64,562.00",15,10,"$67,461.00",15,10,Yes,NGO,NGO,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,"Available, Not Paid By Institution",Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,Optional,Yes,Yes,No,,,
0,https://freida.ama-assn.org/program/2200111018,4,4,No,Yes,June,Yes,No,http://www.uab.edu/medicine/obgynresidency/,Not Available,"Kerri S Bevis
MD
Univ of Alabama Med Ctr
176F Women and Infants Ctr #5328
619 19th St S
Birmingham, AL 35249
Tel: (205) 934-4986
Fax: (205) 975-6174
E-mail: ksbevis@uabmc.edu","Jason  Whitehead
MPA
Univ of Alabama Med Ctr
176F Women and Infants Ctr #5328
619 19th St S
Birmingham, AL 35249-7333
Tel: (205) 934-7872
Fax: (205) 975-6411
E-mail: jasonwhitehead@uabmc.edu",2200111018,"Univ of Alabama Med Ctr, 176F Women and Infants Ctr #5328, 619 19th St S, Birmingham, AL 35249","619 19th St S, Birmingham, AL 35249-6505","810 St Vincent's Dr, Birmingham, AL 35202-2407","1600 7th Ave S, Birmingham, AL 35233","700 S 19th St, Birmingham, AL 35233","2010 Brookwood Medical Center Dr, Birmingham, AL 35209",,"The UAB Ob/Gyn Fund for Excellence in Education is an opportunity where residents can apply for funds to support travel to research meetings and other conference, research supplies, or global elective travel.",,,,,,,University-based,University of Alabama Hospital,8,8,8,No,No,"Yes , Codes: 1007220C0",No,10/21/2020,11/16/2020 - 1/11/2021_-,,,No,80,No,No,3,No,Yes,220___,No,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,Yes,Yes,42,1,0,0,42,1,61.9,1.3 to 1,64,24,1.6,Yes,,100.0,0.0,0.0,67.7,32.2,N/A,NGO,Every eighth night for 6 week(s),NGO,Every eighth night for 6 week(s),NGO,Every eighth night for 6 week(s),NGO,3,25%,0%,"$54,214.00",18,18,"$55,992.00",18,18,"$57,506.00",18,18,"$59,941.00",18,18,No answer,60,NGO,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,"Available, Not Paid By Institution",Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,"Available, Not Paid By Institution",When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Required,No,No,Yes,8,(6 wks ),Yes
0,https://freida.ama-assn.org/program/2200121020,4,4,No,No,July,Yes,No,https://www.usahealthsystem.com/obgynresidencyprogram,USA Health Obstetrics & Gynecology Residency Program,"Jennifer Y Pierce
MD, MPH
Univ of South Alabama Med Ctr
Dept of Ob/Gyn Ste 100
251 Cox St
Mobile, AL 36604
Tel: (251) 415-1557
Fax: (251) 415-1552
E-mail: usaobgyn@southalabama.edu","Shavella  Kelly
Univ of South Alabama Med Ctr
Dept of Ob/Gyn Ste 100
251 Cox St
Mobile, AL 36604
Tel: (251) 415-1557
Fax: (251) 415-1552
E-mail: skelly@health.southalabama.edu",2200121020,"Univ of South Alabama Med Ctr, Dept of Ob/Gyn Ste 100, 251 Cox St, Mobile, AL 36604","2451 USA Medical Center Dr, Mobile, AL 36617-2293","1700 Center St, Mobile, AL 36604-3391","5 Mobile Infirmary Circle, Mobile, AL 36652","2451 Fillingim St, Mobile, AL 36617-2293","4400 Bayou Blvd, Pensacola, FL 32503",,"Da Vinci training as console surgeon and anatomy lab every September. Surgical laboratory simulation, Conferences, friendly approachable faculty, interns operate in first year. Resident research day to showcase resident projects.",,,,,,,University-based,USA Health Children's and Women's Hospital,4,4,4,No,No,"Yes , Codes: 1852220C0",No,10/23/2020,11/20/2020 - 1/9/2021_-,,,No,75,No,No,3,No,Yes,210___,No,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,No,No,14,0,3,0,17,0,50.0,0.9 to 1,65,24,1.5,Yes,,87.5,0.0,12.5,79.1,20.8,Every sixth night for 9 month(s),NGO,Every sixth night for 9 month(s),NGO,Every eleventh night or more for 10 month(s),NGO,Every eleventh night or more for 11 month(s),NGO,3,10%,10%,"$52,578.00",20,12,"$54,415.00",20,12,"$56,197.00",20,12,"$58,823.00",20,12,Yes,12,84,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Not Available,When resident/fellow starts program,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Not available,Yes,Yes,Yes,4,,Yes
0,https://freida.ama-assn.org/program/2200411026,4,4,No,Yes,July,Yes,No,http://www.uams.edu/obgyn/residency/,Not Available,"Amy  Phillips
MD
Univ of Arkansas for Med Sciences
Slot 518
4301 W Markham St
Little Rock, AR 72205
Tel: (501) 526-7569
Fax: (501) 686-8945
E-mail: amphillips@uams.edu","Denise  Thomas
Univ of Arkansas for Med Sciences
Slot 518
4301 W Markham St
Little Rock, AR 72205
Tel: (501) 526-7569
Fax: (501) 686-8945
E-mail: dmthomas2@uams.edu",2200411026,"Univ of Arkansas for Med Sciences, Slot 518, 4301 W Markham St, Little Rock, AR 72205","4301 W Markham St, Little Rock, AR 72205-7249","4301 W Markham St, Little Rock, AR 72205","800 Marshall St, Little Rock, AR 72202-3591","4300 W 7th St, Little Rock, AR 72205-5484","2 St Vincent Cir, Little Rock, AR 72205-3591","9101 Kanis Rd, Little Rock, AR 72205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
