,Link,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Participant 3,Participant 4,Participant 5,Intro,,Year 1,Year 2,Year 3,Year 4,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system,% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Program best described as,Primary teaching site,Night float system (Residents participate during first year),Participant 6,Participant 7,Participant 8,Participant 9,Participant 10,Participant 11,Year 5,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Year 6,Year most taxing schedule And frequency per year_Year 6,Beeper or home call (Weeks/Year)_Year 6,Salary compensation_Year 6,Vacation days_Year 6,Sick days_Year 6,Specialty Details,Salary compensation_Year 7,Vacation days_Year 7,Sick days_Year 7,Salary compensation_Year 8,Vacation days_Year 8,Sick days_Year 8,Year 7,,,
0,https://freida.ama-assn.org/program/4004111187,4,4,No,Yes,"July,Negotiable",Yes,No,http://www.pennstatehershey.org/web/psychiatry/education/adultresidency,"Penn State Psychiatry and Behavioral Health Residency Program, Hershey, Pa.","Ahmad  Hameed
MD
Penn State Hershey Med Ctr
Dept of Psychiatry MC H073 PO Box 850
500 University Dr
Hershey, PA 17033
Tel: (717) 531-4344
Fax: (717) 531-6491
E-mail: ahameed@pennstatehealth.psu.edu","Jennifer R Koser
Penn State Health Hershey Med Ctr
Dept of Psychiatry MC H073 PO Box 850
500 University Dr
Hershey, PA 17033
Tel: (717) 531-4344
Fax: (717) 531-6491
E-mail: psychiatry_residency@pennstatehealth.psu.edu",4004111187,"Penn State Hershey Med Ctr, Dept of Psychiatry MC H073 PO Box 850, 500 University Dr, Hershey, PA 17033","500 University Dr, Hershey, PA 17033-0850","111 S Front St, Harrisburg, PA 17105-8700","1700 S Lincoln Ave, Lebanon, PA 17042-7597","2501 N Third St, Harrisburg, PA 17110-2908",,,,"Please join us for one of two VIRTUAL OPEN HOUSE events: September 27, 2020 Register at https://pshealth.zoom.us/meeting/register/tJUofuCqrDIjG9ydegr9uWy8Kj3EheZEzNa0. October 7, 2020 Register at https://pshealth.zoom.us/meeting/register/tJwqdOuvrDIpE9NfMNgmQ2FpAgAl5LJNifWz.",,6,6,5,5,No,No,"Yes , Codes: 1617400C0",No,1/2/2021,11/6/2020 - 1/29/2021_10/15/2021 - 1/21/2022,9/17/2021,1/2/2022,Yes,61,No,No,3,No,Yes,220_229_400_500,Yes,226-235,Yes,Yes,501-540,"Desired, with some exceptions",Yes,No,No,41,26,2,1,43,27,34.1,1.9 to 1,40,24,2,Yes,No,28.7,67.3,3.9,36.6,63.3,Every tenth night for 2 month(s),0,Every tenth night for 12 month(s),0,Every tenth night for 12 month(s),NGO,N/A,NGO,8,8%,N/A,"$60,632.00",15,Not Available,"$62,684.00",15,Not Available,"$64,735.00",15,Not Available,"$67,321.00",20,Not Available,Yes,30,60,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Optional,Yes,Yes,Yes,University-based,Penn State Milton S Hershey Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4004121195,4,4,No,Yes,July,Yes,No,https://medicine.temple.edu/,Not Available,"Jessica  Kovach
MD
Temple Univ Hosp Episcopal Campus
Ste 305 B Med Arts Bldg
100 E Lehigh Ave
Philadelphia, PA 19125
Tel:
Fax:
E-mail: jessica.kovach@tuhs.temple.edu","Alexandria  Owen
Temple Univ Hosp Episcopal Campus
Dept of Psychiatry
100 E Lehigh Ave
Philadelphia, PA 19125
Tel: (215) 707-8483
Fax:
E-mail: alexandria.owen@tuhs.temple.edu",4004121195,"Temple Univ Hosp Episcopal Campus, Ste 305 B Med Arts Bldg, 100 E Lehigh Ave, Philadelphia, PA 19125","3401 N Broad St, Philadelphia, PA 19140","100 E Lehigh Ave, Philadelphia, PA 19125-1098","3601 A St, Philadelphia, PA 19134","3301 Scotts Ln, Philadelphia, PA 19129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4004121196,4,4,No,Yes,"June,Negotiable",Yes,No,http://www.jefferson.edu/jmc/psychiatry/education/,Not Available,"Mitchell J Cohen
MD
Thomas Jefferson Univ Hosp
Psychiatry Pgm
833 Chestnut St
Philadelphia, PA 19106
Tel: (215) 955-8574
Fax:
E-mail: mitchell.cohen@jefferson.edu","Jaynie C Estrada
MS
Thomas Jefferson Univ Hosp
Ste 210
833 Chestnut St
Philadelphia, PA 19107
Tel: (215) 955-9823
Fax:
E-mail: jaynie.estrada@jefferson.edu",4004121196,"Thomas Jefferson Univ Hosp, Psychiatry Pgm, 833 Chestnut St, Philadelphia, PA 19106","1025 Walnut St, Philadelphia, PA 19107-5083","111 S 11th St, Philadelphia, PA 19107-5096","1601 Kirkwood Hwy, Wilmington, DE 19805","130 S Bryn Mawr Ave, Bryn Mawr, PA 19010-3160","4200 Monument Ave, Philadelphia, PA 19131","2301 S Broad St, Philadelphia, PA 19148","5501 Old York Rd, Philadelphia, PA 19141-3098","Major strengths are emphasis of psychiatry as a branch of medicine, with sophisticated consultation service, inpatient units in main teaching hospital, as well as broad, intensive psychotherapy training experience with comprehensive supervision.",,9,10,10,7,No,No,"Yes , Codes: 1630400C0",No,,-_10/19/2021 - 1/26/2022,9/1/2021,10/16/2021,Yes,110,No,No,3,No,Yes,210___,No,210-225,No,No,No Answer,"Desired, with some exceptions",Yes,Yes,Yes,24,5,4,0,28,5,37.5,0.7 to 1,60,24,1.4,Yes,,80,3.2,16.7,39.3,60.6,Every sixth night for 6 month(s),0,Every eighth night for 12 month(s),0,Every eleventh night or more for 12 month(s),0,N/A,Not Available,6,NGO,N/A,"$58,714.00",15,NGO,"$60,854.00",20,NGO,"$62,893.00",20,NGO,"$66,317.00",20,NGO,No answer,NGO,NGO,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Optional,No,Yes,Yes,University-based,Thomas Jefferson University Hospital,Yes,"100 W Lehigh Ave, Philadelphia, PA 19133",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4004121197,4,4,No,Yes,"June,July",Yes,No,http://www.med.upenn.edu/psychres,Not Available,"E Cabrina Campbell
MD
Univ of Pennsylvania Health System
Dept of Psychiatry 2nd Fl
3535 Market St
Philadelphia, PA 19104
Tel:
Fax:
E-mail: ecabrina@mail.med.upenn.edu","Cassandre  Sacco
Univ of Pennsylvania Health System
Dept of Psychiatry 2nd Fl
3535 Market St
Philadelphia, PA 19104
Tel:
Fax:
E-mail: csacco@pennmedicine.upenn.edu",4004121197,"Univ of Pennsylvania Health System, Dept of Psychiatry 2nd Fl, 3535 Market St, Philadelphia, PA 19104","3400 Spruce St, Philadelphia, PA 19104-4283","800 Spruce St, Philadelphia, PA 19107","34th St & Civic Center Blvd, Philadelphia, PA 19104","3900 Woodland Ave, Philadelphia, PA 19104","51 N 39th St, Philadelphia, PA 19104-2699",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4004131189,4,4,Yes,Yes,"June,July,Negotiable",Yes,No,http://www.einstein.edu,Not Available,"Kimberly  Best
MD
Einstein Med Ctr Philadelphia
Dept of Psychiatry
5501 Old York Rd
Philadelphia, PA 19141
Tel: (215) 456-9015
Fax: (215) 456-9105
E-mail: psychres@einstein.edu","Ryan M Flynn
MHA
Einstein Med Ctr Philadelphia
Dept of Psychiatry
5501 Old York Rd
Philadelphia, PA 19141
Tel: (215) 456-9015
Fax: (215) 456-9105
E-mail: psychres@einstein.edu",4004131189,"Einstein Med Ctr Philadelphia, Dept of Psychiatry, 5501 Old York Rd, Philadelphia, PA 19141","5501 Old York Rd, Philadelphia, PA 19141","4200 Monument Ave, Philadelphia, PA 19131","5501 Old York Rd, Philadelphia, PA 19141-3098",,,,,"Excellent exposure to child psychiatry and psychoanalysis early in the residency. Excellent consultation and liaison experience. We have a night float system. PGY1s, PGY3s cover evenings and PGY2s cover night float, weekends and holidays.",,9,9,11,9,No,No,"Yes , Codes: 1631400C0",No,2/28/2021,10/29/2020 - 2/4/2021_10/1/2021 - 2/28/2022,7/1/2021,2/28/2022,Yes,70,No,No,3,No,No,___,No,No Answer,No,No,No Answer,Not required,Yes,No,No,24,6,0,0,24,6,45.8,0.6 to 1,50,16,1.7,Yes,Yes,15.9,43.1,40.8,38.9,61,N/A,0,Every seventh night for 12 month(s),0,N/A,0,N/A,Not Available,6,8%,N/A,"$56,763.00",20,12,"$58,358.00",20,12,"$59,702.00",20,12,"$62,134.00",20,12,Yes,NGO,NGO,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Optional,No,No,Yes,Community-based university affiliated,Einstein Healthcare Network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4004121272,4,4,No,Yes,"July,Negotiable",Yes,No,http://www.ahn.org,Not Available,"Gary  Swanson
MD
Allegheny General Hosp
Dept of Psychiatry 8th Fl
4 Allegheny Ctr
Pittsburgh, PA 15212
Tel: (412) 330-4242
Fax: (412) 330-4010
E-mail: gary.swanson@ahn.org","Cindy J DeLuca
Allegheny General Hosp
Dept of Psychiatry 8th Fl
4 Allegheny Ctr
Pittsburgh, PA 15212-4772
Tel: (412) 330-4242
Fax: (412) 330-4377
E-mail: cindy.deluca@ahn.org",4004121272,"Allegheny General Hosp, Dept of Psychiatry 8th Fl, 4 Allegheny Ctr, Pittsburgh, PA 15212","320 E North Ave, Pittsburgh, PA 15212","320 E North Ave, Pittsburgh, PA 15212-4772","University Dr C, Pittsburgh, PA 15240-1001","2570 Haymaker Rd, Monroeville, PA 15146","950 Second Ave, Pittsburgh, PA 15222",,,,,5,5,4,4,No,No,"Yes , Codes: 1648400C0",No,12/31/2020,11/1/2020 - 1/31/2021_10/15/2021 - 1/31/2022,9/15/2021,11/30/2021,Yes,50,No,No,3,No,Yes,200__400_,No,210-225,Yes,No,501-540,"Desired, with some exceptions",Yes,No,No,13,6,1,1,14,7,53.8,0.7 to 1,55,16,1.5,Yes,No,11.9,33.3,54.7,66.6,33.3,N/A,0,N/A,12,N/A,NGO,N/A,NGO,5,NGO,N/A,"$58,390.00",15,15,"$60,004.00",15,15,"$61,640.00",15,15,"$64,436.00",15,15,Yes,15,84,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,When resident/fellow starts program,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,Optional,No,No,No,Community-based university affiliated,Allegheny General Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4004131198,4,4,No,Yes,"June,July,Negotiable",Yes,No,http://psychiatry.pitt.edu/education/residency_training,Not Available,"Michael J Travis
MD
Western Psychiatric Inst and Clinic
Psychiatry Pgm
3811 O'Hara St
Pittsburgh, PA 15213
Tel: (412) 246-5320
Fax: (412) 246-5335
E-mail: wpic_ort@upmc.edu","Kim S Kirchner
Western Psychiatric Inst and Clinic
Psychiatry Pgm
3811 O'Hara St
Pittsburgh, PA 15213
Tel: (412) 246-5320
Fax: (412) 246-5335
E-mail: travismj@upmc.edu",4004131198,"Western Psychiatric Inst and Clinic, Psychiatry Pgm, 3811 O'Hara St, Pittsburgh, PA 15213","3600 Forbes Ave, Pittsburgh, PA 15213","3811 O'Hara St, Pittsburgh, PA 15213","45th & Penn Ave, Pittsburgh, PA 15201","300 Halket St, Pittsburgh, PA 15213-3180","University Dr C, Pittsburgh, PA 15240-1001","815 Freeport Rd, Pittsburgh, PA 15215-3399","1500 Fifth Ave, McKeesport, PA 15132-2483",WPIC is one of the largest psychiatric facilities in the US and academically one of the most successful. We offer unrivalled access to both clinical and academic opportunities.,,13,13,13,13,No,No,"Yes , Codes: 1652400C0,1652400C1",No,12/13/2020,11/2/2020 - 1/25/2021_11/1/2021 - 1/24/2022,9/15/2021,12/17/2021,Yes,137,No,No,3,No,Yes,188__400_,No,226-235,Yes,No,541-600,"Desired, with some exceptions",Yes,Yes,Yes,110,42,7,2,117,44,32.7,2.1 to 1,60,24,1.5,Yes,,98.5,1.4,0,63.6,36.3,Every fifth night for 3 month(s),0,Every eleventh night or more for 12 month(s),4,N/A,0,N/A,Not Available,7,8%,N/A,"$59,727.00",17,NGO,"$61,823.00",17,NGO,"$63,672.00",17,NGO,"$65,900.00",17,NGO,No answer,NGO,NGO,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Optional,No,No,Yes,University-based,UPMC Western Psychiatric Institute and Clinic,Yes,"5230 Centre Ave, Pittsburgh, PA 15232",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4004100274,4,4,No,Yes,July,Yes,No,https://recruitment.thewrightcenter.org/,Not Available,"Sanjay S Chandragiri
MD
Wright Ctr for Graduate Med Education
Psychiatry Pgm Fl 2
501 S Washington Ave
Scranton, PA 18505
Tel: (570) 343-2383
Fax: (570) 343-4800
E-mail: psychiatry@thewrightcenter.org","Russell M Day
Wright Ctr for Graduate Med Education
Psychiatry Pgm Fl 2
501 S Washington Ave
Scranton, PA 18505
Tel: (570) 591-5247
Fax: (570) 343-4800
E-mail: dayr@thewrightcenter.org",4004100274,"Wright Ctr for Graduate Med Education, Psychiatry Pgm Fl 2, 501 S Washington Ave, Scranton, PA 18505","746 Jefferson Ave, Scranton, PA 18510","1111 E End Blvd, Wilkes-Barre, PA 18711-0026","1822 Mulberry St, Scranton, PA 18510-2398","326 Adams St, Scranton, PA 18503","562 Wyoming Ave, Kingston, PA 18704",,,"The Wright Center for Graduate Medical Education's community-based psychiatry residency is unique in its integration of behavioral health services within primary care environments and promotion of preventive screening, timely interventions and a team-based approach to care. Residents train in regional public health-based settings, including specialty practices, behavioral health clinics, local hospitals and safety-net health centers.",,4,8,7,3,No,No,"Yes , Codes: 3056400C0",No,1/15/2021,11/2/2020 - 2/3/2021_11/1/2021 - 2/4/2022,9/14/2021,1/14/2022,Yes,45,No,No,3,No,Yes,225_225_500_500,Yes,210-225,Yes,Yes,541-600,"Desired, with some exceptions",Yes,No,Yes,2,0,1,0,3,0,50,0.1 to 1,60,16,1,No,No,22.7,67,10.2,20.4,79.5,N/A,0,N/A,10,N/A,10,N/A,10,4,NGO,15%,"$58,032.00",15,5,"$58,032.00",15,5,"$58,032.00",15,5,"$58,032.00",15,5,Yes,20,40,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,"Available, Not Paid By Institution",Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Optional,No,No,No,Community-based,Wright Center for Graduate Medical Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4004212296,4,4,No,Yes,"July,August,Negotiable",Yes,No,http://www.psm.edu,Not Available,"Ana Isabel I Torres
MD
VA Caribbean Healthcare System
Psychiatry Svc 116-A
10 Casia St
San Juan, PR 00921
Tel: (787) 641-7582
Fax: (787) 641-4555
E-mail: antorres@psm.edu","Wilka  Toro
VA Caribbean Healthcare System
Psychiatry Svc 116-A
10 Casia St
San Juan, PR 00921-3201
Tel: (787) 641-7582
Fax: (787) 641-4555
E-mail: wtoro@psm.edu",4004212296,"VA Caribbean Healthcare System, Psychiatry Svc 116-A, 10 Casia St, San Juan, PR 00921","PO Box 7004, Ponce, PR 00732","10 Casia St, San Juan, PR 00921-3201","917 Tito Castro Ave, Ponce, PR 00733-6810","State Rd 787 KM 1 5, Cidra, PR 00739",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4004231201,4,4,No,Yes,July,Yes,No,,Not Available,"Luz N Colon-De Marti
MD
Univ of Puerto Rico Med Science Campus
Dept of Psychiatry
PO Box 365067
San Juan, PR 00936
Tel: (787) 766-0940
Fax: (787) 620-5727
E-mail: luz.colon4@upr.edu","Paola M Vega
BS
Univ of Puerto Rico Sch of Med
Dept of Psychiatry
PO Box 365067
San Juan, PR 00936-5067
Tel: (787) 766-0940
Fax: (787) 620-5727
E-mail: paola.vega4@upr.edu",4004231201,"Univ of Puerto Rico Med Science Campus, Dept of Psychiatry, PO Box 365067, San Juan, PR 00936","GPO Box 5067, San Juan, PR 00936-5067","PO Box 2116, San Juan, PR 00922","PO Box 191079, San Juan, PR 00919-1079","Call Box 2100 Caparra Heights Station, San Juan, PR 00922-2100","State Rd 787 KM 1 5, Cidra, PR 00739",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4004321203,4,4,No,Yes,July,Yes,No,http://brown.edu/go/brown-university-psychiatry-residency,Not Available,"Tracey M Guthrie
MD
Butler Hosp
Brown Psychiatry Pgm
345 Blackstone Blvd
Providence, RI 02906
Tel: (401) 455-6375
Fax: (401) 455-6497
E-mail: tracey_guthrie@brown.edu","Sarah E Carnevale
BS
Butler Hosp
Brown Psychiatry Pgm
345 Blackstone Blvd
Providence, RI 02906
Tel: (401) 455-6375
Fax: (401) 455-6497
E-mail: sarah_carnevale@brown.edu",4004321203,"Butler Hosp, Brown Psychiatry Pgm, 345 Blackstone Blvd, Providence, RI 02906","345 Blackstone Blvd, Providence, RI 02906","164 Summit Ave, Providence, RI 02906","593 Eddy St, Providence, RI 02903","101 Dudley St, Providence, RI 02905-2401","1011 Veterans Memorial Pkwy, East Providence, RI 02915-5099","111 Brewster St, Pawtucket, RI 02860","830 Chalkstone Ave, Providence, RI 02908-4799",,,9,10,10,10,No,No,"Yes , Codes: 3170400C0",No,1/1/2021,11/9/2020 - 1/15/2021_10/25/2021 - 12/17/2021,9/15/2021,1/3/2022,No,126,No,No,3,No,Yes,190___,No,No Answer,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,No,Yes,80,50,130,125,210,175,37.5,3.7 to 1,65,14,1.5,Yes,Yes,91.7,8.2,0,55.5,44.4,Every fourth night for 12 week(s),0,Other for 12 month(s),4,Other for 12 month(s),4,Other for 12 month(s),1,5,10%,5%,"$59,594.00",15,12,"$61,763.00",15,12,"$64,933.00",15,12,"$68,135.00",20,12,No,25,NGO,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Optional,No,No,Yes,University-based,Butler Hospital,,"111 Howard Ave, Cranston, RI 02920",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/4004521204,4,4,No,Yes,July,Yes,No,http://www.musc.edu/psychresidency,Not Available,"Edward M Kantor
MD
Med Univ of South Carolina
Dept of Psychiatry MSC 861
67 President St
Charleston, SC 29425
Tel: (843) 792-0192
Fax: (843) 792-6894
E-mail: pucalm@musc.edu","Liz  Puca
MBA
Med Univ of South Carolina
Psychiatry Resident Education Ctr MSC 861
2 Ehrhardt St
Charleston, SC 29425
Tel: (843) 792-0192
Fax: (843) 792-6894
E-mail: pucalm@musc.edu",4004521204,"Med Univ of South Carolina, Dept of Psychiatry MSC 861, 67 President St, Charleston, SC 29425","169 Ashley Ave, Charleston, SC 29425","171 Ashley Ave, Charleston, SC 29425-0950","109 Bee St, Charleston, SC 29401-5799","2090 Executive Hall Rd, Charleston, SC 29403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
