,Link,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Intro,Program best described as,Primary teaching site,Participant 3,Participant 4,Year 1,Year 2,Year 3,Year 4,Year 5,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system (Residents participate during first year),% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Night float system,Participant 5,,Participant 6,Participant 7,Participant 8,Participant 9,Participant 10,Participant 11,Participant 12,Participant 13,Participant 14,Participant 15,Participant 16,Participant 17,Participant 18,Participant 19,Participant 20,Participant 21,Participant 22,Participant 23,Salary compensation_Year 6,Vacation days_Year 6,Sick days_Year 6,Salary compensation_Year 7,Vacation days_Year 7,Sick days_Year 7,Salary compensation_Year 8,Vacation days_Year 8,Sick days_Year 8,Year 6,Year most taxing schedule And frequency per year_Year 6,Beeper or home call (Weeks/Year)_Year 6,Yes
0,https://freida.ama-assn.org/program/3622600162,6,6,No,Yes,"June,July,August,Negotiable",Yes,No,http://www.mayo.edu/msgme/residencies-fellowships/,Not Available,"William J Casey
MD
Mayo Clinic Arizona
Integrated Plastic Surgery Pgm
5777 E Mayo Blvd
Phoenix, AZ 85054
Tel: (480) 342-4843
Fax:
E-mail: casey.williamjoseph@mayo.edu","Veronique  Gabriel
Mayo Clinic Arizona
Integrated Plastic Surgery Pgm
5881 E Mayo Blvd
Phoenix, AZ 85054
Tel: (480) 342-4843
Fax:
E-mail: gabriel.veronique@mayo.edu",3622600162,"Mayo Clinic Arizona, Integrated Plastic Surgery Pgm, 5777 E Mayo Blvd, Phoenix, AZ 85054","200 First St SW, Rochester, MN 55905","5777 E Mayo Blvd, Phoenix, AZ 85054","350 W Thomas Rd, Phoenix, AZ 85013-6604","2601 E Roosevelt St, Phoenix, AZ 85008",,Community-based university affiliated,Mayo Clinic Hospital (Arizona),"1400 S Dobson Rd, Mesa, AZ 85202","1919 E Thomas Rd, Phoenix, AZ 85016",1,1,1,1,1,No,No,"Yes , Codes: 3200362C0",No,10/21/2020,1/8/2021 - 2/12/2021_1/7/2022 - 2/4/2022,9/1/2021,10/21/2021,Yes,20,No,No,3,No,Yes,230_230__,Yes,236-245,"No, require USMLE scores for all applicants",No Answer,No Answer,Required,Yes,Yes,Yes,24,0,0,0,24,0,16.6,4.0 to 1,70,24,1,Yes,,100,0,0,87.7,12.2,Every third night for 2 month(s),0,Every third night for 1 month(s),0,N/A,12,N/A,12,N/A,12,4,10%,N/A,"$57,653.00",15,15,"$59,662.00",15,15,"$62,130.00",15,15,"$64,728.00",15,15,"$67,521.00",15,15,Yes,84,NGO,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Required,No,No,Yes,No,"5410 N Scottsdale Rd, Paradise Valley, AZ 85253",(12 wks ),"350 W Thomas Rd, Phoenix, AZ 85013","200 First St SW, Rochester, MN 55905",,,,,,,,,,,,,,,,,"$70,086.00",15,15,,,,,,,1,N/A,12,
0,https://freida.ama-assn.org/program/3620521133,6,6,No,Yes,July,Yes,No,http://www.lluplasticsurgery.com,Not Available,"Michael E Hill
MD, PhD
Loma Linda Univ Med Ctr
Ste 21126
11175 Campus St
Loma Linda, CA 92354
Tel: (909) 558-8085
Fax: (909) 558-4175
E-mail: mehill@llu.edu","Karina E Carranza
Loma Linda Univ Med Ctr
Ste 21126
11175 Campus St
Loma Linda, CA 92354
Tel: (909) 558-3904
Fax: (909) 558-4175
E-mail: kcarranza@llu.edu",3620521133,"Loma Linda Univ Med Ctr, Ste 21126, 11175 Campus St, Loma Linda, CA 92354","11234 Anderson St, Loma Linda, CA 92354","11234 Anderson St, Loma Linda, CA 92354","400 N Pepper Ave, Colton, CA 92324-1819","26520 Cactus Ave, Moreno Valley, CA 92555",,,,"9961 Sierra Ave, Fontana, CA 92335-1084","11201 Benton St, Loma Linda, CA 92357-1111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3620521118,6,6,No,Yes,"June,July",Yes,No,http://www.uscplasticsurgery.com/,Not Available,"Joseph  Carey
MD, MS
LAC+USC Med Ctr
Ste 415
1510 San Pablo St
Los Angeles, CA 90033
Tel: (323) 442-7903
Fax:
E-mail: joseph.carey@med.usc.edu","Erica  Luong
BS
LAC+USC Med Ctr
Ste 415
1510 San Pablo St
Los Angeles, CA 90033
Tel: (323) 442-7903
Fax: (323) 442-7901
E-mail: eluong@med.usc.edu",3620521118,"LAC+USC Med Ctr, Ste 415, 1510 San Pablo St, Los Angeles, CA 90033","1200 N State St, Los Angeles, CA 90033-1084","1200 N State St, Los Angeles, CA 90033-1084","1500 E Duarte Rd, Duarte, CA 91010-1495","4867 Sunset Blvd, Los Angeles, CA 90027",,Community-based university affiliated,LAC+USC Medical Center,"4650 Sunset Blvd, Los Angeles, CA 90027-5693","3160 Geneva St, Los Angeles, CA 90020-1199",3,3,3,3,3,No,No,"Yes , Codes: 1033362C0",No,10/1/2020,12/4/2020 - 1/9/2021_12/1/2021 - 1/15/2022,9/1/2021,10/1/2021,Yes,30,Yes,No,3,No,Yes,200___,No,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",541-600,Required,Yes,No,No,30,8,0,0,30,8,16.6,1.6 to 1,80,16,2,No,Yes,96.6,3.3,0,51.6,48.3,N/A,NGO,Three times per week for 1 week(s),NGO,Three times per week for 1 week(s),NGO,Negotiable for 1 month(s),NGO,Negotiable for 1 month(s),NGO,3,90%,10%,"$55,444.00",20,4,"$60,222.00",20,4,"$65,252.00",20,4,"$70,316.00",20,4,"$75,244.00",20,4,Yes,20,90,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Not Available,"Available, Not Paid By Institution","Available, Not Paid By Institution",Resident Shares Cost,"Available, Not Paid By Institution","Available, Not Paid By Institution",More than 30 days of starting program,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Optional,Yes,Yes,Yes,,"7601 E Imperial Hwy, Downey, CA 90242",,"8700 Beverly Blvd, Los Angeles, CA 90048-1869","1500 San Pablo St, Los Angeles, CA 90033",,,,,,,,,,,,,,,,,"$80,342.00",20,4,,,,,,,3,Negotiable for 1 month(s),NGO,
0,https://freida.ama-assn.org/program/3620500157,6,6,No,Yes,June,Yes,No,http://plasticsurgery.ucla.edu/,Not Available,"George H Rudkin
MD
UCLA Med Ctr
Ste 460
200 UCLA Medical Plaza
Los Angeles, CA 90095
Tel: (310) 825-5582
Fax: (310) 206-4190
E-mail: plasticsurgery@mednet.ucla.edu","Karolina  Smolinska
UCLA Med Ctr
Ste 460
200 UCLA Medical Plaza
Los Angeles, CA 90095
Tel: (310) 825-5582
Fax: (310) 206-4190
E-mail: ksmolinska@mednet.ucla.edu",3620500157,"UCLA Med Ctr, Ste 460, 200 UCLA Medical Plaza, Los Angeles, CA 90095","10833 Le Conte Ave, Los Angeles, CA 90024","757 Westwood Plaza, Los Angeles, CA 90095","14445 Olive View Dr, Sylmar, CA 91342-1495","2400 S Flower St, Los Angeles, CA 90007",,University-based,Ronald Reagan UCLA Medical Center,"1000 W Carson St, Torrance, CA 90509-7360","7601 E Imperial Hwy, Downey, CA 90242",3,3,3,3,4,No,No,"Yes , Codes: 1956362C0",No,11/2/2020,12/16/2020 - 1/27/2021_-,,,Yes,24,No,No,3,No,Yes,___,Yes,Greater than 245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",No,No,No,18,0,0,0,18,0,22.2,0.9 to 1,60,24,1,No,Yes,100,0,0,42.1,57.8,Every third night for 1 month(s),NGO,Every third night for 1 month(s),NGO,N/A,48,N/A,48,N/A,48,4,50%,10%,"$61,903.00",28,12,"$63,955.00",28,12,"$66,468.00",28,12,"$69,092.00",28,12,"$71,919.00",28,12,No,28,NGO,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Fully Paid by Institution,Fully Paid by Institution,Not Available,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Optional,Yes,Yes,Yes,,"1200 N State St, Los Angeles, CA 90033-1084",,"11301 Wilshire Blvd, Los Angeles, CA 90073-2128",,,,,,,,,,,,,,,,,,"$74,591.00",28,12,,,,,,,3,N/A,48,
0,https://freida.ama-assn.org/program/3620521008,6,6,No,Yes,June,Yes,No,http://www.uciplasticsurgery.com/,Not Available,"Amber  Leis
MD
UC Irvine Med Ctr
Ste 650
200 S Manchester Ave
Orange, CA 92868
Tel: (714) 456-5253
Fax: (714) 456-7718
E-mail: leisa@hs.uci.edu","Elena  Quiroz-Carraby
UC Irvine Med Ctr
Ste 650
200 S Manchester Ave
Orange, CA 92868
Tel: (714) 456-5253
Fax: (714) 456-7718
E-mail: ecarraby@hs.uci.edu",3620521008,"UC Irvine Med Ctr, Ste 650, 200 S Manchester Ave, Orange, CA 92868","200 E Manchester St, Orange, CA 92868","5901 E 7th St, Long Beach, CA 90822-5201","2801 Atlantic Ave, Long Beach, CA 90801-1428","455 S Main St, Orange, CA 92868",,,,"361 Hospital Rd, Newport Beach, CA 92663",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3620531013,6,7,No,Yes,June,Yes,No,http://plasticsurgery.stanford.edu/,Not Available,"Paige  Fox
MD, PhD
Lucile Salter Packard Children's Hosp
Div of Plastic Surgery Ste 400
770 Welch Rd
Palo Alo, CA 94304
Tel: (650) 723-5824
Fax:
E-mail: pfox@stanford.edu","Christine  Reyes-Santos
Lucile Salter Packard Children's Hosp
Div of Plastic Surgery Ste 400
770 Welch Rd
Stanford, CA 94304
Tel: (650) 723-5824
Fax: (650) 725-6605
E-mail: clreyes@stanford.edu",3620531013,"Lucile Salter Packard Children's Hosp, Div of Plastic Surgery Ste 400, 770 Welch Rd, Palo Alo, CA 94304","300 Pasteur Dr, Stanford, CA 94305-4007","3801 Miranda Ave, Palo Alto, CA 94304-1207","751 S Bascom Ave, San Jose, CA 95128-2180","700 Lawrence Expressway, Santa Clara, CA 95051","Educational benefits: one time moving allowance, annual educational allowance, monthly housing stipend, reimbursement of California medical license and DEA/renewal, cost of initial medical license (obtained after receipt of valid Stanford Hospital contract), cost of USMLE Part 3 for PGY1.",University-based,Stanford Health Care,"45 Castro St, San Francisco, CA 94114",,4,4,3,3,3,No,No,"Yes , Codes: 1820362C0",No,10/1/2020,-_-,,,No,25,No,No,3,No,Yes,___,No,No Answer,"No, require USMLE scores for all applicants",No Answer,No Answer,Not known,Yes,No,No,21,0,0,0,21,0,28.5,1.0 to 1,70,16,1,No,Yes,92.1,7.8,0,49.3,50.6,Every third night for 8 month(s),12,Every third night for 8 month(s),12,Every third night for 4 month(s),12,Other for 12 month(s),48,Other for 12 month(s),48,3,40%,N/A,"$68,385.00",15,NGO,"$71,856.00",15,NGO,"$77,319.00",15,NGO,"$81,689.00",15,NGO,"$86,810.00",15,NGO,No answer,Not Available,90,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Fully Paid by Institution,Fully Paid by Institution,Not Available,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Required,Yes,Yes,Yes,,,(52 wks ),,,,,,,,,,,,,,,,,,,"$90,666.00",15,NGO,,,,,,,3,Other for 12 month(s),48,
0,https://freida.ama-assn.org/program/3620500158,6,6,No,Yes,June,Yes,No,http://www.ucdmc.ucdavis.edu/surgery/education/plastic.html,Not Available,"Granger  Wong
MD
UC Davis Med Ctr
Rm 6006
2335 Stockton Blvd
Sacramento, CA 95817
Tel: (916) 734-7289
Fax: (916) 734-7104
E-mail: hs-plasticsurg.residency@ucdavis.edu","Lois  Williams
UC Davis Med Ctr
5th Fl
2335 Stockton Blvd
Sacramento, CA 95817
Tel: (916) 734-5638
Fax: (916) 734-5633
E-mail: lawwilliams@ucdavis.edu",3620500158,"UC Davis Med Ctr, Rm 6006, 2335 Stockton Blvd, Sacramento, CA 95817","2315 Stockton Blvd, Sacramento, CA 95817","2425 Stockton Blvd, Sacramento, CA 95817","2801 L St, Sacramento, CA 95816","2315 Stockton Blvd, Sacramento, CA 95817","Program provides protected research time: up to 12 weeks over six years, with program director and administrative chief resident approval. Hawaii Cleft rotation: one week at Kapiolani Medical Center for concentrated care during PGY5 and PGY6 years. Annual micro lab.",University-based,University of California Davis Health,"2025 Morse Ave, Sacramento, CA 95825-1084","6600 Bruceville Rd, Sacramento, CA 95823-2246",1,1,1,1,1,No,No,"Yes , Codes: 1046362C0",No,11/1/2020,11/1/2020 - 12/31/2020_11/1/2021 - 12/31/2021,9/15/2021,11/1/2021,No,25,No,No,3,No,Yes,240_240__,Yes,No Answer,No,No,No Answer,"Desired, with some exceptions",Yes,No,No,6,0,0,0,6,0,0,1.0 to 1,75,24,1,No,,87.7,12.2,0,0,100,Every third night for 4 week(s),8,Every third night for 4 week(s),8,Every third night for 4 week(s),12,N/A,48,N/A,48,4,10%,1%,"$57,233.00",20,12,"$59,130.00",20,12,"$61,453.00",20,12,"$63,878.00",20,12,"$66,492.00",20,12,No,12,NGO,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Not Available,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Optional,No,No,Yes,No,"10535 Hospital Way, Mather, CA 95655",,,,,,,,,,,,,,,,,,,,"$68,964.00",20,12,,,,,,,1,N/A,48,
0,https://freida.ama-assn.org/program/3620500159,6,6,Yes,Yes,July,Yes,No,http://plasticsurgery.ucsd.edu,Not Available,"Samuel  Lance
MD
UCSD Med Ctr
MC 8890
200 W Arbor Dr
San Diego, CA 92103-8890
Tel: (619) 543-5887
Fax: (619) 543-3645
E-mail: shlance@health.ucsd.edu","Pamela  Lugo
UCSD Med Ctr
MC 8890
200 W Arbor Dr
San Diego, CA 92103-8890
Tel: (619) 543-5887
Fax: (619) 543-3645
E-mail: plugo@ucsd.edu",3620500159,"UCSD Med Ctr, MC 8890, 200 W Arbor Dr, San Diego, CA 92103-8890","200 W Arbor Dr, San Diego, CA 92103-2180","3020 Children's Way, San Diego, CA 92123-4282","3350 La Jolla Village Dr, San Diego, CA 92161-4223",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3620500156,6,7,No,Yes,June,Yes,No,http://plastic.surgery.ucsf.edu/,Not Available,"Scott L Hansen
MD
UCSF Med Ctr
M593 Box 0932
505 Parnassus Ave
San Francisco, CA 94143
Tel: (415) 353-4285
Fax: (415) 353-4320
E-mail: scott.hansen@ucsf.edu","Vanessa A Hernandez
UCSF Med Ctr
M593 Box 0932
505 Parnassus Ave
San Francisco, CA 94143
Tel: (415) 353-4285
Fax: (415) 353-4320
E-mail: vanessa.hernandez@ucsf.edu",3620500156,"UCSF Med Ctr, M593 Box 0932, 505 Parnassus Ave, San Francisco, CA 94143","500 Parnassus Ave, San Francisco, CA 94143-0474","747 52nd St, Oakland, CA 94609-1809","4150 Clement St, San Francisco, CA 94121-1598","900 Hyde St, San Francisco, CA 94109",,University-based,University of California (San Francisco) School of Medicine,"450 Stanyan St, San Francisco, CA 94117-1079","2425 Geary Blvd, San Francisco, CA 94115-3395",3,3,3,3,3,No,No,No,No,10/2/2020,1/13/2021 - 2/10/2021_1/12/2022 - 2/9/2022,9/17/2021,10/8/2021,Yes,35,No,No,3,No,Yes,220___,No,Greater than 245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,Yes,No,12,0,0,0,12,0,33.3,0.6 to 1,80,12,1,No,,94.2,5.7,0,54.4,45.5,N/A,NGO,Once per week for 1 month(s),NGO,Once per week for 1 month(s),NGO,Once per week for 2 month(s),NGO,Once per week for 2 month(s),NGO,8,100%,0%,"$60,667.00",20,NGO,"$62,678.00",20,NGO,"$65,140.00",20,NGO,"$67,712.00",20,NGO,"$70,483.00",20,NGO,No answer,NGO,NGO,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Required,Yes,No,No,Yes,"1001 Potrero Ave, San Francisco, CA 94110",(52 wks ),"2333 Buchanan St, San Francisco, CA 94115","Castro & Duboce Sts, San Francisco, CA 94114","500 Parnassus Ave, San Francisco, CA 94143-0296","505 Parnassus Ave, San Francisco, CA 94143",,,,,,,,,,,,,,,"$73,102.00",20,NGO,,,,,,,3,Once per week for 2 month(s),NGO,
0,https://freida.ama-assn.org/program/3620700001,6,6,No,Yes,June,Yes,No,http://medschool.cuanschutz.edu/surgery/specialties/,Not Available,"Tae W Chong
MD
Univ of Colorado Denver Sch of Med
C-309
12631 E 17th Ave
Aurora, CO 80045
Tel: (303) 724-2792
Fax:
E-mail: tae.chong@ucdenver.edu","Erin  Oglesby
Univ of Colorado Denver Sch of Med
C-309
12631 E 17th Ave
Aurora, CO 80045
Tel: (303) 724-4620
Fax:
E-mail: erin.oglesby@cuanschutz.edu",3620700001,"Univ of Colorado Denver Sch of Med, C-309, 12631 E 17th Ave, Aurora, CO 80045","13001 E 17th Pl, Aurora, CO 80045","12605 E 16th Ave, Aurora, CO 80045","1055 Clermont St, Denver, CO 80220-1722","777 Bannock St, Denver, CO 80204-4507",,,,"13123 E 16th Ave, Aurora, CO 80045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3620821015,6,6,Yes,Yes,June,Yes,No,http://www.yalesurgery.org/plastics/,Not Available,"Henry  Hsia
MD
Yale-New Haven Med Ctr
PO Box 208041 Rm 330
330 Cedar St
New Haven, CT 06520
Tel: (203) 785-2571
Fax: (203) 785-5714
E-mail: henry.hsia@yale.edu","Monika  Chmielewska
Yale-New Haven Med Ctr
PO Box 208041 Rm 330
330 Cedar St
New Haven, CT 06520
Tel: (203) 785-5818
Fax: (203) 785-5714
E-mail: monika.chmielewska@yale.edu",3620821015,"Yale-New Haven Med Ctr, PO Box 208041 Rm 330, 330 Cedar St, New Haven, CT 06520","20 York St, New Haven, CT 06504-3316","950 Campbell Ave, West Haven, CT 06516-2700","267 Grant St, Bridgeport, CT 06610-2870",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/3621021017,6,6,Yes,Yes,June,Yes,No,http://medstargeorgetown.org/hoyaplastics,Not Available,"Stephen B Baker
MD, DDS
MedStar Georgetown Univ Hosp
1 PHC
3800 Reservoir Rd NW
Washington, DC 20007
Tel: (202) 444-9302
Fax: (866) 990-5516
E-mail: sbb6@gunet.georgetown.edu","Sachet  Barnett
MBA
MedStar Georgetown Univ Hosp
1st Fl PHC Bldg
3800 Reservoir Rd NW
Washington, DC 20007
Tel: (202) 444-8612
Fax: (866) 990-5516
E-mail: sachet.barnett@medstar.net",3621021017,"MedStar Georgetown Univ Hosp, 1 PHC, 3800 Reservoir Rd NW, Washington, DC 20007","10980 Grantchester Way, Columbia, MD 21044","3800 Reservoir Rd NW, Washington, DC 20007","900 23rd St NW, Washington, DC 20037","50 Irving St NW, Washington, DC 20422-0269",Applicants should submit a standard personal statement. The integrated program is competitive and is the only plastic surgery program in the DC metro area. Residents get a unique experience with a variety of sites and practices including national/international elective opportunities in the PGY5.,University-based,MedStar Georgetown University Hospital,"110 Irving St NW, Washington, DC 20010","111 Michigan Ave NW, Washington, DC 20010",4,4,4,4,4,No,No,"Yes , Codes: 1801362C0",No,,-_-,,,No,44,No,No,3,No,Yes,220___,No,No Answer,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,No,No,13,6,0,0,13,6,38.4,0.5 to 1,80,24,1,Yes,Yes,100,0,0,27.8,72.1,Every third night for 4 month(s),NGO,Every third night for 4 month(s),NGO,Every third night for 8 month(s),NGO,Every fourth night for 8 month(s),NGO,N/A,NGO,4,NGO,N/A,"$59,400.00",15,NGO,"$60,700.00",15,NGO,"$62,500.00",15,NGO,"$64,500.00",15,NGO,"$66,500.00",15,NGO,Yes,90,NGO,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Not Available,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Optional,No,No,Yes,,"5255 Loughboro Rd NW, Washington, DC 20016-2698",,"201 E University Pkwy, Baltimore, MD 21218-2895",,,,,,,,,,,,,,,,,,"$68,300.00",15,NGO,,,,,,,4,N/A,NGO,
