,Link,Program best described as,Primary teaching site,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Intro,Year 1,Year 2,Year 3,Year 4,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system (Residents participate during first year),% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Participant 2,Participant 3,Participant 4,,Yes,Night float system,No,Participant 5,Participant 6,Participant 7,Participant 8,Participant 9,Participant 10,Year 5,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Participant 11,Participant 12,Salary compensation_Year 6,Vacation days_Year 6,Sick days_Year 6
0,https://freida.ama-assn.org/program/2404721145,,,3,3,No,No,July,No,No,http://www.uthsc.edu/eye,Not Available,"Brian T Fowler
MD
Univ of Tennessee Health Science Ctr
Dept of Ophthalmology Ste 470
930 Madison Ave
Memphis, TN 38163
Tel: (901) 448-1767
Fax: (901) 448-1299
E-mail: bfowler7@uthsc.edu","Miea J Williams
MS
Univ of Tennessee Health Science Ctr
Dept of Ophthalmology Ste 470
930 Madison Ave
Memphis, TN 38163
Tel: (901) 448-1767
Fax: (901) 448-1299
E-mail: mwilli41@uthsc.edu",2404721145,"Univ of Tennessee Health Science Ctr, Dept of Ophthalmology Ste 470, 930 Madison Ave, Memphis, TN 38163","910 Madison Ave, Memphis, TN 38163","1030 Jefferson Ave, Memphis, TN 38104","1265 Union Ave, Memphis, TN 38104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50 N Dunlap Ave, Memphis, TN 38103-2893","877 Jefferson Ave, Memphis, TN 38103-9999","6019 Walnut Grove Rd, Memphis, TN 38120",,,,,"262 Danny Thomas Pl, Memphis, TN 38105",,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2404731147,,,3,3,No,No,July,No,No,http://www.mc.vanderbilt.edu/vumcdept/ophthal/,Murfreesboro VA Eye Clinic Virtual Tour,"Jennifer L Lindsey
MD
Vanderbilt Univ Med Ctr
Ophthalmology Pgm
2311 Pierce Ave
Nashville, TN 37232
Tel: (615) 936-4931
Fax: (615) 936-4979
E-mail: jennifer.lindsey@vumc.org","Silvia M Clavijo
MHA
Vanderbilt Univ Med Ctr
Ophthalmology Pgm
2311 Pierce Ave
Nashville, TN 37232
Tel: (615) 936-4931
Fax:
E-mail: silvia.m.clavijo@vumc.org",2404731147,"Vanderbilt Univ Med Ctr, Ophthalmology Pgm, 2311 Pierce Ave, Nashville, TN 37232","1161 21st Ave S, Nashville, TN 37232-2104","1818 Albion St, Nashville, TN 37208","1310 24th Ave S, Nashville, TN 37212-2637",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3400 Lebanon Rd, Murfreesboro, TN 37139",,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2404800155,,,3,3,Yes,Yes,July,No,No,,Not Available,"Jane C Edmond
MD
Univ of Texas at Austin Dell Med Sch
Stop Z1200
1701 Trinity St
Austin, TX 78712
Tel: (512) 324-9999
Fax:
E-mail: jkimmel@ascension.org","Joy  Kimmell
BA
Univ of Texas at Austin Dell Med Sch
Stop Z1200
1701 Trinity St
Austin, TX 78712
Tel: (512) 324-9999
Fax:
E-mail: jkimmell@ascention.org",2404800155,"Univ of Texas at Austin Dell Med Sch, Stop Z1200, 1701 Trinity St, Austin, TX 78712","2400 Inner Campus Dr, Austin, TX 78712","1201 W 38th St, Austin, TX 78705-1056","1601 Trinity St, Austin, TX 78712",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2901 Montopolis Dr, Austin, TX 78741","801 W 38th St, Austin, TX 78705","3705 Medical Pkwy, Austin, TX 78705",,,,,"3705 Medical Pkwy, Austin, TX 78705","11111 Research Blvd, Austin, TX 78759","1009 E 40th St, Austin, TX 78751",,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2404821148,,,3,3,No,No,July,No,No,http://www.utsouthwestern.edu/education/graduate-medical-education,Not Available,"Preston H Blomquist
MD
Univ of Texas Southwestern Med Ctr
Dept of Ophthalmology
5323 Harry Hines Blvd
Dallas, TX 75390-9057
Tel: (214) 648-3848
Fax: (214) 645-9482
E-mail: preston.blomquist@utsouthwestern.edu","Andrea  Davis
Univ of Texas Southwestern Med Ctr
Dept of Ophthalmology
5323 Harry Hines Blvd
Dallas, TX 75390-9057
Tel: (214) 648-3848
Fax: (214) 645-9482
E-mail: andrea.davis@utsouthwestern.edu",2404821148,"Univ of Texas Southwestern Med Ctr, Dept of Ophthalmology, 5323 Harry Hines Blvd, Dallas, TX 75390-9057","5323 Harry Hines Blvd, Dallas, TX 75390-9002","5201 Harry Hines Blvd, Dallas, TX 75235","1500 S Main St, Fort Worth, TX 76104-4917",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4500 S Lancaster Rd, Dallas, TX 75216","1935 Medical District Dr, Dallas, TX 75235",,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2404821149,University-based,University of Texas Medical Branch Hospitals,3,3,No,No,July,No,No,http://www.utmb.edu/ovs,Not Available,"Misha F Syed
MD
Univ of Texas Med Branch
Dept of Ophthalmology & Visual Sciences
700 University Blvd
Galveston, TX 77555-1106
Tel: (409) 747-5801
Fax:
E-mail: mfsyed@utmb.edu","Dana L Wyatt
Univ of Texas Med Branch
Dept of Ophthalmology & Visual Sciences
700 University Blvd
Galveston, TX 77555-1106
Tel: (409) 747-5801
Fax:
E-mail: dlwyatt@utmb.edu",2404821149,"Univ of Texas Med Branch, Dept of Ophthalmology & Visual Sciences, 700 University Blvd, Galveston, TX 77555-1106","301 University Blvd, Galveston, TX 77555-0462","6565 Fannin St, Houston, TX 77030-9979","1515 Holcombe Blvd, Houston, TX 77030",,4,4,4,,"Yes  , 1 year(s)",No,No,No,,-_10/27/2020 - 12/8/2020,8/3/2020,9/15/2020,Yes,80,Yes,No,3,No,Yes,240___,No,Greater than 245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Not required,Yes,No,No,11,2,2,0,13,2,27.2,1.0 to 1,50,14,2,No,,86.1,13.8,0,27.7,72.2,N/A,NGO,N/A,NGO,N/A,NGO,,,6,75%,5%,,,,"$58,094.00",12,12,"$59,895.00",12,12,"$61,965.00",12,12,No answer,NGO,NGO,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Fully Paid by Institution,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Optional,Yes,Yes,Yes,"5420 W Loop S Fwy, Bellaire, TX 77401","6130 Parkway, Corpus Christi, TX 78414",,,,No,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2404821150,,,3,3,No,Yes,July,No,No,http://www.bcm.edu/eye,Not Available,"Mitchell P Weikert
MD, MS
Cullen Eye Inst
Dept of Ophthalmology NC205
6565 Fannin St
Houston, TX 77030
Tel: (713) 798-4766
Fax: (713) 798-3027
E-mail: mweikert@bcm.edu","Robin  Caldwell
Cullen Eye Inst
Dept of Ophthalmology NC205
6565 Fannin St
Houston, TX 77030
Tel: (713) 798-5143
Fax: (713) 798-3027
E-mail: robinc@bcm.edu",2404821150,"Cullen Eye Inst, Dept of Ophthalmology NC205, 6565 Fannin St, Houston, TX 77030","One Baylor Plaza, Houston, TX 77030","1504 Ben Taub Loop, Houston, TX 77030","6565 Fannin St, Houston, TX 77030-9979",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2002 Holcombe Blvd, Houston, TX 77030-4298","6621 Fannin St, Houston, TX 77030-2399","6620 Main St, Houston, TX 77030",,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2404821151,,,3,3,No,No,July,No,No,https://med.uth.edu/ophthalmology,Not Available,"Gene  Kim
MD
Univ of Texas HSC Houston
Ste 7024
6431 Fannin St
Houston, TX 77030
Tel: (713) 500-6005
Fax: (713) 500-0664
E-mail: sharona.m.washington@uth.tmc.edu","Sharona  Washington
MBA
Univ of Texas HSC Houston
MSB 7024
6431 Fannin St
Houston, TX 77030
Tel: (713) 500-6003
Fax:
E-mail: sharona.m.washington@uth.tmc.edu",2404821151,"Univ of Texas HSC Houston, Ste 7024, 6431 Fannin St, Houston, TX 77030","7000 Fannin St, Houston, TX 77030","5656 Kelley St, Houston, TX 77026","6411 Fannin St, Houston, TX 77030-1501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2404811001,,,3,3,Yes,Yes,"June,July",No,Yes,,Not Available,"Gary L Legault
MD
Wilford Hall Med Ctr
SGO2E Ste 1
2200 Bergquist Dr
JBSA Lackland AFB, TX 78236
Tel: (210) 916-5764
Fax:
E-mail: gary.l.legault.mil@mail.mil","Deborah  Silva
HQ AFPC/DPAME
Ste 27
550 C St W
Randolph AFB, TX 78150-4729
Tel: (210) 292-6573
Fax: (210) 565-4240
E-mail: deborah.f.silva.civ@mail.mil",2404811001,"Wilford Hall Med Ctr, SGO2E Ste 1, 2200 Bergquist Dr, JBSA Lackland AFB, TX 78236","2200 Bergquist Dr, Lackland AFB, TX 78236-5300","2200 Bergquist Dr, Lackland AFB, TX 78236-5300","3851 Roger Brooke Dr, Fort Sam Houston, TX 78234-6200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5005 N Piedras St, El Paso, TX 79920-5001","7703 Floyd Curl Dr, San Antonio, TX 78229-3900",,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2404821152,,,3,3,No,Yes,July,No,No,https://www.ttuhsc.edu/medicine/ophthalmology/,Not Available,"Kelly T Mitchell
MD
Texas Tech Univ HSC Lubbock
Dept of Ophthalmology/Visual Sciences
3601 4th St
Lubbock, TX 79430
Tel: (806) 743-9980
Fax: (806) 743-2417
E-mail: christy.morrison@ttuhsc.edu","Christy  Morrison
BA
Texas Tech Univ HSC Lubbock
Dept of Ophthalmology MS 7217
3601 4th St
Lubbock, TX 79430
Tel: (806) 743-1465
Fax: (806) 743-2417
E-mail: christy.morrison@ttuhsc.edu",2404821152,"Texas Tech Univ HSC Lubbock, Dept of Ophthalmology/Visual Sciences, 3601 4th St, Lubbock, TX 79430","3601 4th St, Lubbock, TX 79430-6211","300 Veterans Blvd, Big Spring, TX 79720","602 Indiana Ave, Lubbock, TX 79417-5980",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2404821153,Community-based university affiliated,University of Texas Health Science Center at San Antonio,3,3,No,No,July,No,No,http://www.uthscsa.edu/eye,Not Available,"Kent L Anderson
MD, PhD
Univ of Texas HSC San Antonio
Dept of Ophthalmology MSC 6230
8403 Floyd Curl Dr
San Antonio, TX 78229
Tel: (210) 567-8406
Fax: (210) 567-8413
E-mail: andersonkl@uthscsa.edu","Lauren  Belasco
Univ of Texas HSC San Antonio
Dept of Ophthalmology MSC 6230
7703 Floyd Curl Dr
San Antonio, TX 78229-3900
Tel: (210) 567-8406
Fax: (210) 567-8413
E-mail: belascol@uthscsa.edu",2404821153,"Univ of Texas HSC San Antonio, Dept of Ophthalmology MSC 6230, 8403 Floyd Curl Dr, San Antonio, TX 78229","7703 Floyd Curl Dr, San Antonio, TX 78229-3900","7703 Floyd Curl Dr, San Antonio, TX 78229-3900","3851 Roger Brooke Dr, Fort Sam Houston, TX 78234-6200","Our mission is to train ophthalmology residents through exceptional comprehensive education, clinical instruction, surgical experience, and research.",4,4,4,,"Yes  , 1 year(s)",No,No,No,,-_10/9/2020 - 11/20/2020,7/15/2020,9/15/2020,Yes,48,Yes,No,3,No,Yes,230___,No,No Answer,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Not known,Yes,No,No,17,1,2,2,19,3,35.2,1.5 to 1,60,12,2,No,,94.4,5.5,0,19.4,80.5,Every eighth night for 12 month(s),9,Every eighth night for 12 month(s),7,Every eleventh night or more for 12 month(s),7,,,7,90%,10%,,,,"$55,632.00",15,10,"$57,421.00",15,10,"$59,435.00",15,10,No answer,NGO,60,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Not Available,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Not available,No,No,Yes,"4502 Medical Dr, San Antonio, TX 78229-4493","7400 Merton Minter Blvd, San Antonio, TX 78284-5799",,,,No,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2404821154,Community-based university affiliated,Texas A&M College of Medicine-Scott and White Medical Center,3,3,No,Yes,July,No,No,https://www.bswhealth.med/education/Pages/gme/temple.aspx,Not Available,"Matthew  Recko
MD
Baylor Scott & White-Temple
MS-32-P1201
2401 S 31st St
Temple, TX 76508
Tel: (254) 724-1058
Fax: (254) 724-9050
E-mail: matthew.recko@bswhealth.org","Matthew  Recko
MD
Baylor Scott & White-Temple
MS-32-P1201
2401 S 31st St
Temple, TX 76508
Tel: (254) 724-1058
Fax: (254) 724-9050
E-mail: matthew.recko@bswhealth.org",2404821154,"Baylor Scott & White-Temple, MS-32-P1201, 2401 S 31st St, Temple, TX 76508","2401 S 31st St, Temple, TX 76508-0001","1901 S First St, Temple, TX 76504",,"We offer a family atmosphere with great community and mentorship. Research is important but not consuming. We value the residents spiritual, emotional, and physical well-being. We are fully EMR (Integrity & Epic) based with home access for charting and patient care if needed.",3,3,3,,"Yes  , 1 year(s)",No,No,No,9/1/2020,10/15/2020 - 12/15/2020_10/15/2021 - 12/15/2021,6/1/2021,9/1/2021,No,20,Yes,No,3,No,Yes,___,Yes,No Answer,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Not known,Yes,No,No,17,3,0,0,17,3,5.8,1.8 to 1,40,12,2,Yes,,100,0,0,25.9,74,N/A,10,N/A,6,N/A,2,,,7,70%,N/A,,,,"$54,440.00",15,13,"$55,676.00",15,13,"$57,354.00",15,13,Yes,60,NGO,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Required,No,No,Yes,,,,NGO (wks),,No,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2404921155,University-based,University of Utah Health,3,3,No,No,July,No,No,https://healthcare.utah.edu/moran/,Moran Eye Center Residency Overview,"Jeff H Pettey
MD
Univ of Utah Med Ctr
John A Moran Eye Ctr
65 Mario Capecchi Dr
Salt Lake City, UT 84132
Tel: (801) 585-3719
Fax: (801) 581-5806
E-mail: jeff.pettey@hsc.utah.edu","Elaine J Peterson
BA
Univ of Utah Healthcare
Dept of Ophthalmology JMEC
65 Mario Capecchi Dr
Salt Lake City, UT 84132
Tel: (801) 585-6701
Fax: (801) 581-5806
E-mail: elaine.peterson@hsc.utah.edu",2404921155,"Univ of Utah Med Ctr, John A Moran Eye Ctr, 65 Mario Capecchi Dr, Salt Lake City, UT 84132","50 N Medical Dr, Salt Lake City, UT 84132","100 N Mario Capecchi Dr, Salt Lake City, UT 84113","500 Foothill Dr, Salt Lake City, UT 84148-0001",Residents receive a tremendous amount of hands-on training and perform approximately 300 cataract extractions and 400 other major surgical operations. This does not include assisting during surgery or performing parts of a surgical case with a faculty member. All surgeries are supervised by an attending faculty member.,4,4,4,,"Yes  , 1 year(s)",Yes,Yes,No,,-_11/4/2020 - 11/11/2020,7/1/2020,9/15/2020,No,40,Yes,No,3,No,Yes,245_245_460_,Yes,Greater than 245,Yes,"No, require USMLE scores for all applicants",450-500,Required,Yes,No,No,36,2,0,0,36,2,36.1,3.0 to 1,55,8,2,No,,100,0,0,52.7,47.2,Every sixth night for 12 month(s),10,Every sixth night for 12 month(s),8,Other for 12 month(s),7,,,6,100%,N/A,,,,"$61,771.00",20,12,"$64,095.00",20,12,"$66,953.00",20,12,No answer,NGO,84,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,"Available, Not Paid By Institution",Not Available,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Required,No,No,Yes,,,,(4 wks ),,No,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2405121156,,,3,3,No,Yes,"June,July",No,No,http://www.uvaeye.com,Not Available,"Zeynel A Karcioglu
MD
Univ of Virginia Health System
Dept of Ophthalmology
PO Box 800715
Charlottesville, VA 22908-0715
Tel: (434) 982-1692
Fax: (434) 924-5180
E-mail: zak8g@hscmail.mcc.virginia.edu","Debbie A Perry
Univ of Virginia Health System
Dept of Ophthalmology
PO Box 800715
Charlottesville, VA 22908-0715
Tel: (434) 982-1696
Fax: (434) 924-5180
E-mail: dap2b@virginia.edu",2405121156,"Univ of Virginia Health System, Dept of Ophthalmology, PO Box 800715, Charlottesville, VA 22908-0715","4012 McKim Hall, Charlottesville, VA 22908","1970 Roanoke Blvd, Salem, VA 24153-6483",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2405121157,Community-based university affiliated,Sentara Norfolk General Hospital,3,3,No,No,July,No,No,http://www.evms.edu/ophthalmology/residency,Not Available,"Shannon  McCole
MD
Sentara Norfolk General Hosp
SNGH Lions Ctr for Sight 2nd Fl
600 Gresham Dr
Norfolk, VA 23507
Tel: (757) 388-0324
Fax: (757) 388-0355
E-mail: mccolesm@evms.edu","Ally  Hemphill
MBA
Sentara Norfolk General Hosp
Lions Ctr for Sight 2nd Fl
600 Gresham Dr
Norfolk, VA 23507
Tel: (757) 388-2473
Fax: (757) 388-0355
E-mail: hemphiam@evms.edu",2405121157,"Sentara Norfolk General Hosp, SNGH Lions Ctr for Sight 2nd Fl, 600 Gresham Dr, Norfolk, VA 23507","358 Mowbray Arch, Norfolk, VA 23501","600 Gresham Dr, Norfolk, VA 23507","150 Kingsley Ln, Norfolk, VA 23505","A balance between comprehensive and subspecialty ophthalmology is maintained at every PGY level. At least one half of our residents proceed to fellowships, making the subspecialty experience essential to the formulation of an ultimate career decision. A high volume of surgical procedures in all specialty areas allows residents to develop competency and the ability to practice independently.",2,2,2,,"Yes  , 1 year(s)",Yes,No,No,11/1/2020,-_-,9/15/2020,11/1/2020,Yes,50,Yes,No,3,No,Yes,225_235__,Yes,No Answer,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Not known,Yes,No,Yes,1,0,0,0,1,0,100,0.1 to 1,46,24,2,No,,,,,,,Every fourth night for 13 week(s),13,Every fourth night for 13 week(s),13,Two times per week for 12 week(s),12,,,6,90%,10%,,,,"$56,197.00",15,20,"$57,702.00",15,20,"$59,207.00",15,20,Yes,30,NGO,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Fully Paid by Institution,Resident Shares Cost,Not Available,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Optional,Yes,Yes,Yes,"800 W Olney Rd, Norfolk, VA 23507","100 Emancipation Dr, Hampton, VA 23667",,,,No,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2405121158,University-based,Virginia Commonwealth University Health System,3,3,No,No,July,No,No,http://www.eye.vcu.edu,Not Available,"Vikram S Brar
MD
VCU Health System
PO Box 980438
401 N 11th St
Richmond, VA 23298-0438
Tel: (804) 828-5208
Fax: (804) 828-8009
E-mail: vikram.brar@vcuhealth.org","Jean R Hill-Atkins
VCU Health System
PO Box 980438
401 N 11th St
Richmond, VA 23298-0438
Tel: (804) 828-5208
Fax: (804) 828-8009
E-mail: jean.hill-atkins@vcuhealth.org",2405121158,"VCU Health System, PO Box 980438, 401 N 11th St, Richmond, VA 23298-0438","PO Box 980549, Richmond, VA 23298-0549","1201 Broad Rock Rd, Richmond, VA 23249","PO Box 980510, Richmond, VA 23298","Our program offers a clinically intensive experience supported by a large, diverse patient population & full-time faculty in all sub-specialties. Resident driven clinics at a large university based tertiary medical center and a busy VA Hospital continue to provide high-surgical volume & broad clinical exposure. Residents leave our program fully competent to practice independently or pursue a fellowship of their choice. Our department exists for our residents, not the other way around.",4,3,3,,"Yes  , 1 year(s)",No,No,No,,-_10/31/2020 - 11/7/2020,8/1/2020,9/20/2020,Yes,52,Yes,No,3,No,Yes,235_235__,Yes,Greater than 245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,Yes,Yes,No,8,2,0,0,8,2,37.5,0.8 to 1,55,12,1.5,No,,88.8,11.1,0,22.2,77.7,N/A,14,N/A,3,N/A,17,,,7,95%,5%,,,,"$59,199.00",21,30,"$61,330.00",21,30,"$63,724.00",21,30,Yes,30,NGO,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Fully Paid by Institution,Resident Shares Cost,Not Available,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Not Available,When resident/fellow starts program,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,Not available,Yes,Yes,Yes,"3701 Western Pkwy, Richmond, VA 23233",,,,,No,,,,,,,,,,,,,,,,,,
