,Link,Public Schools,Housing,Nightlife,Good for Families,Diversity,Jobs,Weather,Cost of Living,Health & Fitness,Outdoor Activities,Commute,sunmary,Population,Median Home Value,Median Rent,Median Household Income,Median Home Value vs. National,Median Rent vs. National,Median Household Income vs. National,Rent,Own,Assault,Assault vs. National,Murder,Murder vs. National,Rape,Rape vs. National,Robbery,Robbery vs. National,Burglary,Burglary vs. National,Theft,Theft vs. National,Motor Vehicle Theft,Motor Vehicle Theft vs. National,<10 years,10-17 years,18-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65+ years,Master's degree or higher,Master's degree or higher vs. National,Bachelor's degree,Bachelor's degree vs. National,Some college or associate's degree,Some college or associate's degree vs. National,High school diploma or equivalent,High school diploma or equivalent vs. National,Less than high school diploma,Less than high school diploma vs. National,Overall rating,Total reviews,5-star ratings,4-star ratings,3-star ratings,2-star ratings,1-star ratings,Unemployment Rate,Poverty Rate,Non-Citizens,White,Hispanic,Two or more races,Asian,Other race,African American,Hawaiian or other Pacific Islander,American Indian or Alaska native,Male,Female,<$25k,$25-$44k,$45-$74k,$75-$149k,$150k+,<$15k,$15-$34k,$35-$64k,$65k+
0,https://www.niche.com/places-to-live/c/washington-county-mo/,B,B+,C,B minus,C,B,B minus,A,C+,B+,C,"Washington County is located in Missouri with a population of 24,860. In Washington County, most residents own their homes. Many families live in Washington County and residents tend to be conservative.",,,,,,,,0.21,0.79,,,,,,,,,,,,,,,0.12,0.11,0.07,0.12,0.12,0.14,0.15,0.16,0.04,-0.6666666666666666,0.06,-0.7,0.3,0.034482758620689724,0.37,0.37037037037037024,0.23,0.9166666666666667,,,0,1,1,0,0,0.038,0.201,0.002,0.94,0.01,0.02,0.0,0.0,0.02,0.0,0.0,0.51,0.49,0.33,0.21,0.23,0.19,0.03,0.39,0.31,0.22,0.08
0,https://www.niche.com/places-to-live/c/morgan-county-in/,B minus,B,B,C+,C,B,C+,A minus,B,C+,C minus,"Morgan County is located in Indiana with a population of 69,922. In Morgan County, most residents own their homes. Many families live in Morgan County and residents tend to be conservative.",,,,,,,,0.23,0.77,,,,,,,,,,,,,,,0.12,0.11,0.08,0.11,0.12,0.15,0.15,0.16,0.06,-0.5,0.11,-0.45000000000000007,0.32,0.10344827586206917,0.39,0.4444444444444444,0.12,0.0,,,0,1,0,0,0,0.033,0.10400000000000001,0.006999999999999999,0.96,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.5,0.5,0.14,0.18,0.25,0.33,0.09,0.26,0.3,0.26,0.19
0,https://www.niche.com/places-to-live/c/dallas-county-ar/,C+,B,C,C+,A minus,C,B,A,C minus,C,C+,"Dallas County is located in Arkansas with a population of 7,279. In Dallas County, most residents own their homes. Many retirees live in Dallas County and residents tend to lean conservative.",,,,,,,,0.32,0.68,,,,,,,,,,,,,,,0.09,0.12,0.08,0.11,0.1,0.12,0.16,0.22,0.02,-0.8333333333333333,0.1,-0.5,0.28,-0.0344827586206895,0.44,0.6296296296296295,0.16,0.3333333333333335,,,,,,,,0.018000000000000002,0.14400000000000002,0.002,0.53,0.01,0.01,0.0,0.0,0.43,0.0,0.01,0.49,0.51,0.37,0.21,0.25,0.15,0.02,0.35,0.37,0.2,0.07
0,https://www.niche.com/places-to-live/c/franklin-county-me/,C+,B minus,B,B minus,C,B,D minus,B+,B minus,B+,B minus,"Franklin County is located in Maine with a population of 29,982. In Franklin County, most residents own their homes. Many young professionals and retirees live in Franklin County and residents tend to have moderate political views.",,,,,,,,0.21,0.79,,,,,,,,,,,,,,,0.09,0.09,0.1,0.11,0.1,0.13,0.17,0.21,0.09,-0.25,0.16,-0.20000000000000007,0.3,0.034482758620689724,0.38,0.40740740740740744,0.07,-0.41666666666666663,,,,,,,,0.035,0.11599999999999999,0.006,0.96,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.49,0.51,0.23,0.22,0.27,0.23,0.06,0.31,0.33,0.26,0.1
0,https://www.niche.com/places-to-live/c/dougherty-county-ga/,D+,D+,A minus,C+,B+,D+,B+,B+,B+,B,A minus,"Dougherty County is located in Georgia with a population of 89,703. In Dougherty County, most residents rent their homes. Many families live in Dougherty County and residents tend to be liberal.",,,,,,,,0.54,0.46,,,,,,,,,,,,,,,0.13,0.11,0.12,0.13,0.12,0.11,0.12,0.15,0.1,-0.16666666666666663,0.12,-0.4,0.32,0.10344827586206917,0.3,0.11111111111111094,0.17,0.41666666666666674,,,1,2,0,0,0,0.077,0.281,0.013000000000000001,0.25,0.03,0.01,0.01,0.0,0.69,0.0,0.0,0.46,0.54,0.34,0.21,0.23,0.16,0.05,0.36,0.32,0.21,0.11
0,https://www.niche.com/places-to-live/c/clearwater-county-mn/,C minus,B minus,B,B minus,B minus,B+,C minus,A minus,C+,B+,B minus,"Clearwater County is located in Minnesota with a population of 8,821. In Clearwater County, most residents own their homes. Many retirees live in Clearwater County and residents tend to be conservative.",,,,,,,,0.19,0.81,,,,,,,,,,,,,,,0.13,0.12,0.07,0.1,0.11,0.12,0.15,0.2,0.04,-0.6666666666666666,0.13,-0.35,0.34,0.1724137931034484,0.35,0.29629629629629606,0.14,0.16666666666666674,,,,,,,,0.040999999999999995,0.146,0.005,0.85,0.02,0.05,0.0,0.0,0.0,0.0,0.08,0.51,0.49,0.24,0.21,0.23,0.25,0.06,0.31,0.31,0.25,0.13
0,https://www.niche.com/places-to-live/c/newton-county-tx/,C,B+,C+,C+,B+,C,A minus,A,C+,B minus,D+,"Newton County is located in Texas with a population of 13,914. In Newton County, most residents own their homes. Many retirees live in Newton County and residents tend to be conservative.",,,,,,,,0.15,0.85,,,,,,,,,,,,,,,0.1,0.1,0.09,0.11,0.11,0.14,0.15,0.2,0.02,-0.8333333333333333,0.08,-0.6000000000000001,0.31,0.06896551724137945,0.43,0.5925925925925926,0.17,0.41666666666666674,,,2,1,0,0,0,0.053,0.245,0.005,0.73,0.04,0.01,0.01,0.0,0.2,0.0,0.0,0.51,0.49,0.34,0.2,0.21,0.2,0.05,0.37,0.33,0.17,0.12
0,https://www.niche.com/places-to-live/c/carbon-county-wy/,B minus,B minus,B,B minus,B+,B,C,C+,C+,B minus,B+,"Carbon County is located in Wyoming with a population of 15,247. In Carbon County, most residents own their homes. Many families live in Carbon County and residents tend to be conservative.",,,,,,,,0.3,0.7,,,,,,,,,,,,,,,0.14,0.1,0.08,0.13,0.13,0.12,0.14,0.16,0.05,-0.5833333333333333,0.15,-0.2500000000000001,0.32,0.10344827586206917,0.38,0.40740740740740744,0.09,-0.25,,,,,,,,0.02,0.124,0.037000000000000005,0.77,0.18,0.01,0.01,0.0,0.01,0.0,0.02,0.54,0.46,0.2,0.19,0.21,0.31,0.09,0.25,0.3,0.25,0.2
0,https://www.niche.com/places-to-live/c/wyoming-county-pa/,B,B minus,A minus,B minus,C,B minus,C,B,B,B+,C+,"Wyoming County is located in Pennsylvania with a population of 27,327. In Wyoming County, most residents own their homes. Many retirees live in Wyoming County and residents tend to be conservative.",,,,,,,,0.23,0.77,,,,,,,,,,,,,,,0.11,0.09,0.09,0.11,0.11,0.14,0.16,0.2,0.07,-0.41666666666666663,0.13,-0.35,0.26,-0.10344827586206884,0.46,0.7037037037037037,0.08,-0.33333333333333326,,,0,1,0,0,0,0.032,0.10400000000000001,0.003,0.96,0.02,0.01,0.0,0.0,0.01,0.0,0.0,0.5,0.5,0.18,0.19,0.25,0.31,0.07,0.27,0.31,0.24,0.17
0,https://www.niche.com/places-to-live/c/holmes-county-fl/,B minus,B,B,B minus,B minus,C+,B+,A minus,C minus,B,C+,"Holmes County is located in Florida with a population of 19,432. In Holmes County, most residents own their homes. Many retirees live in Holmes County and residents tend to be conservative.",,,,,,,,0.24,0.76,,,,,,,,,,,,,,,0.1,0.09,0.08,0.13,0.12,0.14,0.14,0.2,0.03,-0.75,0.08,-0.6000000000000001,0.27,-0.06896551724137923,0.41,0.5185185185185184,0.21,0.75,,,0,0,0,0,1,0.046,0.226,0.013999999999999999,0.87,0.03,0.01,0.01,0.0,0.07,0.0,0.01,0.54,0.46,0.34,0.22,0.22,0.2,0.03,0.36,0.34,0.22,0.08
0,https://www.niche.com/places-to-live/c/covington-county-ms/,C,B minus,C,B minus,A minus,C+,B,A,C minus,C,C,"Covington County is located in Mississippi with a population of 18,978. In Covington County, most residents own their homes. Many families and retirees live in Covington County and residents tend to be conservative.",,,,,,,,0.22,0.78,,,,,,,,,,,,,,,0.14,0.11,0.1,0.12,0.12,0.12,0.13,0.17,0.05,-0.5833333333333333,0.09,-0.55,0.32,0.10344827586206917,0.37,0.37037037037037024,0.17,0.41666666666666674,,,0,1,2,0,0,0.045,0.235,0.004,0.6,0.02,0.01,0.0,0.0,0.37,0.0,0.0,0.49,0.51,0.36,0.22,0.22,0.17,0.03,0.37,0.33,0.22,0.08
0,https://www.niche.com/places-to-live/c/yakima-county-wa/,C,D+,B+,B minus,A,C+,A minus,C,B+,A minus,B+,"Yakima County is located in Washington with a population of 249,697. In Yakima County, most residents own their homes. Many families live in Yakima County and residents tend to lean conservative.",,,,,,,,0.37,0.63,,,,,,,,,,,,,,,0.17,0.13,0.1,0.13,0.12,0.11,0.11,0.14,0.07,-0.41666666666666663,0.1,-0.5,0.29,0.0,0.28,0.03703703703703698,0.26,1.166666666666667,,,12,15,17,5,2,0.04,0.17300000000000001,0.131,0.43,0.49,0.02,0.01,0.0,0.01,0.0,0.03,0.5,0.5,0.21,0.22,0.25,0.25,0.07,0.3,0.35,0.23,0.12
0,https://www.niche.com/places-to-live/c/pike-county-il/,C+,B,B,C+,C,B,B minus,A minus,C+,C,B minus,"Pike County is located in Illinois with a population of 15,672. In Pike County, most residents own their homes. Many retirees live in Pike County and residents tend to be conservative.",,,,,,,,0.21,0.79,,,,,,,,,,,,,,,0.13,0.1,0.08,0.12,0.11,0.13,0.14,0.21,0.05,-0.5833333333333333,0.13,-0.35,0.32,0.10344827586206917,0.39,0.4444444444444444,0.11,-0.08333333333333326,,,1,0,0,0,0,0.036000000000000004,0.138,0.003,0.96,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.49,0.51,0.26,0.22,0.24,0.21,0.08,0.31,0.29,0.26,0.14
0,https://www.niche.com/places-to-live/c/stanislaus-county-ca/,B,D minus,A minus,B,A,C,A,D+,A minus,A,B minus,"Stanislaus County is located in California with a population of 543,194. In Stanislaus County, most residents own their homes. Many families live in Stanislaus County and residents tend to have moderate political views.",,,,,,,,0.42,0.58,,,,,,,,,,,,,,,0.15,0.12,0.1,0.14,0.13,0.12,0.11,0.13,0.05,-0.5833333333333333,0.12,-0.4,0.33,0.13793103448275867,0.29,0.07407407407407396,0.21,0.75,,,0,12,23,6,1,0.055999999999999994,0.15,0.11,0.42,0.46,0.02,0.05,0.0,0.03,0.01,0.0,0.49,0.51,0.18,0.19,0.23,0.29,0.11,0.3,0.29,0.23,0.18
0,https://www.niche.com/places-to-live/c/sanilac-county-mi/,B minus,B,B,B minus,C,B minus,C,A minus,B minus,B,B minus,"Sanilac County is located in Michigan with a population of 41,295. In Sanilac County, most residents own their homes. Many retirees live in Sanilac County and residents tend to be conservative.",,,,,,,,0.21,0.79,,,,,,,,,,,,,,,0.11,0.1,0.07,0.1,0.11,0.13,0.16,0.21,0.05,-0.5833333333333333,0.09,-0.55,0.33,0.13793103448275867,0.41,0.5185185185185184,0.12,0.0,,,,,,,,0.034,0.151,0.009000000000000001,0.94,0.04,0.01,0.0,0.0,0.01,0.0,0.0,0.5,0.5,0.24,0.23,0.26,0.22,0.04,0.3,0.34,0.25,0.12
0,https://www.niche.com/places-to-live/c/scioto-county-oh/,C+,B minus,B+,C+,C+,B minus,B,A minus,C,B,B minus,"Scioto County is located in Ohio with a population of 76,040. In Scioto County, most residents own their homes. Many families live in Scioto County and residents tend to be conservative.",,,,,,,,0.32,0.68,,,,,,,,,,,,,,,0.12,0.1,0.09,0.13,0.12,0.13,0.14,0.18,0.07,-0.41666666666666663,0.09,-0.55,0.28,-0.0344827586206895,0.41,0.5185185185185184,0.15,0.25,,,0,1,1,0,1,0.04,0.226,0.004,0.93,0.01,0.02,0.0,0.0,0.03,0.0,0.0,0.49,0.51,0.34,0.2,0.19,0.22,0.06,0.36,0.29,0.22,0.12
0,https://www.niche.com/places-to-live/c/valley-county-mt/,C+,B+,B,C+,B minus,B minus,C+,B minus,C+,C minus,A,"Valley County is located in Montana with a population of 7,471. In Valley County, most residents own their homes. Many retirees live in Valley County and residents tend to be conservative.",,,,,,,,0.25,0.75,,,,,,,,,,,,,,,0.11,0.12,0.06,0.12,0.11,0.11,0.16,0.22,0.05,-0.5833333333333333,0.16,-0.20000000000000007,0.38,0.3103448275862071,0.34,0.2592592592592593,0.06,-0.5,,,,,,,,0.033,0.11199999999999999,0.004,0.85,0.03,0.04,0.0,0.0,0.0,0.0,0.08,0.5,0.5,0.24,0.19,0.22,0.32,0.04,0.25,0.36,0.26,0.13
0,https://www.niche.com/places-to-live/c/pocahontas-county-wv/,C,B,B minus,C,C minus,B,unavailable,A,B minus,A minus,B,"Pocahontas County is located in West Virginia with a population of 8,450. In Pocahontas County, most residents own their homes. Many retirees live in Pocahontas County and residents tend to be conservative.",,,,,,,,0.18,0.82,,,,,,,,,,,,,,,0.09,0.09,0.06,0.11,0.11,0.13,0.17,0.25,0.05,-0.5833333333333333,0.1,-0.5,0.2,-0.31034482758620685,0.48,0.7777777777777777,0.17,0.41666666666666674,,,0,2,5,1,0,0.023,0.16699999999999998,0.006,0.98,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.51,0.49,0.33,0.2,0.23,0.19,0.05,0.31,0.41,0.19,0.1
0,https://www.niche.com/places-to-live/c/mason-county-wv/,C minus,A minus,B minus,C+,C,C+,unavailable,A,C,B+,C minus,"Mason County is located in West Virginia with a population of 26,820. In Mason County, most residents own their homes. Many retirees live in Mason County and residents tend to be conservative.",,,,,,,,0.21,0.79,,,,,,,,,,,,,,,0.12,0.1,0.07,0.11,0.12,0.13,0.15,0.2,0.04,-0.6666666666666666,0.1,-0.5,0.26,-0.10344827586206884,0.45,0.6666666666666665,0.14,0.16666666666666674,,,4,9,3,3,1,0.018000000000000002,0.158,0.003,0.97,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.49,0.51,0.28,0.22,0.25,0.2,0.06,0.27,0.36,0.24,0.13
0,https://www.niche.com/places-to-live/c/simpson-county-ms/,C+,A minus,C+,B,A minus,B minus,A,A,C+,C+,C minus,"Simpson County is located in Mississippi with a population of 26,888. In Simpson County, most residents own their homes. Many families live in Simpson County and residents tend to be conservative.",,,,,,,,0.2,0.8,,,,,,,,,,,,,,,0.12,0.12,0.08,0.13,0.12,0.12,0.14,0.17,0.04,-0.6666666666666666,0.12,-0.4,0.33,0.13793103448275867,0.3,0.11111111111111094,0.2,0.6666666666666667,,,3,5,13,2,1,0.042,0.193,0.004,0.62,0.0,0.01,0.01,0.0,0.37,0.0,0.0,0.48,0.52,0.31,0.21,0.24,0.19,0.06,0.34,0.35,0.2,0.11
0,https://www.niche.com/places-to-live/c/mackinac-county-mi/,C+,B minus,B,B minus,B,B minus,D+,A minus,C+,A minus,A+,"Mackinac County is located in Michigan with a population of 10,780. In Mackinac County, most residents own their homes. Many retirees live in Mackinac County and residents tend to be conservative.",,,,,,,,0.28,0.72,,,,,,,,,,,,,,,0.08,0.08,0.07,0.09,0.1,0.13,0.19,0.27,0.11,-0.08333333333333326,0.13,-0.35,0.33,0.13793103448275867,0.34,0.2592592592592593,0.09,-0.25,,,,,,,,0.053,0.16399999999999998,0.023,0.73,0.02,0.05,0.01,0.0,0.03,0.0,0.16,0.51,0.49,0.27,0.2,0.27,0.21,0.04,0.3,0.34,0.25,0.11
0,https://www.niche.com/places-to-live/c/garza-county-tx/,B minus,A minus,C,B minus,A,A,A,A minus,B,C minus,B minus,"Garza County is located in Texas with a population of 6,070. In Garza County, most residents own their homes. Residents of Garza County tend to be conservative.",,,,,,,,0.29,0.71,,,,,,,,,,,,,,,0.09,0.07,0.1,0.15,0.18,0.16,0.12,0.14,0.04,-0.6666666666666666,0.1,-0.5,0.19,-0.34482758620689646,0.29,0.07407407407407396,0.38,2.166666666666667,,,,,,,,0.015,0.195,0.32299999999999995,0.4,0.52,0.0,0.02,0.0,0.06,0.0,0.0,0.63,0.37,0.18,0.23,0.27,0.29,0.04,0.38,0.29,0.23,0.1
0,https://www.niche.com/places-to-live/c/johnston-county-ok/,C+,B+,C,B,B+,B+,B,A,C+,C,B minus,"Johnston County is located in Oklahoma with a population of 11,064. In Johnston County, most residents own their homes. Many families and retirees live in Johnston County and residents tend to be conservative.",,,,,,,,0.26,0.74,,,,,,,,,,,,,,,0.13,0.11,0.09,0.11,0.11,0.12,0.14,0.19,0.08,-0.33333333333333326,0.13,-0.35,0.31,0.06896551724137945,0.35,0.29629629629629606,0.14,0.16666666666666674,,,,,,,,0.037000000000000005,0.20600000000000002,0.006999999999999999,0.7,0.05,0.16,0.0,0.0,0.02,0.0,0.07,0.49,0.51,0.29,0.24,0.25,0.19,0.03,0.34,0.34,0.23,0.08
0,https://www.niche.com/places-to-live/c/stutsman-county-nd/,B minus,B+,B+,B minus,C+,A,C,A minus,B+,C,A minus,"Stutsman County is located in North Dakota with a population of 20,965. In Stutsman County, most residents own their homes. Many young professionals live in Stutsman County and residents tend to be conservative.",,,,,,,,0.34,0.66,,,,,,,,,,,,,,,0.12,0.08,0.1,0.13,0.11,0.11,0.15,0.19,0.05,-0.5833333333333333,0.18,-0.10000000000000009,0.33,0.13793103448275867,0.34,0.2592592592592593,0.09,-0.25,,,,,,,,0.021,0.121,0.013999999999999999,0.92,0.02,0.02,0.0,0.0,0.01,0.0,0.02,0.51,0.49,0.2,0.2,0.22,0.3,0.08,0.26,0.29,0.29,0.16
0,https://www.niche.com/places-to-live/c/grimes-county-tx/,B minus,A minus,B minus,B,A,B+,B,B+,C minus,B,C minus,"Grimes County is located in Texas with a population of 27,984. In Grimes County, most residents own their homes. Many families live in Grimes County and residents tend to be conservative.",,,,,,,,0.24,0.76,,,,,,,,,,,,,,,0.12,0.11,0.09,0.12,0.13,0.13,0.14,0.17,0.06,-0.5,0.1,-0.5,0.3,0.034482758620689724,0.35,0.29629629629629606,0.19,0.5833333333333335,,,1,1,0,0,0,0.035,0.17,0.048,0.59,0.24,0.02,0.0,0.0,0.15,0.0,0.0,0.54,0.46,0.22,0.21,0.2,0.28,0.09,0.32,0.31,0.21,0.17
0,https://www.niche.com/places-to-live/c/coal-county-ok/,B,B+,C,B,B+,A minus,B,A,C,C,B minus,"Coal County is located in Oklahoma with a population of 5,581. In Coal County, most residents own their homes. Many retirees live in Coal County and residents tend to be conservative.",,,,,,,,0.26,0.74,,,,,,,,,,,,,,,0.13,0.12,0.08,0.09,0.11,0.11,0.15,0.21,0.07,-0.41666666666666663,0.1,-0.5,0.24,-0.1724137931034483,0.42,0.5555555555555554,0.17,0.41666666666666674,,,,,,,,0.028999999999999998,0.218,0.005,0.68,0.05,0.16,0.0,0.0,0.0,0.0,0.1,0.5,0.5,0.33,0.21,0.21,0.21,0.05,0.34,0.32,0.23,0.11
0,https://www.niche.com/places-to-live/c/dearborn-county-in/,B+,A minus,B+,B+,C,C+,C+,A minus,B,B+,C,"Dearborn County is located in Indiana with a population of 49,479. In Dearborn County, most residents own their homes. Many families live in Dearborn County and residents tend to be conservative.",,,,,,,,0.2,0.8,,,,,,,,,,,,,,,0.11,0.11,0.08,0.11,0.12,0.14,0.15,0.17,0.07,-0.41666666666666663,0.15,-0.2500000000000001,0.28,-0.0344827586206895,0.39,0.4444444444444444,0.1,-0.16666666666666663,,,,,,,,0.024,0.091,0.005,0.96,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.5,0.5,0.17,0.15,0.23,0.34,0.1,0.25,0.3,0.27,0.18
0,https://www.niche.com/places-to-live/c/nobles-county-mn/,B minus,B,B,B+,A,B minus,C,A minus,B minus,B minus,B+,"Nobles County is located in Minnesota with a population of 21,734. In Nobles County, most residents own their homes. Many families live in Nobles County and residents tend to be conservative.",,,,,,,,0.29,0.71,,,,,,,,,,,,,,,0.16,0.11,0.08,0.13,0.11,0.11,0.13,0.16,0.04,-0.6666666666666666,0.11,-0.45000000000000007,0.3,0.034482758620689724,0.31,0.14814814814814814,0.24,1.0,,,,,,,,0.023,0.135,0.131,0.59,0.28,0.02,0.07,0.0,0.04,0.0,0.0,0.52,0.48,0.21,0.2,0.24,0.29,0.06,0.25,0.35,0.29,0.11
0,https://www.niche.com/places-to-live/c/mcdonald-county-mo/,B+,B+,B,B+,B+,C+,B,A minus,B minus,B+,C+,"McDonald County is located in Missouri with a population of 22,782. In McDonald County, most residents own their homes. Many families live in McDonald County and residents tend to be conservative.",,,,,,,,0.31,0.69,,,,,,,,,,,,,,,0.14,0.12,0.09,0.12,0.12,0.13,0.13,0.15,0.03,-0.75,0.08,-0.6000000000000001,0.25,-0.13793103448275856,0.41,0.5185185185185184,0.22,0.8333333333333335,,,0,3,0,0,0,0.024,0.183,0.067,0.77,0.12,0.03,0.02,0.0,0.02,0.02,0.03,0.51,0.49,0.28,0.26,0.24,0.18,0.04,0.29,0.41,0.22,0.08
0,https://www.niche.com/places-to-live/c/coffey-county-ks/,B,A minus,C,B,C+,B+,B,A minus,C,C,B+,"Coffey County is located in Kansas with a population of 8,254. In Coffey County, most residents own their homes. Many retirees live in Coffey County and residents tend to be conservative.",,,,,,,,0.24,0.76,,,,,,,,,,,,,,,0.1,0.11,0.08,0.11,0.11,0.13,0.16,0.21,0.07,-0.41666666666666663,0.17,-0.15000000000000002,0.36,0.24137931034482762,0.32,0.18518518518518512,0.07,-0.41666666666666663,,,0,1,0,0,0,0.027000000000000003,0.124,0.001,0.93,0.03,0.03,0.0,0.0,0.01,0.0,0.0,0.51,0.49,0.2,0.18,0.2,0.32,0.1,0.28,0.28,0.26,0.18
0,https://www.niche.com/places-to-live/c/menard-county-il/,B,B+,B+,B,C,B,A minus,B+,B,B,C minus,"Menard County is located in Illinois with a population of 12,306. In Menard County, most residents own their homes. Residents of Menard County tend to be conservative.",,,,,,,,0.22,0.78,,,,,,,,,,,,,,,0.12,0.09,0.07,0.1,0.12,0.13,0.15,0.19,0.08,-0.33333333333333326,0.16,-0.20000000000000007,0.34,0.1724137931034484,0.36,0.33333333333333326,0.06,-0.5,,,0,3,2,3,0,0.033,0.092,0.002,0.96,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.49,0.51,0.14,0.15,0.22,0.37,0.13,0.19,0.25,0.33,0.24
0,https://www.niche.com/places-to-live/c/keith-county-ne/,B minus,B,B,B minus,C+,B minus,A+,A minus,B minus,B,A minus,"Keith County is located in Nebraska with a population of 8,068. In Keith County, most residents own their homes. Many retirees live in Keith County and residents tend to be conservative.",,,,,,,,0.31,0.69,,,,,,,,,,,,,,,0.11,0.09,0.06,0.1,0.11,0.12,0.16,0.27,0.06,-0.5,0.14,-0.29999999999999993,0.39,0.3448275862068968,0.32,0.18518518518518512,0.08,-0.33333333333333326,,,,,,,,0.022000000000000002,0.124,0.013000000000000001,0.9,0.07,0.0,0.01,0.0,0.01,0.0,0.0,0.51,0.49,0.25,0.19,0.23,0.26,0.06,0.27,0.34,0.25,0.13
0,https://www.niche.com/places-to-live/c/winnebago-county-ia/,B,B+,B+,B,C+,A,C,A minus,C+,C+,A,"Winnebago County is located in Iowa with a population of 10,534. In Winnebago County, most residents own their homes. Many young professionals and retirees live in Winnebago County and residents tend to be conservative.",,,,,,,,0.24,0.76,,,,,,,,,,,,,,,0.12,0.1,0.11,0.1,0.1,0.11,0.15,0.21,0.05,-0.5833333333333333,0.17,-0.15000000000000002,0.37,0.27586206896551735,0.34,0.2592592592592593,0.08,-0.33333333333333326,,,,,,,,0.016,0.09,0.009000000000000001,0.91,0.05,0.01,0.01,0.0,0.02,0.0,0.0,0.49,0.51,0.18,0.24,0.25,0.27,0.06,0.26,0.33,0.28,0.13
0,https://www.niche.com/places-to-live/c/catahoula-parish-la/,C+,A,B minus,B minus,A minus,B+,B+,A,D+,C,C,"Catahoula Parish is a County in Louisiana with a population of 9,766. In Catahoula Parish, most residents own their homes. Many families live in Catahoula Parish and residents tend to be conservative.",,,,,,,,0.2,0.8,,,,,,,,,,,,,,,0.12,0.1,0.1,0.13,0.14,0.1,0.14,0.17,0.04,-0.6666666666666666,0.09,-0.55,0.21,-0.27586206896551724,0.39,0.4444444444444444,0.26,1.166666666666667,,,1,2,6,2,3,0.03,0.221,0.003,0.66,0.02,0.0,0.0,0.0,0.32,0.0,0.0,0.53,0.47,0.35,0.19,0.17,0.21,0.08,0.33,0.33,0.18,0.17
0,https://www.niche.com/places-to-live/c/colbert-county-al/,B minus,B+,B,B,B,B+,B,A minus,B,B,C+,"Colbert County is located in Alabama with a population of 54,771. In Colbert County, most residents own their homes. Many retirees live in Colbert County and residents tend to be conservative.",,,,,,,,0.28,0.72,,,,,,,,,,,,,,,0.12,0.09,0.08,0.12,0.12,0.13,0.14,0.19,0.07,-0.41666666666666663,0.12,-0.4,0.29,0.0,0.38,0.40740740740740744,0.15,0.25,,,2,1,0,0,0,0.024,0.155,0.012,0.78,0.03,0.02,0.0,0.0,0.16,0.0,0.01,0.48,0.52,0.28,0.2,0.24,0.24,0.05,0.3,0.33,0.25,0.12
0,https://www.niche.com/places-to-live/c/white-county-ar/,B+,B,C+,B+,B minus,B minus,B,A minus,B,B+,B,"White County is located in Arkansas with a population of 78,762. In White County, most residents own their homes. Many families live in White County and residents tend to be conservative.",,,,,,,,0.34,0.66,,,,,,,,,,,,,,,0.12,0.11,0.12,0.12,0.12,0.13,0.12,0.16,0.08,-0.33333333333333326,0.13,-0.35,0.24,-0.1724137931034483,0.39,0.4444444444444444,0.16,0.3333333333333335,,,,,,,,0.032,0.155,0.021,0.88,0.04,0.02,0.01,0.0,0.04,0.0,0.01,0.49,0.51,0.28,0.23,0.21,0.22,0.06,0.34,0.32,0.23,0.11
