,Link,Public Schools,Housing,Nightlife,Good for Families,Diversity,Jobs,Weather,Cost of Living,Health & Fitness,Outdoor Activities,Commute,sunmary,Population,Median Home Value,Median Rent,Median Household Income,Median Home Value vs. National,Median Rent vs. National,Median Household Income vs. National,Rent,Own,Assault,Murder,Rape,Robbery,Burglary,Theft,Motor Vehicle Theft,<10 years,10-17 years,18-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65+ years,Master's degree or higher,Master's degree or higher vs. National,Bachelor's degree,Bachelor's degree vs. National,Some college or associate's degree,Some college or associate's degree vs. National,High school diploma or equivalent,High school diploma or equivalent vs. National,Less than high school diploma,Less than high school diploma vs. National,Overall rating,Total reviews,5-star ratings,4-star ratings,3-star ratings,2-star ratings,1-star ratings,Unemployment Rate,Poverty Rate,Non-Citizens,White,Hispanic,Two or more races,African American,American Indian or Alaska native,Asian,Hawaiian or other Pacific Islander,Other race,Male,Female,<$25k,$25-$44k,$45-$74k,$75-$149k,$150k+,<$15k,$15-$34k,$35-$64k,$65k+,Assault vs. National,Murder vs. National,Rape vs. National,Robbery vs. National,Burglary vs. National,Theft vs. National,Motor Vehicle Theft vs. National
0,https://www.niche.com/places-to-live/c/litchfield-county-ct/,A minus,C,A minus,A minus,B minus,B minus,C,C+,A,A,B minus,"Litchfield County is located in Connecticut with a population of 182,002. In Litchfield County, most residents own their homes. Many retirees live in Litchfield County and residents tend to lean conservative.",,,,,,,,0.24,0.76,,,,,,,,0.09,0.09,0.08,0.1,0.11,0.15,0.17,0.21,0.15,0.25,0.21,0.04999999999999982,0.28,-0.0344827586206895,0.3,0.11111111111111094,0.07,-0.41666666666666663,,,4,1,0,0,0,0.034,0.069,0.034,0.88,0.06,0.02,0.01,0.0,0.02,0.0,0.0,0.5,0.5,0.13,0.15,0.2,0.33,0.2,0.2,0.26,0.26,0.28,,,,,,,
0,https://www.niche.com/places-to-live/c/gunnison-county-co/,B+,C,A minus,B,B minus,B minus,D+,D+,A,B+,A+,"Gunnison County is located in Colorado with a population of 16,802. In Gunnison County, most residents own their homes. Many young professionals live in Gunnison County and residents tend to be liberal.",,,,,,,,0.39,0.61,,,,,,,,0.09,0.08,0.2,0.14,0.12,0.12,0.12,0.13,0.18,0.5,0.38,0.8999999999999999,0.25,-0.13793103448275856,0.16,-0.40740740740740744,0.03,-0.75,,,2,1,0,0,0,0.027000000000000003,0.131,0.02,0.87,0.09,0.02,0.0,0.01,0.0,0.0,0.0,0.54,0.46,0.2,0.19,0.22,0.29,0.1,0.31,0.28,0.25,0.17,,,,,,,
0,https://www.niche.com/places-to-live/c/st-louis-county-mn/,B,B+,B+,B+,C+,B,C minus,B+,B+,A minus,A,"St. Louis County is located in Minnesota with a population of 199,759. In St. Louis County, most residents own their homes. Many young professionals live in St. Louis County and residents tend to lean liberal.",,,,,,,,0.29,0.71,,,,,,,,0.1,0.09,0.13,0.11,0.11,0.12,0.15,0.19,0.1,-0.16666666666666663,0.19,-0.050000000000000044,0.38,0.3103448275862071,0.27,0.0,0.06,-0.5,,,2,4,3,1,0,0.026000000000000002,0.14,0.011000000000000001,0.91,0.02,0.03,0.02,0.02,0.01,0.0,0.0,0.5,0.5,0.22,0.19,0.23,0.28,0.08,0.28,0.29,0.26,0.17,,,,,,,
0,https://www.niche.com/places-to-live/c/san-luis-obispo-county-ca/,A,D minus,A minus,B+,A minus,B minus,A+,D minus,A+,A,A,"San Luis Obispo County is located in California with a population of 282,165. In San Luis Obispo County, most residents own their homes. Many young professionals live in San Luis Obispo County and residents tend to have moderate political views.",,,,,,,,0.38,0.62,,,,,,,,0.1,0.08,0.15,0.12,0.11,0.11,0.14,0.19,0.13,0.08333333333333348,0.22,0.09999999999999987,0.36,0.24137931034482762,0.2,-0.2592592592592593,0.09,-0.25,,,29,22,7,2,0,0.023,0.125,0.049,0.69,0.23,0.03,0.02,0.01,0.04,0.0,0.0,0.51,0.49,0.16,0.15,0.2,0.31,0.18,0.27,0.26,0.23,0.25,,,,,,,
0,https://www.niche.com/places-to-live/c/st-marys-county-md/,B+,C+,B+,A minus,B+,B minus,B,C+,A minus,A minus,B minus,"St. Mary's County is located in Maryland with a population of 112,290. In St. Mary's County, most residents own their homes. Many families and young professionals live in St. Mary's County and residents tend to be conservative.",,,,,,,,0.29,0.71,,,,,,,,0.12,0.12,0.09,0.14,0.13,0.14,0.13,0.13,0.13,0.08333333333333348,0.19,-0.050000000000000044,0.28,-0.0344827586206895,0.3,0.11111111111111094,0.1,-0.16666666666666663,,,9,30,48,2,1,0.022000000000000002,0.08,0.023,0.74,0.05,0.03,0.14,0.0,0.03,0.0,0.0,0.5,0.5,0.11,0.11,0.17,0.37,0.23,0.22,0.21,0.23,0.33,,,,,,,
0,https://www.niche.com/places-to-live/c/bayfield-county-wi/,B minus,B,B+,B,B minus,B+,D+,B+,B+,A minus,B+,"Bayfield County is located in Wisconsin with a population of 14,993. In Bayfield County, most residents own their homes. Many retirees live in Bayfield County and residents tend to lean liberal.",,,,,,,,0.17,0.83,,,,,,,,0.09,0.08,0.06,0.08,0.09,0.13,0.19,0.27,0.11,-0.08333333333333326,0.2,0.0,0.35,0.2068965517241379,0.29,0.07407407407407396,0.05,-0.5833333333333333,,,0,2,0,0,0,0.027000000000000003,0.111,0.006999999999999999,0.85,0.02,0.02,0.01,0.1,0.0,0.0,0.0,0.51,0.49,0.2,0.19,0.26,0.28,0.07,0.26,0.32,0.27,0.15,,,,,,,
0,https://www.niche.com/places-to-live/c/caddo-county-ok/,B minus,A minus,B minus,B+,A,B+,B+,A,C minus,C,B minus,"Caddo County is located in Oklahoma with a population of 29,242. In Caddo County, most residents own their homes. Many families live in Caddo County and residents tend to be conservative.",,,,,,,,0.29,0.71,,,,,,,,0.14,0.11,0.08,0.13,0.13,0.13,0.13,0.16,0.04,-0.6666666666666666,0.11,-0.45000000000000007,0.29,0.0,0.41,0.5185185185185184,0.15,0.25,,,0,0,1,0,0,0.038,0.18600000000000003,0.049,0.57,0.13,0.07,0.02,0.21,0.0,0.0,0.0,0.53,0.47,0.26,0.23,0.23,0.23,0.05,0.32,0.32,0.23,0.12,,,,,,,
0,https://www.niche.com/places-to-live/c/defiance-county-oh/,A minus,A minus,B+,B+,B minus,B,C+,A minus,B,B,B,"Defiance County is located in Ohio with a population of 38,160. In Defiance County, most residents own their homes. Many families live in Defiance County and residents tend to be conservative.",,,,,,,,0.24,0.76,,,,,,,,0.12,0.11,0.09,0.11,0.12,0.12,0.14,0.18,0.06,-0.5,0.12,-0.4,0.31,0.06896551724137945,0.42,0.5555555555555554,0.09,-0.25,,,3,3,1,1,0,0.027000000000000003,0.10300000000000001,0.011000000000000001,0.86,0.1,0.01,0.01,0.0,0.0,0.0,0.0,0.5,0.5,0.16,0.2,0.27,0.3,0.08,0.24,0.32,0.3,0.14,,,,,,,
0,https://www.niche.com/places-to-live/c/orange-county-ny/,A,C minus,A,A,A,B,C+,C minus,A minus,A,B minus,"Orange County is located in New York with a population of 380,085. In Orange County, most residents own their homes. Many families and young professionals live in Orange County and residents tend to have moderate political views.",,,,,,,,0.33,0.67,,,,,,,,0.14,0.12,0.11,0.12,0.12,0.14,0.13,0.14,0.13,0.08333333333333348,0.17,-0.15000000000000002,0.3,0.034482758620689724,0.29,0.07407407407407396,0.1,-0.16666666666666663,,,3,4,1,0,0,0.027999999999999997,0.115,0.040999999999999995,0.64,0.2,0.02,0.1,0.0,0.03,0.0,0.0,0.5,0.5,0.15,0.14,0.18,0.32,0.21,0.24,0.26,0.23,0.28,,,,,,,
0,https://www.niche.com/places-to-live/c/ellsworth-county-ks/,A minus,A,B,B,B minus,B,B minus,A minus,C,C+,B,"Ellsworth County is located in Kansas with a population of 6,231. In Ellsworth County, most residents own their homes. Many young professionals and retirees live in Ellsworth County and residents tend to be conservative.",,,,,,,,0.23,0.77,,,,,,,,0.1,0.08,0.09,0.13,0.12,0.13,0.14,0.21,0.06,-0.5,0.13,-0.35,0.38,0.3103448275862071,0.34,0.2592592592592593,0.08,-0.33333333333333326,,,,,,,,0.022000000000000002,0.09300000000000001,0.013999999999999999,0.86,0.06,0.03,0.03,0.01,0.01,0.0,0.0,0.57,0.43,0.22,0.2,0.24,0.28,0.06,0.29,0.32,0.28,0.12,,,,,,,
0,https://www.niche.com/places-to-live/c/winnebago-county-il/,B+,C+,A,A minus,A minus,C+,C,B,A minus,A minus,B,"Winnebago County is located in Illinois with a population of 284,819. In Winnebago County, most residents own their homes. Many families and young professionals live in Winnebago County and residents tend to have moderate political views.",,,,,,,,0.34,0.66,,,,,,,,0.13,0.11,0.08,0.13,0.12,0.13,0.14,0.17,0.08,-0.33333333333333326,0.14,-0.29999999999999993,0.33,0.13793103448275867,0.32,0.18518518518518512,0.12,0.0,,,3,2,9,6,0,0.053,0.153,0.043,0.69,0.13,0.03,0.13,0.0,0.03,0.0,0.0,0.49,0.51,0.22,0.2,0.23,0.27,0.09,0.28,0.31,0.24,0.17,,,,,,,
0,https://www.niche.com/places-to-live/c/beltrami-county-mn/,B minus,B minus,B+,A minus,B+,C+,C minus,B,B,A minus,A,"Beltrami County is located in Minnesota with a population of 46,403. In Beltrami County, most residents own their homes. Many young professionals live in Beltrami County and residents tend to have moderate political views.",,,,,,,,0.33,0.67,,,,,,,,0.15,0.11,0.13,0.12,0.11,0.1,0.12,0.16,0.11,-0.08333333333333326,0.18,-0.10000000000000009,0.35,0.2068965517241379,0.28,0.03703703703703698,0.08,-0.33333333333333326,,,0,0,0,1,0,0.048,0.187,0.006,0.72,0.02,0.04,0.01,0.2,0.01,0.0,0.0,0.5,0.5,0.25,0.22,0.22,0.26,0.06,0.32,0.31,0.25,0.13,,,,,,,
0,https://www.niche.com/places-to-live/c/cuming-county-ne/,A minus,A minus,B,B+,B minus,B+,B minus,A minus,C+,C+,B+,"Cuming County is located in Nebraska with a population of 8,952. In Cuming County, most residents own their homes. Many retirees live in Cuming County and residents tend to be conservative.",,,,,,,,0.3,0.7,,,,,,,,0.12,0.13,0.08,0.1,0.1,0.12,0.15,0.22,0.06,-0.5,0.17,-0.15000000000000002,0.3,0.034482758620689724,0.35,0.29629629629629606,0.12,0.0,,,,,,,,0.02,0.069,0.037000000000000005,0.88,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.17,0.22,0.27,0.27,0.07,0.24,0.3,0.29,0.16,,,,,,,
0,https://www.niche.com/places-to-live/c/washoe-county-nv/,A,C,A minus,B+,A,B minus,A+,D+,A,B+,A minus,"Washoe County is located in Nevada with a population of 456,936. In Washoe County, most residents own their homes. Many families and young professionals live in Washoe County and residents tend to have moderate political views.",,,,,,,,0.42,0.58,,,,,,,,0.12,0.1,0.09,0.15,0.12,0.13,0.13,0.16,0.12,0.0,0.19,-0.050000000000000044,0.34,0.1724137931034484,0.24,-0.11111111111111116,0.11,-0.08333333333333326,,,1,1,1,0,0,0.036000000000000004,0.11199999999999999,0.073,0.63,0.24,0.03,0.02,0.01,0.05,0.01,0.0,0.5,0.5,0.16,0.18,0.23,0.3,0.13,0.22,0.3,0.26,0.21,,,,,,,
0,https://www.niche.com/places-to-live/c/weber-county-ut/,B,B,A,A minus,B+,B+,B,C,A,A,B+,"Weber County is located in Utah with a population of 251,498. In Weber County, most residents own their homes. Many families and young professionals live in Weber County and residents tend to be conservative.",,,,,,,,0.27,0.73,,,,,,,,0.16,0.13,0.1,0.15,0.14,0.11,0.11,0.11,0.08,-0.33333333333333326,0.17,-0.15000000000000002,0.37,0.27586206896551735,0.3,0.11111111111111094,0.09,-0.25,,,2,2,0,0,0,0.025,0.10099999999999999,0.040999999999999995,0.76,0.18,0.03,0.01,0.01,0.01,0.0,0.0,0.5,0.5,0.14,0.17,0.25,0.34,0.1,0.26,0.3,0.28,0.17,,,,,,,
0,https://www.niche.com/places-to-live/c/hall-county-ne/,B,B minus,A minus,B+,A minus,B,C+,B+,B+,B minus,A minus,"Hall County is located in Nebraska with a population of 61,265. In Hall County, most residents own their homes. Many families live in Hall County and residents tend to be conservative.",,,,,,,,0.38,0.62,,,,,,,,0.15,0.12,0.08,0.13,0.12,0.12,0.12,0.15,0.06,-0.5,0.15,-0.2500000000000001,0.32,0.10344827586206917,0.31,0.14814814814814814,0.15,0.25,,,,,,,,0.028999999999999998,0.11599999999999999,0.091,0.67,0.28,0.01,0.02,0.0,0.01,0.0,0.0,0.5,0.5,0.2,0.19,0.24,0.29,0.08,0.23,0.34,0.29,0.13,,,,,,,
0,https://www.niche.com/places-to-live/c/lorain-county-oh/,B+,B,A minus,A minus,B+,B,C minus,B+,B+,A minus,B minus,"Lorain County is located in Ohio with a population of 307,670. In Lorain County, most residents own their homes. Many families and young professionals live in Lorain County and residents tend to have moderate political views.",,,,,,,,0.28,0.72,,,,,,,,0.12,0.11,0.09,0.11,0.12,0.14,0.14,0.18,0.09,-0.25,0.16,-0.20000000000000007,0.34,0.1724137931034484,0.31,0.14814814814814814,0.1,-0.16666666666666663,,,10,9,19,9,3,0.034,0.133,0.012,0.78,0.1,0.02,0.08,0.0,0.01,0.0,0.0,0.49,0.51,0.2,0.18,0.23,0.28,0.1,0.27,0.29,0.26,0.18,,,,,,,
0,https://www.niche.com/places-to-live/c/effingham-county-il/,B+,B+,A minus,B,C,A,B minus,A minus,B+,C+,A minus,"Effingham County is located in Illinois with a population of 34,137. In Effingham County, most residents own their homes. Many families and young professionals live in Effingham County and residents tend to be conservative.",,,,,,,,0.25,0.75,,,,,,,,0.13,0.11,0.08,0.13,0.11,0.12,0.14,0.17,0.07,-0.41666666666666663,0.16,-0.20000000000000007,0.35,0.2068965517241379,0.36,0.33333333333333326,0.07,-0.41666666666666663,,,4,2,1,0,0,0.019,0.106,0.013999999999999999,0.96,0.02,0.01,0.01,0.0,0.01,0.0,0.0,0.5,0.5,0.19,0.2,0.25,0.27,0.1,0.25,0.32,0.27,0.16,,,,,,,
0,https://www.niche.com/places-to-live/c/buena-vista-county-ia/,B minus,B,B+,B+,A,B,C,A minus,B,C+,A+,"Buena Vista County is located in Iowa with a population of 20,058. In Buena Vista County, most residents own their homes. Many young professionals live in Buena Vista County and residents tend to be conservative.",,,,,,,,0.35,0.65,,,,,,,,0.15,0.11,0.11,0.13,0.11,0.11,0.13,0.15,0.06,-0.5,0.13,-0.35,0.28,-0.0344827586206895,0.3,0.11111111111111094,0.22,0.8333333333333335,,,,,,,,0.038,0.13,0.139,0.6,0.25,0.01,0.03,0.0,0.1,0.01,0.0,0.5,0.5,0.17,0.21,0.26,0.27,0.08,0.26,0.32,0.29,0.12,,,,,,,
0,https://www.niche.com/places-to-live/c/dawson-county-ga/,A minus,B+,C+,B+,C+,B,B minus,B,A minus,B+,D+,"Dawson County is located in Georgia with a population of 24,536. In Dawson County, most residents own their homes. Many families and young professionals live in Dawson County and residents tend to be conservative.",,,,,,,,0.18,0.82,,,,,,,,0.1,0.1,0.08,0.12,0.12,0.14,0.14,0.2,0.11,-0.08333333333333326,0.19,-0.050000000000000044,0.27,-0.06896551724137923,0.29,0.07407407407407396,0.13,0.08333333333333348,,,3,3,0,1,0,0.025,0.085,0.015,0.92,0.05,0.01,0.01,0.0,0.01,0.0,0.0,0.5,0.5,0.14,0.18,0.23,0.3,0.15,0.25,0.29,0.26,0.2,,,,,,,
0,https://www.niche.com/places-to-live/c/laurens-county-sc/,B,B+,B minus,B+,A minus,B minus,B,A minus,C+,B+,C+,"Laurens County is located in South Carolina with a population of 66,846. In Laurens County, most residents own their homes. Many families live in Laurens County and residents tend to be conservative.",,,,,,,,0.3,0.7,,,,,,,,0.12,0.1,0.09,0.12,0.11,0.13,0.14,0.18,0.05,-0.5833333333333333,0.11,-0.45000000000000007,0.31,0.06896551724137945,0.34,0.2592592592592593,0.19,0.5833333333333335,,,7,5,2,1,0,0.044000000000000004,0.201,0.017,0.68,0.05,0.03,0.24,0.0,0.0,0.0,0.0,0.49,0.51,0.29,0.23,0.23,0.2,0.04,0.35,0.34,0.23,0.09,,,,,,,
0,https://www.niche.com/places-to-live/c/miami-dade-county-fl/,A,D minus,A,A minus,A minus,C,A+,C minus,A+,A,C,"Miami-Dade County is located in Florida with a population of 2,699,428. In Miami-Dade County, most residents own their homes. Many young professionals live in Miami-Dade County and residents tend to be liberal.",,,,,,,,0.49,0.51,,,,,,,,0.11,0.09,0.09,0.14,0.14,0.15,0.12,0.16,0.11,-0.08333333333333326,0.19,-0.050000000000000044,0.24,-0.1724137931034483,0.27,0.0,0.19,0.5833333333333335,,,301,340,210,31,14,0.033,0.17,0.22699999999999998,0.13,0.68,0.01,0.16,0.0,0.02,0.0,0.0,0.49,0.51,0.25,0.19,0.21,0.23,0.11,0.31,0.33,0.21,0.15,,,,,,,
0,https://www.niche.com/places-to-live/c/brown-county-il/,B minus,A,B,B minus,B+,A,B minus,A,A minus,C,A minus,"Brown County is located in Illinois with a population of 6,628. In Brown County, most residents own their homes. Residents of Brown County tend to be conservative.",,,,,,,,0.25,0.75,,,,,,,,0.09,0.08,0.09,0.17,0.16,0.14,0.12,0.14,0.04,-0.6666666666666666,0.1,-0.5,0.31,0.06896551724137945,0.38,0.40740740740740744,0.17,0.41666666666666674,,,,,,,,0.025,0.115,0.013000000000000001,0.74,0.07,0.0,0.19,0.0,0.0,0.0,0.0,0.63,0.37,0.22,0.15,0.24,0.33,0.07,0.27,0.29,0.31,0.13,,,,,,,
0,https://www.niche.com/places-to-live/c/fillmore-county-ne/,B+,A,B,B,C,A,B minus,A,B minus,C,B+,"Fillmore County is located in Nebraska with a population of 5,547. In Fillmore County, most residents own their homes. Many retirees live in Fillmore County and residents tend to be conservative.",,,,,,,,0.22,0.78,,,,,,,,0.1,0.1,0.07,0.11,0.1,0.13,0.16,0.23,0.06,-0.5,0.15,-0.2500000000000001,0.37,0.27586206896551735,0.33,0.2222222222222221,0.08,-0.33333333333333326,,,,,,,,0.013000000000000001,0.08800000000000001,0.003,0.94,0.04,0.01,0.0,0.0,0.01,0.0,0.0,0.5,0.5,0.2,0.18,0.23,0.33,0.06,0.24,0.3,0.29,0.17,,,,,,,
0,https://www.niche.com/places-to-live/c/rockingham-county-va/,A minus,B+,C,A minus,B minus,B+,B minus,B,B+,A minus,B,"Rockingham County is located in Virginia with a population of 80,284. In Rockingham County, most residents own their homes. Many young professionals and retirees live in Rockingham County and residents tend to be conservative.",,,,,,,,0.26,0.74,,,,,,,,0.12,0.11,0.09,0.11,0.11,0.13,0.14,0.19,0.11,-0.08333333333333326,0.16,-0.20000000000000007,0.22,-0.2413793103448275,0.35,0.29629629629629606,0.16,0.3333333333333335,,,3,19,13,0,0,0.019,0.08800000000000001,0.033,0.89,0.07,0.01,0.02,0.0,0.01,0.0,0.0,0.49,0.51,0.15,0.2,0.25,0.31,0.09,0.26,0.29,0.28,0.17,,,,,,,
0,https://www.niche.com/places-to-live/c/hopkins-county-tx/,B+,A minus,B,B+,B+,B,B,B+,B minus,C+,B,"Hopkins County is located in Texas with a population of 36,486. In Hopkins County, most residents own their homes. Many families live in Hopkins County and residents tend to be conservative.",,,,,,,,0.3,0.7,,,,,,,,0.13,0.12,0.08,0.12,0.12,0.12,0.13,0.18,0.06,-0.5,0.14,-0.29999999999999993,0.29,0.0,0.36,0.33333333333333326,0.15,0.25,,,,,,,,0.026000000000000002,0.14,0.049,0.73,0.17,0.02,0.07,0.0,0.01,0.0,0.0,0.49,0.51,0.22,0.21,0.25,0.24,0.09,0.29,0.32,0.24,0.15,,,,,,,
0,https://www.niche.com/places-to-live/c/kidder-county-nd/,B+,A+,B,B minus,C,A+,C+,A,C,D+,A minus,"Kidder County is located in North Dakota with a population of 2,466. In Kidder County, most residents own their homes. Many retirees live in Kidder County and residents tend to be conservative.",,,,,,,,0.25,0.75,,,,,,,,0.12,0.09,0.06,0.09,0.1,0.13,0.19,0.21,0.03,-0.75,0.15,-0.2500000000000001,0.39,0.3448275862068968,0.34,0.2592592592592593,0.09,-0.25,,,,,,,,0.003,0.10800000000000001,0.004,0.94,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.54,0.46,0.23,0.18,0.29,0.23,0.07,0.28,0.27,0.3,0.14,,,,,,,
0,https://www.niche.com/places-to-live/c/king-county-tx/,B+,B+,D minus,B,B,B minus,B+,A,B minus,C minus,A minus,"King County is located in Texas with a population of 237. In King County, most residents rent their homes. Residents of King County tend to be conservative.",,,,,,,,0.66,0.34,,,,,,,,0.1,0.2,0.04,0.11,0.07,0.14,0.24,0.11,0.04,-0.6666666666666666,0.16,-0.20000000000000007,0.24,-0.1724137931034483,0.35,0.29629629629629606,0.2,0.6666666666666667,,,,,,,,0.078,0.105,0.17300000000000001,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.51,0.05,0.4,0.22,0.27,0.05,0.13,0.37,0.35,0.15,,,,,,,
0,https://www.niche.com/places-to-live/c/nelson-county-nd/,B,A,B,B minus,C,B+,C,A,C minus,C minus,B+,"Nelson County is located in North Dakota with a population of 2,894. In Nelson County, most residents own their homes. Many retirees live in Nelson County and residents tend to be conservative.",,,,,,,,0.28,0.72,,,,,,,,0.1,0.08,0.06,0.1,0.08,0.11,0.18,0.27,0.06,-0.5,0.19,-0.050000000000000044,0.38,0.3103448275862071,0.29,0.07407407407407396,0.08,-0.33333333333333326,,,,,,,,0.003,0.113,0.02,0.95,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.51,0.49,0.22,0.23,0.23,0.24,0.08,0.24,0.32,0.28,0.16,,,,,,,
0,https://www.niche.com/places-to-live/c/kent-county-tx/,C+,B+,C minus,C+,B minus,A,A,A+,B minus,D minus,A minus,"Kent County is located in Texas with a population of 647. In Kent County, most residents own their homes. Many retirees live in Kent County and residents tend to be conservative.",,,,,,,,0.3,0.7,,,,,,,,0.13,0.11,0.02,0.04,0.16,0.08,0.17,0.28,0.14,0.16666666666666674,0.11,-0.45000000000000007,0.28,-0.0344827586206895,0.33,0.2222222222222221,0.14,0.16666666666666674,,,,,,,,0.024,0.14800000000000002,0.0,0.84,0.14,0.0,0.01,0.01,0.0,0.0,0.0,0.46,0.54,0.29,0.21,0.15,0.22,0.13,0.26,0.31,0.24,0.19,,,,,,,
0,https://www.niche.com/places-to-live/c/menard-county-tx/,A minus,B+,C,B minus,B+,A minus,A minus,A minus,C+,C,C+,"Menard County is located in Texas with a population of 2,119. In Menard County, most residents own their homes. Many retirees live in Menard County and residents tend to be conservative.",,,,,,,,0.31,0.69,,,,,,,,0.05,0.07,0.04,0.13,0.09,0.14,0.15,0.31,0.06,-0.5,0.12,-0.4,0.24,-0.1724137931034483,0.36,0.33333333333333326,0.22,0.8333333333333335,,,,,,,,0.021,0.134,0.06,0.55,0.42,0.03,0.0,0.0,0.0,0.0,0.0,0.55,0.45,0.4,0.21,0.17,0.15,0.07,0.36,0.38,0.16,0.09,,,,,,,
0,https://www.niche.com/places-to-live/c/steele-county-nd/,B minus,A+,C,B minus,C minus,B,C,A+,C minus,D minus,A minus,"Steele County is located in North Dakota with a population of 1,744. In Steele County, most residents own their homes. Many retirees live in Steele County and residents tend to lean conservative.",,,,,,,,0.15,0.85,,,,,,,,0.08,0.11,0.07,0.08,0.09,0.13,0.19,0.23,0.03,-0.75,0.27,0.3500000000000001,0.4,0.3793103448275863,0.25,-0.07407407407407418,0.04,-0.6666666666666666,,,,,,,,0.027999999999999997,0.057999999999999996,0.0,0.98,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.53,0.47,0.1,0.15,0.28,0.36,0.12,0.18,0.26,0.29,0.27,,,,,,,
0,https://www.niche.com/places-to-live/c/aurora-county-sd/,C+,A,B minus,B,B minus,C+,B minus,A,B minus,C+,B+,"Aurora County is located in South Dakota with a population of 2,763. In Aurora County, most residents own their homes. Many retirees live in Aurora County and residents tend to be conservative.",,,,,,,,0.25,0.75,,,,,,,,0.13,0.14,0.08,0.12,0.1,0.13,0.12,0.19,0.05,-0.5833333333333333,0.16,-0.20000000000000007,0.32,0.10344827586206917,0.33,0.2222222222222221,0.13,0.08333333333333348,,,,,,,,0.009000000000000001,0.054000000000000006,0.040999999999999995,0.88,0.07,0.01,0.02,0.02,0.0,0.0,0.0,0.53,0.47,0.14,0.17,0.27,0.33,0.09,0.21,0.28,0.33,0.18,,,,,,,
0,https://www.niche.com/places-to-live/c/harper-county-ok/,B,A,B minus,B,B,B,B minus,A,C+,D+,C+,"Harper County is located in Oklahoma with a population of 3,760. In Harper County, most residents own their homes. Many young professionals live in Harper County and residents tend to be conservative.",,,,,,,,0.22,0.78,,,,,,,,0.15,0.11,0.06,0.11,0.15,0.09,0.14,0.19,0.05,-0.5833333333333333,0.14,-0.29999999999999993,0.29,0.0,0.33,0.2222222222222221,0.18,0.5,,,,,,,,0.016,0.152,0.1,0.76,0.22,0.01,0.0,0.0,0.0,0.0,0.0,0.49,0.51,0.2,0.28,0.21,0.27,0.04,0.33,0.31,0.26,0.11,,,,,,,
