"Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","HBIPS-2 Measure Description","HBIPS-2 Overall Rate Per 1000","HBIPS-2 Overall Num","HBIPS-2 Overall Den","HBIPS-2 Overall Footnote","HBIPS-3 Measure Description","HBIPS-3 Overall Rate Per 1000","HBIPS-3 Overall Num","HBIPS-3 Overall Den","HBIPS-3 Overall Footnote","HBIPS-5 Measure Description","HBIPS-5 %","HBIPS-5 Denominator","HBIPS-5 Footnote","SMD Measure Description","SMD %","SMD Denominator","SMD Footnote","SUB-2/-2a Measure Description","SUB-2 %","SUB-2 Denominator","SUB-2 Footnote","SUB-2a %","SUB-2a Denominator","SUB-2a Footnote","SUB-3/-3a Measure Description","SUB-3 %","SUB-3 Denominator","SUB-3 Footnote","SUB-3a %","SUB-3a Denominator","SUB-3a Footnote","TOB-2/-2a Measure_Desc","TOB-2 %","TOB-2 Denominator","TOB-2 Footnote","TOB-2a %","TOB-2a Denominator","TOB-2a Footnote","TOB-3/-3a Measure Description","TOB-3 %","TOB-3 Denominator","TOB-3 Footnote","TOB-3a %","TOB-3a Denominator","TOB-3a Footnote","TR-1 Measure Description","TR-1 %","TR-1 Denominator","TR-1 Footnote","TR-2 Measure Description","TR-2 %","TR-2 Denominator","TR-2 Footnote","Start Date","End Date","FUH Measure Description","FUH-30 %","FUH-30 Denominator","FUH-30 Footnote","FUH-7 %","FUH-7 Denominator","FUH-7 Footnote","FUH Measure Start Date","FUH Measure End Date","MedCoPsy Measure Desc","MedCoPsy %","MedCoPsy Denominator","MedCoPsy Footnote","MedCoPsy Measure Start Date","MedCoPsy Measure End Date","READM-30-IPF Measure Desc","READM-30-IPF Category","READM-30-IPF Denominator","READM-30-IPF Rate","READM-30-IPF Lower Estimate","READM-30-IPF Higher Estimate","READM-30-IPF Footnote","READM-30-IPF Start Date","READM-30-IPF End Date","IMM-2 Measure Description","IMM-2 %","IMM-2 Denominator","IMM-2 Footnote","Flu Season Start Date","Flu Season End Date"
010103,PRINCETON BAPTIST MEDICAL CENTER,701 PRINCETON AVENUE SOUTHWEST,BIRMINGHAM,AL,35211,Jefferson,Hours of physical-restraint use,0.00,0,31444,,Hours of seclusion use,0.00,0,31444,,Patients discharged on multiple antipsychotic medications with appropriate justification,95.00,20,,Screening for metabolic disorders (SMD),99,262,,Alcohol use brief intervention provided or offered,89,19,,89,19,,Alcohol and other drug use disorder treatment provided or offered at discharge,99,98,,99,98,,Tobacco use treatment provided or offered,99,146,,97,146,,Tobacco use treatment provided or offered at discharge,87,105,,85,105,,Transition record with specified elements received by discharged patients (TR1),58,568,,Timely transmission of transition record (TR2),58,568,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,36.7,30,,20,30,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,226,23.1,18.6,28.8,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),97,247,,10/01/2019,03/31/2020
010104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,BIRMINGHAM,AL,35243,Jefferson,Hours of physical-restraint use,0.30,27.68,3818,,Hours of seclusion use,0.02,1.58,3818,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),100,164,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),96,262,,Timely transmission of transition record (TR2),94,262,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,72.7,22,,27.3,22,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,247,19.3,15.3,23.9,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),100,98,,10/01/2019,03/31/2020
010110,BULLOCK COUNTY HOSPITAL,102 WEST CONECUH AVENUE,UNION SPRINGS,AL,36089,Bullock,Hours of physical-restraint use,0.00,0,9492,,Hours of seclusion use,0.21,48.86,9492,,Patients discharged on multiple antipsychotic medications with appropriate justification,18.00,213,,Screening for metabolic disorders (SMD),77,754,,Alcohol use brief intervention provided or offered,78,346,,34,346,,Alcohol and other drug use disorder treatment provided or offered at discharge,33,346,,0,346,,Tobacco use treatment provided or offered,43,490,,43,490,,Tobacco use treatment provided or offered at discharge,71,490,,57,490,,Transition record with specified elements received by discharged patients (TR1),85,754,,Timely transmission of transition record (TR2),70,754,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,18.2,66,,6.1,66,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,81.4,113,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,147,16.2,12.4,21.0,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),41,379,,10/01/2019,03/31/2020
010112,WHITFIELD REGIONAL HOSPITAL,105 HIGHWAY 80 EAST,DEMOPOLIS,AL,36732,Marengo,Hours of physical-restraint use,0.11,12.08,4665,,Hours of seclusion use,0.20,22.08,4665,,Patients discharged on multiple antipsychotic medications with appropriate justification,87.00,15,,Screening for metabolic disorders (SMD),100,288,,Alcohol use brief intervention provided or offered,100,63,,98,63,,Alcohol and other drug use disorder treatment provided or offered at discharge,100,40,,95,40,,Tobacco use treatment provided or offered,100,162,,69,162,,Tobacco use treatment provided or offered at discharge,91,130,,48,130,,Transition record with specified elements received by discharged patients (TR1),100,425,,Timely transmission of transition record (TR2),100,425,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,41.9,62,,16.1,62,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,79.8,104,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,324,18.7,15.1,23.0,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),98,231,,10/01/2019,03/31/2020
010113,MOBILE INFIRMARY MEDICAL CENTER,5 MOBILE INFIRMARY CIRCLE,MOBILE,AL,36607,Mobile,Hours of physical-restraint use,0.00,0.02,5574,,Hours of seclusion use,0.00,0,5574,,Patients discharged on multiple antipsychotic medications with appropriate justification,46.00,13,,Screening for metabolic disorders (SMD),89,402,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,47,17,,24,17,,Tobacco use treatment provided or offered,22,27,,15,27,,Tobacco use treatment provided or offered at discharge,5,20,,0,20,,Transition record with specified elements received by discharged patients (TR1),0,562,,Timely transmission of transition record (TR2),0,562,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,51.7,29,,20.7,29,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,238,18.4,14.8,22.9,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),93,242,,10/01/2019,03/31/2020
010114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",995 9TH AVENUE SOUTHWEST,BESSEMER,AL,35022,Jefferson,Hours of physical-restraint use,9.14,1212,5526,,Hours of seclusion use,0.00,0,5526,,Patients discharged on multiple antipsychotic medications with appropriate justification,32.00,34,,Screening for metabolic disorders (SMD),43,272,,Alcohol use brief intervention provided or offered,74,27,,74,27,,Alcohol and other drug use disorder treatment provided or offered at discharge,35,55,,35,55,,Tobacco use treatment provided or offered,53,72,,53,72,,Tobacco use treatment provided or offered at discharge,23,44,,23,44,,Transition record with specified elements received by discharged patients (TR1),27,391,,Timely transmission of transition record (TR2),26,391,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,46.7,15,,6.7,15,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,227,18.1,14.4,22.8,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),96,89,,10/01/2019,03/31/2020
010125,LAKELAND COMMUNITY HOSPITAL,42024 HIGHWAY 195 E,HALEYVILLE,AL,35565,Winston,Hours of physical-restraint use,0.01,0.5,1630,,Hours of seclusion use,0.00,0,1630,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),98,94,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,92,26,,88,26,,Tobacco use treatment provided or offered at discharge,80,15,,73,15,,Transition record with specified elements received by discharged patients (TR1),96,135,,Timely transmission of transition record (TR2),96,135,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,40,15,,6.7,15,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,119,19.8,14.9,25.7,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),100,64,,10/01/2019,03/31/2020
010126,TROY REGIONAL MEDICAL CENTER,1330 HIGHWAY 231 SOUTH,TROY,AL,36081,Pike,Hours of physical-restraint use,0.01,1,4406,,Hours of seclusion use,0.00,0,4406,,Patients discharged on multiple antipsychotic medications with appropriate justification,17.00,18,,Screening for metabolic disorders (SMD),88,249,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,42,26,,38,26,,Tobacco use treatment provided or offered,41,98,,9,98,,Tobacco use treatment provided or offered at discharge,35,77,,1,77,,Transition record with specified elements received by discharged patients (TR1),71,355,,Timely transmission of transition record (TR2),51,355,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,30.4,46,,10.9,46,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse than the National Rate,162,27.5,22.1,33.7,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),83,122,,10/01/2019,03/31/2020
010129,NORTH BALDWIN INFIRMARY,1815 HAND AVENUE,BAY MINETTE,AL,36507,Baldwin,Hours of physical-restraint use,0.00,0,4215,,Hours of seclusion use,0.02,2.02,4215,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),94,224,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,10,20,,10,20,,Tobacco use treatment provided or offered,80,44,,57,44,,Tobacco use treatment provided or offered at discharge,15,33,,9,33,,Transition record with specified elements received by discharged patients (TR1),71,337,,Timely transmission of transition record (TR2),64,337,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,56.5,23,,30.4,23,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,249,22.4,18.0,28.0,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),92,205,,10/01/2019,03/31/2020
010139,BROOKWOOD BAPTIST MEDICAL CENTER,2010 BROOKWOOD MEDICAL CENTER DRIVE,BIRMINGHAM,AL,35209,Jefferson,Hours of physical-restraint use,0.07,60.72,34693,,Hours of seclusion use,0.01,5.95,34693,,Patients discharged on multiple antipsychotic medications with appropriate justification,51.00,74,,Screening for metabolic disorders (SMD),48,552,,Alcohol use brief intervention provided or offered,99,117,,99,117,,Alcohol and other drug use disorder treatment provided or offered at discharge,86,243,,86,243,,Tobacco use treatment provided or offered,58,365,,47,365,,Tobacco use treatment provided or offered at discharge,13,340,,2,340,,Transition record with specified elements received by discharged patients (TR1),15,934,,Timely transmission of transition record (TR2),14,934,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,38.4,242,,17.8,242,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,71.8,468,,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,774,21.2,18.7,23.7,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),98,206,,10/01/2019,03/31/2020
010150,THE HEALTH CARE AUTHORITY OF THE CITY OF GREENVILLE- LV STABLER HOSPITAL,29 L V STABLER DRIVE,GREENVILLE,AL,36037,Butler,Hours of physical-restraint use,0.00,0,3011,,Hours of seclusion use,0.00,0,3011,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),97,144,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,100,22,,86,22,,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),100,187,,Timely transmission of transition record (TR2),100,187,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,1,Not Available,Not Available,1,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,190,19.2,14.9,24.6,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),98,89,,10/01/2019,03/31/2020
010157,SHOALS HOSPITAL,201 WEST AVALON AVENUE,MUSCLE SHOALS,AL,35661,Colbert,Hours of physical-restraint use,0.00,0,3231,,Hours of seclusion use,0.12,9.52,3231,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),84,253,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,27,11,,9,11,,Tobacco use treatment provided or offered,15,27,,7,27,,Tobacco use treatment provided or offered at discharge,33,21,,0,21,,Transition record with specified elements received by discharged patients (TR1),66,378,,Timely transmission of transition record (TR2),64,378,,01/01/2019,12/31/2019,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,55.6,45,,17.8,45,,07/01/2018,06/30/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2017,06/30/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,455,18.1,14.8,22.1,,07/01/2017,06/30/2019,Influenza immunization (IPFQR-IMM-2),99,175,,10/01/2019,03/31/2020
